#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:30:15
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10323

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table3:
#Name: VII/235/table3
#Title:	Active galaxies (fainter than -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    9165	125.01	+50.14	189.4558	+66.9333	*	SDSS J12378+6656 	12 37 49.4	+66 56 00	O	      	   2	     	    	 	 0.217	S1  	 	19.88	     	     	-20.8	    	    	   2
    9166	125.67	+54.78	189.4696	+62.2739	*	B01.343          	12 37 52.7	+62 16 26	 	      	    	     	    	 	 0.307	S1  	 	19.90	 0.60	     	-20.9	 143	    	 143
    9167	295.47	+62.95	189.4746	 +0.2772	*	QNY2:16          	12 37 53.9	+00 16 38	O	      	    	     	    	 	 0.866	    	*	21.20	     	-1.80	-22.7	    	 256	 256
    9168	295.95	+61.05	189.4875	 -1.6339	*	2QZ J123757-0138 	12 37 57.0	-01 38 02	O	      	    	     	    	 	 0.450	S1  	*	20.68	     	-0.67	-21.6	    	 489	 489
    9169	296.18	+60.34	189.5229	 -2.3536	*	2QZ J123805-0221 	12 38 05.5	-02 21 13	O	      	    	     	    	 	 0.626	S1  	*	20.53	     	-0.99	-22.5	    	 489	 489
    9170	129.87	+70.60	189.5250	+46.3522	*	Q 1235+4637      	12 38 06.0	+46 21 08	 	      	    	     	    	 	 0.061	    	R	18.43	     	     	-18.8	1795	    	1795
    9171	297.41	+53.49	189.5354	 -9.2364	*	HE 1235-0857     	12 38 08.5	-09 14 11	O	      	    	     	    	 	 0.070	S1  	 	17.80	     	     	-20.3	    	    	1631
    9172	125.59	+54.68	189.5496	+62.3778	*	Q 1235+6239      	12 38 11.9	+62 22 40	O	      	    	     	    	 	 0.232	    	 	19.95	 0.54	-0.60	-20.3	    	2088	2088
    9173	125.57	+54.60	189.5500	+62.4575	*	Q 1235+6243      	12 38 12.0	+62 27 27	O	      	 966	     	    	 	 0.770	S?  	 	20.23	 0.53	-0.69	-22.7	    	2088	1205
    9174	210.48	+87.06	189.5508	+27.2156	 	FIRST J1238+2712 	12 38 12.2	+27 12 56	R	      	    	     	    	 	 0.235	S1  	 	19.25	     	     	-21.6	    	    	2228
    9175	295.82	+62.42	189.5721	 -0.2689	*	QNY2:42          	12 38 17.3	-00 16 08	O	      	    	     	    	 	 0.855	    	*	21.10	     	-0.56	-22.8	    	 256	 487
    9176	296.21	+61.49	189.6546	 -1.2144	*	QNY4:30          	12 38 37.1	-01 12 52	O	      	    	     	    	 	 0.400	    	*	20.10	     	-1.07	-21.9	    	 256	 489
    9177	295.99	+62.57	189.6679	 -0.1292	 	SDSS J12386-0007 	12 38 40.3	-00 07 45	O	 0.001	   2	     	    	 	 0.205	S1  	 	19.51	     	     	-21.0	    	    	   2
    9178	295.71	+63.95	189.6937	 +1.2517	*	2QZ J123846+0115 	12 38 46.5	+01 15 06	O	      	    	     	    	 	 0.600	S1  	*	20.52	     	-0.46	-22.4	    	 489	 489
    9179	296.47	+60.72	189.7000	 -1.9953	*	SDSS J12387-0159 	12 38 48.0	-01 59 43	O	      	   2	     	    	 	 0.130	S1  	 	18.84	     	     	-20.7	    	    	   2
    9180	296.28	+61.59	189.7017	 -1.1169	*	QNY4:42          	12 38 48.4	-01 07 01	O	      	    	     	    	 	 0.713	    	*	21.00	     	-0.72	-22.3	    	 256	 256
    9181	296.71	+59.55	189.7079	 -3.1667	*	SDSS J12388-0310 	12 38 49.9	-03 10 00	O	      	   1	     	    	 	 0.168	S1  	 	18.99	     	     	-21.1	    	    	   1
    9182	296.55	+60.65	189.7333	 -2.0700	*	2QZ J123856-0204 	12 38 56.0	-02 04 12	O	      	    	     	    	 	 0.598	S1  	*	20.40	     	 0.50	-22.5	    	 489	 489
    9183	296.34	+61.65	189.7337	 -1.0592	*	QNY4:45          	12 38 56.1	-01 03 33	O	      	    	     	    	 	 0.208	    	*	20.40	     	-0.87	-20.2	    	 256	 256
    9184	295.84	+63.95	189.7492	 +1.2519	*	SDSS J12389+0115 	12 38 59.8	+01 15 07	O	      	   2	     	    	 	 0.046	S1  	 	19.25	     	     	-18.0	    	    	   2
    9185	296.42	+61.55	189.7612	 -1.1600	*	QNY4:33          	12 39 02.7	-01 09 36	O	      	    	     	    	 	 0.727	    	*	21.00	     	-0.21	-22.4	    	 256	 256
    9186	129.38	+70.62	189.7646	+46.3556	*	Q 1236+4637      	12 39 03.5	+46 21 20	 	      	    	     	    	 	 0.049	    	R	18.03	     	     	-18.8	1795	    	1795
    9187	296.15	+62.88	189.7725	 +0.1694	*	QNY2:36          	12 39 05.4	+00 10 10	O	      	    	     	    	 	 0.526	    	 	20.76	     	     	-21.8	    	    	1645
    9188	296.87	+59.83	189.8121	 -2.9017	*	SDSS J12392-0254 	12 39 14.9	-02 54 06	O	      	   2	     	    	 	 0.064	S1  	 	19.16	     	     	-18.8	    	    	   2
    9189	124.77	+50.04	189.8279	+67.0406	*	SDSS J12393+6702 	12 39 18.7	+67 02 26	O	      	   2	     	    	 	 0.104	S1  	 	19.50	     	     	-19.5	    	    	   2
    9190	255.88	+86.23	189.8283	+24.5289	*	RXS J12393+2431  	12 39 18.8	+24 31 44	O	      	    	     	    	 	 0.186	S1n 	 	18.20	     	     	-22.1	 781	    	 781
    9191	297.02	+59.29	189.8404	 -3.4400	*	SDSS J12393-0326 	12 39 21.7	-03 26 24	O	      	   1	     	    	 	 0.256	S1  	 	20.34	     	     	-20.7	    	    	   1
    9192	294.11	+70.17	189.8525	 +7.5047	 	PKS 1236+077     	12 39 24.6	+07 30 17	O	 0.670	1840	 0.59	1840	 	 0.400	    	 	19.18	     	     	-22.8	1840	1259	2224
    9193	129.15	+70.55	189.8592	+46.4292	*	Q 1237+4642      	12 39 26.2	+46 25 45	 	      	    	     	    	 	 0.166	    	R	18.77	     	     	-20.7	1795	    	1795
    9194	296.94	+60.14	189.8800	 -2.5897	*	2QZ J123931-0235 	12 39 31.2	-02 35 23	O	      	    	     	    	 	 0.708	S1  	*	20.78	     	-1.05	-22.5	    	 489	 489
    9195	294.03	+70.80	189.9133	 +8.1347	*	Q 1237+0824      	12 39 39.2	+08 08 05	O	      	    	     	    	 	 0.412	    	O	19.10	     	     	-22.9	    	    	 892
    9196	297.48	+57.40	189.9142	 -5.3442	 	NGC 4593         	12 39 39.4	-05 20 39	O	 0.002	2068	     	    	 	 0.009	S1.0	 	13.15	 0.80	-0.19	-19.7	1716	2117	1234
    9197	297.25	+59.03	189.9308	 -3.7139	*	SDSS J12397-0342 	12 39 43.4	-03 42 50	O	      	   2	     	    	 	 0.134	S1  	 	19.49	     	     	-20.1	    	    	   2
    9198	296.87	+61.45	189.9650	 -1.2864	*	QNY5:26          	12 39 51.6	-01 17 11	O	      	    	     	    	 	 0.418	    	*	20.80	     	-0.73	-21.3	    	 256	 256
    9199	127.93	+67.92	189.9938	+49.0942	*	HS 1237+4922     	12 39 58.5	+49 05 39	 	      	    	     	    	 	 0.240	    	 	18.40	     	     	-22.5	    	    	 113
    9200	128.41	+69.36	189.9971	+47.6475	*	Q 1237+4755      	12 39 59.3	+47 38 51	 	      	    	     	    	 	 0.032	    	R	18.22	     	     	-17.6	1795	    	1795
    9201	298.46	+51.15	189.9971	-11.6231	 	NGC 4594         	12 39 59.3	-11 37 23	O	 0.136	 300	 0.10	 417	 	 0.002	S1.9	 	 9.25	 1.02	 0.64	-20.1	1716	 526	 668
    9202	128.32	+69.45	190.0579	+47.5656	*	Q 1237+4750      	12 40 13.9	+47 33 56	 	      	    	     	    	 	 0.116	    	R	18.28	     	     	-20.4	1795	    	1795
    9203	296.88	+62.56	190.0758	 -0.1853	*	SDSS J12403-0011 	12 40 18.2	-00 11 07	O	      	   2	     	    	 	 0.013	S1  	 	17.87	     	     	-16.6	    	    	   2
    9204	298.59	+51.24	190.0858	-11.5372	*	UWY02-4          	12 40 20.6	-11 32 14	 	      	    	     	    	 	 0.456	S1  	I	19.04	     	     	-22.2	    	    	1730
    9205	296.94	+62.46	190.0954	 -0.2792	*	2QZ J124022-0016 	12 40 22.9	-00 16 45	O	      	    	     	    	 	 0.742	S1  	*	20.72	     	-0.81	-22.7	    	 487	 487
    9206	297.84	+57.53	190.1158	 -5.2336	*	1SAX J12404-0513 	12 40 27.8	-05 14 01	 	      	    	     	    	 	 0.300	S1  	 	18.80	     	     	-22.6	    	    	1154
    9207	299.66	+39.64	190.1183	-23.1572	*	HE 1237-2252     	12 40 28.4	-23 09 26	O	      	    	     	    	 	 0.096	S1  	 	18.10	     	     	-20.7	    	    	1631
    9208	134.57	+79.19	190.1188	+37.6906	*	Q 1238+3757      	12 40 28.5	+37 41 26	O	      	    	     	    	 	 0.320	    	 	18.60	     	     	-22.9	1795	    	1795
    9209	297.44	+60.32	190.1392	 -2.4375	*	2QZ J124033-0226 	12 40 33.4	-02 26 15	O	      	    	     	    	 	 0.520	S1  	*	20.27	     	-0.57	-22.3	    	 489	 489
    9210	125.13	+54.81	190.1425	+62.2683	*	Q 1238+6232      	12 40 34.2	+62 16 06	 	      	    	     	    	 	 0.580	S   	 	20.40	     	-0.59	-22.4	    	1205	1205
    9211	297.24	+61.47	190.1458	 -1.2839	*	SDSS J12405-0117 	12 40 35.0	-01 17 02	O	      	   2	     	    	 	 0.090	S1  	 	18.80	     	     	-19.9	    	    	   2
    9212	134.50	+79.23	190.1467	+37.6544	*	Q 1238+3755      	12 40 35.2	+37 39 16	 	      	    	     	    	 	 0.188	    	R	18.68	     	     	-21.1	1795	    	1795
    9213	156.47	+85.78	190.1492	+30.6228	 	FIRST J1240+3037 	12 40 35.8	+30 37 22	R	      	    	     	    	 	 0.224	S?  	 	18.97	     	     	-21.7	    	    	2228
    9214	297.10	+62.26	190.1492	 -0.4886	 	Q 1238-0012      	12 40 35.8	-00 29 19	O	      	 894	     	    	 	 0.081	    	 	17.74	     	     	-20.7	    	    	 894
    9215	300.39	+29.25	190.1929	-33.5725	 	ESO 381-G07      	12 40 46.3	-33 34 21	 	      	 157	     	    	 	 0.050	S1.5	 	15.90	     	     	-21.5	 157	    	1846
    9216	124.61	+50.69	190.2079	+66.4053	*	SDSS J12408+6624 	12 40 49.9	+66 24 19	O	      	   2	     	    	 	 0.088	S1  	 	18.76	     	     	-19.9	    	    	   2
    9217	300.58	+26.07	190.2204	-36.7558	 	IC 3639          	12 40 52.9	-36 45 21	R	 0.033	2093	     	    	 	 0.011	S1h 	 	13.50	 0.65	 0.02	-20.0	2043	2113	 878
    9218	297.34	+62.15	190.2508	 -0.6058	*	2QZ J124100-0036 	12 41 00.2	-00 36 21	O	      	    	     	    	 	 0.633	S1  	*	20.62	     	-1.50	-22.4	    	 489	 489
    9219	200.94	+87.65	190.2663	+27.5925	*	RXS J12410+2735  	12 41 03.9	+27 35 33	 	      	    	     	    	 	 0.205	S1  	 	17.77	     	     	-22.7	    	    	  55
    9220	297.07	+64.12	190.3050	 +1.3633	*	2QZ J124113+0121 	12 41 13.2	+01 21 48	O	      	    	     	    	 	 0.358	S1  	*	20.36	     	-0.64	-21.4	    	 489	 489
    9221	297.79	+60.41	190.3217	 -2.3589	*	2QZ J124117-0221 	12 41 17.2	-02 21 32	O	      	    	     	    	 	 0.733	S1  	*	20.74	     	 0.03	-22.6	    	 487	 487
    9222	124.43	+49.63	190.3271	+67.4733	*	SDSS J12413+6728 	12 41 18.5	+67 28 24	O	      	   1	     	    	 	 0.089	S1  	 	19.08	     	     	-19.6	    	    	   1
    9223	148.82	+85.08	190.3404	+31.5342	 	FIRST J1241+3132 	12 41 21.7	+31 32 03	R	      	    	     	    	 	 0.072	S?  	 	18.17	     	     	-20.0	    	    	2228
    9224	301.60	+05.01	190.3575	-57.8342	 	WKK 1263         	12 41 25.8	-57 50 03	 	      	    	     	    	 	 0.024	S2  	 	17.40	     	     	-18.4	    	    	 634
    9225	124.33	+48.84	190.3721	+68.2594	*	SDSS J12414+6815 	12 41 29.3	+68 15 34	O	      	   1	     	    	 	 0.151	S1  	 	20.04	     	     	-19.8	    	    	   1
    9226	133.89	+79.55	190.3725	+37.3672	*	RXS J12414+3722  	12 41 29.4	+37 22 02	O	      	    	     	    	 	 0.063	S1  	 	15.85	     	     	-22.1	    	    	  55
    9227	297.40	+63.45	190.3921	 +0.6858	*	2QZ J124134+0041 	12 41 34.1	+00 41 09	O	      	    	     	    	 	 0.347	S1  	*	19.55	     	-0.54	-22.2	    	 489	 489
    9228	136.97	+81.80	190.4363	+35.0625	 	NGC 4619         	12 41 44.7	+35 03 45	O	      	 157	     	    	 	 0.023	S1.0	 	13.50	     	     	-22.2	 214	    	 810
    9229	145.48	+84.65	190.4412	+32.0486	 	MS 12392+3219    	12 41 45.9	+32 02 55	R	      	 278	     	    	 	 0.053	S1  	 	17.08	     	     	-20.4	1235	    	1960
    9230	297.85	+61.73	190.4542	 -1.0475	*	2QZ J124148-0102 	12 41 49.0	-01 02 51	O	      	    	     	    	 	 0.536	S1  	*	20.72	     	-0.81	-21.9	    	 489	 489
    9231	297.64	+63.97	190.5379	 +1.1986	*	SDSSp J12421+0111	12 42 09.1	+01 11 55	O	      	1802	     	    	 	 0.474	    	 	19.71	     	     	-22.7	    	    	1802
    9232	140.37	+83.53	190.5442	+33.2839	 	WAS 61           	12 42 10.6	+33 17 02	O	      	 157	     	    	 	 0.045	S1n 	 	15.40	     	     	-21.8	2182	    	 803
    9233	297.91	+62.91	190.5742	 +0.1281	*	2QZ J124217+0007 	12 42 17.8	+00 07 41	O	      	    	     	    	 	 0.353	S1  	*	20.53	     	-0.83	-21.2	    	 489	 489
    9234	298.31	+60.61	190.5913	 -2.1819	*	SDSS J12423-0210 	12 42 21.9	-02 10 55	O	      	   2	     	    	 	 0.129	S1  	 	18.97	     	     	-20.5	    	    	   2
    9235	298.95	+55.83	190.6054	 -6.9711	*	NGC 4628         	12 42 25.3	-06 58 16	 	      	    	     	    	 	 0.010	S2  	 	14.50	     	     	-19.4	    	    	 457
    9236	123.52	+39.00	190.6504	+78.1222	*	NPM1G+78.0048    	12 42 36.1	+78 07 20	O	      	    	     	    	 	 0.022	S1.9	 	16.81	     	     	-18.8	 436	1539	1404
    9237	298.26	+61.80	190.6521	 -0.9878	*	SDSS J12426-0059 	12 42 36.5	-00 59 16	O	      	   1	     	    	 	 0.232	S1  	 	20.22	     	     	-20.6	    	    	   1
    9238	300.39	+38.12	190.6542	-24.7111	*	CTS M10.15       	12 42 37.0	-24 42 40	O	      	    	     	    	 	 0.082	S1  	 	16.00	     	     	-22.5	1330	    	1631
    9239	298.64	+59.17	190.6575	 -3.6258	*	SDSS J12426-0337 	12 42 37.8	-03 37 33	O	      	   2	     	    	 	 0.084	S1  	 	19.07	     	     	-19.5	    	    	   2
    9240	292.53	+78.19	190.6604	+15.4931	*	Q 1240+1546      	12 42 38.5	+15 29 35	O	      	    	     	    	 	 0.070	S1  	 	16.00	     	     	-22.1	    	    	 890
    9241	297.87	+64.42	190.6733	 +1.6344	*	2QZ J124241+0138 	12 42 41.6	+01 38 04	O	      	    	     	    	 	 0.332	S1  	*	20.44	     	-0.91	-21.2	    	 489	 489
    9242	297.75	+65.47	190.7083	 +2.6878	 	NGC 4636         	12 42 50.0	+02 41 16	O	      	1436	     	    	 	 0.003	S3b 	 	11.84	 0.78	 0.73	-18.7	1716	1211	 912
    9243	298.39	+61.86	190.7179	 -0.9411	*	SDSS J12428-0056 	12 42 52.3	-00 56 28	O	      	   2	     	    	 	 0.397	S1  	 	21.09	     	     	-20.9	    	    	   2
    9244	294.30	+75.98	190.7188	+13.2569	 	NGC 4639         	12 42 52.5	+13 15 25	O	 0.001	 909	     	    	 	 0.001	S1.0	 	12.72	 0.90	 0.36	-15.3	1716	 704	 912
    9245	298.49	+61.48	190.7375	 -1.3219	*	SDSS J12429-0119 	12 42 57.0	-01 19 19	O	      	   1	     	    	 	 0.126	S1  	 	19.37	     	     	-20.1	    	    	   1
    9246	297.85	+65.42	190.7475	 +2.6331	*	SDSS J12429+0237 	12 42 59.4	+02 37 59	O	      	   2	     	    	 	 0.003	S1  	 	21.32	     	     	-10.0	    	    	   2
    9247	127.31	+70.63	190.7554	+46.4236	*	Q 1240+4641      	12 43 01.3	+46 25 25	 	      	    	     	    	 	 0.314	    	R	21.60	     	     	-19.3	1795	    	1795
    9248	298.48	+62.02	190.7708	 -0.7769	*	SDSS J12430-0046 	12 43 05.0	-00 46 37	O	      	   2	     	    	 	 0.080	S1  	 	18.70	     	     	-19.7	    	    	   2
    9249	124.21	+50.30	190.7925	+66.8094	*	SDSS J12431+6648 	12 43 10.2	+66 48 34	O	      	   2	     	    	 	 0.217	S1  	 	20.09	     	     	-20.6	    	    	   2
    9250	297.93	+65.92	190.8196	 +3.1264	*	SDSS J12432+0307 	12 43 16.7	+03 07 35	O	      	   1	     	    	 	 0.211	S1  	 	19.38	     	     	-21.2	    	    	   1
    9251	298.33	+63.84	190.8312	 +1.0411	*	2QZ J124319+0102 	12 43 19.5	+01 02 28	O	      	    	     	    	 	 0.719	S1  	*	20.61	     	-0.65	-22.7	    	 489	 489
    9252	298.47	+63.06	190.8408	 +0.2603	 	SDSS J12433+0015 	12 43 21.8	+00 15 37	O	      	   1	     	    	 	 0.143	S1  	 	19.38	     	     	-20.3	    	    	   1
    9253	298.38	+63.81	190.8508	 +1.0078	*	SDSS J12434+0100 	12 43 24.2	+01 00 28	O	      	   1	     	    	 	 0.090	S1  	 	18.43	     	     	-20.3	    	    	   1
    9254	293.08	+78.85	190.8846	+16.1286	*	Q 1241+1624      	12 43 32.3	+16 07 43	O	      	    	     	    	 	 0.026	    	 	18.20	     	     	-17.8	    	    	 684
    9255	296.72	+72.06	190.9242	 +9.2850	*	Q 1241+0933      	12 43 41.8	+09 17 06	O	      	    	     	    	 	 0.190	S1  	 	17.40	     	     	-22.9	    	    	 890
    9256	299.02	+60.71	190.9462	 -2.1011	*	SDSS J12437-0206 	12 43 47.1	-02 06 04	O	      	   2	     	    	 	 0.236	S1  	 	18.97	     	     	-21.9	    	    	   2
    9257	298.79	+62.46	190.9467	 -0.3517	*	2QZ J124347-0021 	12 43 47.2	-00 21 06	O	      	    	     	    	 	 0.670	S1  	*	20.42	     	-0.62	-22.7	    	 489	 489
    9258	299.29	+59.23	190.9917	 -3.5906	*	SDSS J12439-0335 	12 43 58.0	-03 35 26	O	      	   2	     	    	 	 0.083	S1  	 	18.43	     	     	-20.1	    	    	   2
    9259	298.82	+63.09	190.9983	 +0.2764	*	SDSS J12439+0016 	12 43 59.6	+00 16 35	O	      	   1	     	    	 	 0.215	S1  	 	19.32	     	     	-21.3	    	    	   1
    9260	298.93	+62.43	191.0100	 -0.3886	*	SDSS J12440-0023 	12 44 02.4	-00 23 19	O	      	   2	     	    	 	 0.103	S1  	 	19.25	     	     	-19.7	    	    	   2
    9261	299.09	+61.34	191.0192	 -1.4783	*	2QZ J124404-0128 	12 44 04.6	-01 28 42	O	      	    	     	    	 	 0.041	S1  	*	20.74	     	-0.41	-16.2	    	 489	 489
    9262	298.77	+63.92	191.0312	 +1.1089	 	SDSS J12441+0106 	12 44 07.5	+01 06 32	O	      	   1	     	    	 	 0.090	S1  	 	18.15	     	     	-20.5	    	    	   1
    9263	299.22	+60.78	191.0475	 -2.0353	*	2QZ J124411-0202 	12 44 11.4	-02 02 07	O	      	    	     	    	 	 0.624	S1  	*	20.80	     	-0.69	-22.2	    	 487	 487
    9264	150.51	+86.66	191.0729	+30.0786	 	FIRST J1244+3004 	12 44 17.5	+30 04 43	R	      	    	     	    	 	 0.205	S?  	 	19.33	     	     	-21.2	    	    	2228
    9265	299.13	+61.94	191.0729	 -0.8764	*	SDSS J12442-0052 	12 44 17.5	-00 52 35	O	      	   1	     	    	 	 0.172	S1  	 	19.36	     	     	-20.8	    	    	   1
    9266	128.57	+76.19	191.0833	+40.8603	 	B3 1241+411      	12 44 20.0	+40 51 37	O	 0.161	 778	     	    	 	 0.259	S?  	 	19.43	     	     	-21.6	2135	1539	2135
    9267	298.92	+63.84	191.0917	 +1.0197	*	SDSS J12443+0101 	12 44 22.0	+01 01 11	O	      	   2	     	    	 	 0.125	S1  	 	19.69	     	     	-19.7	    	    	   2
    9268	299.01	+63.27	191.0958	 +0.4544	*	SDSS J12443+0027 	12 44 23.0	+00 27 16	O	      	   1	     	    	 	 0.165	S1  	 	19.48	     	     	-20.6	    	    	   1
    9269	299.37	+60.34	191.0962	 -2.4825	*	SDSS J12443-0228 	12 44 23.1	-02 28 57	O	      	   1	     	    	 	 0.082	S1  	 	18.52	     	     	-20.0	    	    	   1
    9270	299.35	+60.60	191.0987	 -2.2206	*	2QZ J124423-0213 	12 44 23.7	-02 13 14	O	      	    	     	    	 	 0.437	S1  	*	20.41	     	-0.84	-21.8	    	 489	 489
    9271	123.94	+49.38	191.1229	+67.7344	*	SDSS J12444+6744 	12 44 29.5	+67 44 04	O	      	   2	     	    	 	 0.719	S1  	 	22.42	     	     	-20.9	    	    	   2
    9272	299.58	+59.33	191.1487	 -3.4967	*	SDSS J12445-0329 	12 44 35.7	-03 29 48	O	      	   1	     	    	 	 0.509	S1  	 	20.13	     	     	-22.4	    	    	   1
    9273	124.58	+58.17	191.1725	+58.9403	*	RXS J12446+5856  	12 44 41.4	+58 56 25	O	      	    	     	    	 	 0.198	S1n 	 	18.00	     	     	-22.4	    	    	2095
    9274	294.40	+79.03	191.1737	+16.2692	*	MS 12422+1632    	12 44 41.7	+16 16 09	 	      	1960	     	    	 	 0.087	S2  	 	18.70	     	     	-19.9	1235	    	1594
    9275	299.58	+60.61	191.2121	 -2.2178	*	SDSS J12448-0213 	12 44 50.9	-02 13 04	O	      	   2	     	    	 	 0.011	S1  	 	18.70	     	     	-15.4	    	    	   2
    9276	299.36	+63.20	191.2521	 +0.3775	*	2QZ J124500+0022 	12 45 00.5	+00 22 39	O	      	    	     	    	 	 0.605	S1  	*	20.39	     	-0.31	-22.5	    	 489	 489
    9277	299.47	+62.75	191.2746	 -0.0817	*	SDSS J12450-0004 	12 45 05.9	-00 04 54	O	      	   2	     	    	 	 0.348	S1  	 	20.54	     	     	-21.2	    	    	   2
    9278	299.82	+59.47	191.2788	 -3.3658	 	SDSS J12451-0321 	12 45 06.9	-03 21 57	O	      	   1	     	    	 	 0.083	S1  	 	17.66	     	     	-20.9	    	    	   1
    9279	297.48	+73.53	191.2879	+10.7283	*	Q 1242+1100      	12 45 09.1	+10 43 42	O	      	    	     	    	 	 0.170	    	 	18.20	     	     	-21.9	    	    	 684
    9280	299.89	+59.20	191.3012	 -3.6308	*	SDSS J12452-0337 	12 45 12.3	-03 37 51	O	      	   2	     	    	 	 0.150	S1  	 	19.48	     	     	-20.3	    	    	   2
    9281	299.80	+60.26	191.3054	 -2.5772	*	2QZ J124513-0234 	12 45 13.3	-02 34 38	O	      	    	     	    	 	 0.549	S1  	*	20.78	     	-0.88	-21.9	    	 487	 487
    9282	299.58	+62.80	191.3279	 -0.0300	*	2QZ J124518-0001 	12 45 18.7	-00 01 48	O	      	    	     	    	 	 0.346	S1  	*	20.84	     	-1.23	-20.9	    	 487	 487
    9283	299.84	+60.40	191.3317	 -2.4378	*	SDSS J12453-0226 	12 45 19.6	-02 26 16	O	      	   2	     	    	 	 0.080	S1  	 	19.30	     	     	-19.1	    	    	   2
    9284	299.68	+61.96	191.3321	 -0.8750	*	SDSSp J12453-0052	12 45 19.7	-00 52 30	O	      	    	     	    	 	 0.221	S1n 	R	18.88	     	     	-21.2	    	    	2241
    9285	299.81	+60.98	191.3429	 -1.8531	*	2QZ J124522-0151 	12 45 22.3	-01 51 11	O	      	    	     	    	 	 0.404	S1  	*	19.80	     	-0.37	-22.2	    	 489	 489
    9286	299.27	+65.67	191.3492	 +2.8417	*	SDSS J12453+0250 	12 45 23.8	+02 50 30	O	      	   1	     	    	 	 0.362	S1  	 	20.26	     	     	-21.6	    	    	   1
    9287	123.88	+50.68	191.3608	+66.4419	*	SDSS J12454+6626 	12 45 26.6	+66 26 31	O	      	   1	     	    	 	 0.539	S1  	 	19.77	     	     	-22.9	    	    	   1
    9288	299.61	+63.25	191.3654	 +0.4175	*	2QZ J124527+0025 	12 45 27.7	+00 25 03	O	      	    	     	    	 	 0.477	S1  	*	20.09	     	-0.62	-22.3	    	 487	 487
    9289	299.88	+61.08	191.3817	 -1.7611	*	SDSS J12455-0145 	12 45 31.6	-01 45 40	O	      	   2	     	    	 	 0.158	S1  	 	18.55	     	     	-21.4	    	    	   2
    9290	160.93	+87.92	191.3971	+28.7619	*	KISSR  112       	12 45 35.3	+28 45 43	O	      	    	     	    	 	 0.023	S3  	 	15.46	 0.88	     	-19.4	    	    	2202
