#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    8477	267.13	-73.04	025.7854	-40.2933	*	Q 0140-4032      	01 43 08.5	-40 17 36	 	      	    	     	    	*	 2.120	    	*	20.02	     	     	-26.1	    	    	 970
    8478	231.59	-78.23	025.7888	-30.2947	*	2QZ J014309-3017 	01 43 09.3	-30 17 41	O	      	    	     	    	 	 2.591	    	*	19.57	     	 0.47	-27.3	    	 489	 489
    8479	235.23	-78.05	025.7888	-31.0667	*	2QZ J014309-3104 	01 43 09.3	-31 04 00	O	      	    	     	    	 	 1.444	    	*	20.01	     	-0.82	-25.1	    	 489	 489
    8480	228.27	-78.35	025.8046	-29.6131	*	2QZ J014313-2936 	01 43 13.1	-29 36 47	O	      	    	     	    	 	 2.045	    	*	20.01	     	-0.92	-26.0	    	 489	 489
    8481	268.30	-72.64	025.8083	-40.8231	*	Q 0141-4104      	01 43 14.0	-40 49 23	 	      	    	     	    	*	 2.300	    	*	19.99	     	     	-26.4	    	    	 970
    8482	225.29	-78.43	025.8087	-29.0069	*	2QZ J014314-2900 	01 43 14.1	-29 00 25	O	      	    	     	    	 	 2.152	    	*	19.30	     	-0.47	-26.8	    	 487	 487
    8483	219.75	-78.49	025.8133	-27.8983	*	2QZ J014315-2753 	01 43 15.2	-27 53 54	O	      	    	     	    	 	 0.520	    	*	19.41	     	-0.60	-23.1	    	 487	 487
    8484	239.02	-77.77	025.8133	-31.9069	*	2QZ J014315-3154 	01 43 15.2	-31 54 25	O	      	    	     	    	 	 1.786	    	*	19.82	     	-0.52	-25.8	    	 489	 489
    8485	258.62	-75.17	025.8192	-37.1406	*	Q 0141-3723      	01 43 16.6	-37 08 26	O	      	    	     	    	*	 2.600	    	 	20.10	     	     	-26.8	    	    	 583
    8486	259.08	-75.07	025.8242	-37.2953	*	Q 0141-3732      	01 43 17.8	-37 17 43	 	      	    	     	    	*	 2.790	    	*	20.07	     	     	-27.1	    	    	 970
    8487	261.20	-74.60	025.8271	-38.0244	*	Q 0141-3816      	01 43 18.5	-38 01 28	 	      	    	     	    	*	 1.980	    	*	19.29	     	     	-26.6	    	    	 970
    8488	147.86	-57.87	025.8271	 +2.4722	 	1WGA J0143.3+0228	01 43 18.5	+02 28 20	R	      	 331	     	    	 	 0.830	    	 	     	     	     	     	    	    	 331
    8489	295.76	-48.18	025.8300	-68.2239	 	1WGA J0143.2-6813	01 43 19.2	-68 13 26	 	 0.041	 777	     	    	 	 1.223	    	 	21.20	     	     	-23.5	    	    	1549
    8490	265.41	-73.50	025.8354	-39.6200	*	Q 0141-3952      	01 43 20.5	-39 37 12	 	      	    	     	    	*	 2.200	    	*	20.16	     	     	-26.0	    	    	 970
    8491	228.76	-78.30	025.8450	-29.7178	*	2QZ J014322-2943 	01 43 22.8	-29 43 04	O	      	    	     	    	 	 1.393	    	*	20.82	     	-1.23	-24.2	    	 489	 489
    8492	220.49	-78.46	025.8475	-28.0472	*	2QZ J014323-2802 	01 43 23.4	-28 02 50	O	      	    	     	    	 	 1.517	    	*	19.55	     	-0.60	-25.7	    	 487	 487
    8493	224.86	-78.40	025.8529	-28.9244	*	2QZ J014324-2855 	01 43 24.7	-28 55 28	O	      	    	     	    	 	 0.777	    	*	19.54	     	-1.00	-24.0	    	 487	 487
    8494	267.69	-72.78	025.8600	-40.5975	*	Q 0141-4050      	01 43 26.4	-40 35 51	 	      	    	     	    	*	 2.180	    	*	18.80	     	     	-27.4	    	    	 970
    8495	228.52	-78.29	025.8612	-29.6725	*	2QZ J014326-2940 	01 43 26.7	-29 40 21	O	      	    	     	    	 	 1.067	    	*	20.76	     	-0.44	-23.6	    	 489	 489
    8496	261.11	-74.58	025.8629	-38.0153	*	Q 0141-3815      	01 43 27.1	-38 00 55	 	      	    	     	    	*	 2.300	    	*	19.73	     	     	-26.7	    	    	 970
    8497	161.01	-68.94	025.8683	-10.0053	*	SDSS J01434-1000 	01 43 28.4	-10 00 19	O	      	   1	     	    	 	 4.495	    	 	23.24	     	     	-27.3	    	    	   1
    8498	221.20	-78.43	025.8725	-28.1889	*	2QZ J014329-2811 	01 43 29.4	-28 11 20	O	      	    	     	    	 	 1.683	    	*	20.14	     	-0.25	-25.3	    	 487	 487
    8499	260.85	-74.63	025.8779	-37.9344	*	Q 0141-3811      	01 43 30.7	-37 56 04	 	      	    	     	    	*	 2.020	    	*	19.89	     	     	-26.1	    	    	 970
    8500	220.80	-78.43	025.8788	-28.1097	*	2QZ J014330-2806 	01 43 30.9	-28 06 35	O	      	    	     	    	 	 1.968	    	*	20.01	     	-0.61	-25.9	    	 487	 487
    8501	233.04	-78.08	025.8808	-30.6186	*	2QZ J014331-3037 	01 43 31.4	-30 37 07	O	      	    	     	    	 	 1.752	    	*	20.19	     	-0.07	-25.4	    	 489	 489
    8502	261.52	-74.46	025.8896	-38.1806	*	Q 0141-3825      	01 43 33.5	-38 10 50	 	      	    	     	    	*	 2.830	    	*	19.97	     	     	-27.3	    	    	 970
    8503	264.46	-73.71	025.8904	-39.2833	*	HE 0141-3932     	01 43 33.7	-39 17 00	O	      	    	     	    	 	 1.807	    	*	16.28	     	-0.69	-29.4	1158	1158	2296
    8504	150.63	-60.98	025.8954	 -0.9431	*	SDSSp J01435-0056	01 43 34.9	-00 56 35	O	      	1802	     	    	 	 1.536	    	 	19.06	     	     	-26.2	    	    	1802
    8505	220.78	-78.41	025.9013	-28.1061	*	2QZ J014336-2806 	01 43 36.3	-28 06 22	O	      	    	     	    	 	 2.834	    	*	20.47	     	-0.61	-26.8	    	 487	 487
    8506	236.53	-77.86	025.9021	-31.3786	*	2QZ J014336-3122 	01 43 36.5	-31 22 43	O	      	    	     	    	 	 0.396	    	*	18.32	     	-0.42	-23.7	    	 489	 489
    8507	239.48	-77.65	025.9075	-32.0406	*	2QZ J014337-3202 	01 43 37.8	-32 02 26	O	      	    	     	    	 	 2.270	    	*	20.28	     	-0.63	-25.9	    	 489	 489
    8508	240.30	-77.58	025.9117	-32.2311	*	2QZ J014338-3213 	01 43 38.8	-32 13 52	O	      	    	     	    	 	 1.812	    	*	20.45	     	-0.74	-25.2	    	 489	 489
    8509	269.95	-71.94	025.9196	-41.6794	*	Q 0141-4155A     	01 43 40.7	-41 40 46	O	      	    	     	    	*	 2.290	    	O	18.80	     	     	-27.4	    	    	 583
    8510	161.56	-69.13	025.9229	-10.2722	*	SDSS J01436-1016 	01 43 41.5	-10 16 20	O	      	   1	     	    	 	 1.595	    	 	19.24	     	     	-26.1	    	    	   1
    8511	234.84	-77.95	025.9250	-31.0161	*	2QZ J014341-3100 	01 43 42.0	-31 00 58	O	      	    	     	    	 	 1.737	    	*	20.40	     	-0.67	-25.1	    	 489	 489
    8512	223.88	-78.35	025.9292	-28.7322	*	2QZ J014343-2843 	01 43 43.0	-28 43 56	O	      	    	     	    	 	 0.802	    	*	19.78	     	-1.09	-24.0	    	 487	 487
    8513	238.11	-77.73	025.9312	-31.7389	*	2QZ J014343-3144 	01 43 43.5	-31 44 20	O	      	    	     	    	 	 1.169	    	*	20.33	     	-1.27	-24.3	    	 489	 489
    8514	238.65	-77.69	025.9317	-31.8606	*	2QZ J014343-3151 	01 43 43.6	-31 51 38	O	      	    	     	    	 	 2.040	    	*	20.83	     	-1.07	-25.2	    	 489	 489
    8515	237.40	-77.78	025.9321	-31.5794	*	2QZ J014343-3134 	01 43 43.7	-31 34 46	O	      	    	     	    	 	 1.827	    	*	20.50	     	-1.08	-25.2	    	 489	 489
    8516	231.50	-78.11	025.9392	-30.3058	*	2QZ J014345-3018 	01 43 45.4	-30 18 21	O	      	    	     	    	 	 1.795	    	*	20.60	     	-0.73	-25.0	    	 489	 489
    8517	266.39	-73.09	025.9425	-40.1078	*	Q 0141-4021      	01 43 46.2	-40 06 28	O	      	    	     	    	*	 1.380	    	O	18.30	     	     	-26.7	    	    	 583
    8518	147.91	-57.62	025.9467	 +2.6925	*	UM 131           	01 43 47.2	+02 41 33	O	      	    	     	    	 	 1.420	    	 	18.70	     	     	-26.4	1233	    	1193
    8519	149.58	-59.67	025.9496	 +0.4597	*	SDSSp J01437+0027	01 43 47.9	+00 27 35	O	      	1802	     	    	 	 2.426	    	 	18.64	     	     	-28.0	    	    	1802
    8520	149.67	-59.77	025.9550	 +0.3575	*	SDSSp J01438+0021	01 43 49.2	+00 21 27	O	      	1802	     	    	 	 1.320	    	 	18.27	     	     	-26.6	    	    	1802
    8521	233.15	-78.01	025.9579	-30.6597	*	2QZ J014349-3039 	01 43 49.9	-30 39 35	O	      	    	     	    	 	 2.132	    	*	20.40	     	-0.31	-25.7	    	 489	 489
    8522	238.62	-77.65	025.9729	-31.8650	*	2QZ J014353-3151 	01 43 53.5	-31 51 54	O	      	    	     	    	 	 1.496	    	*	20.68	     	-1.04	-24.6	    	 489	 489
    8523	150.20	-60.29	025.9825	 -0.2272	*	SDSSp J01439-0013	01 43 55.8	-00 13 38	O	      	1802	     	    	 	 1.156	    	 	18.88	     	     	-25.7	    	    	1802
    8524	233.05	-77.98	025.9925	-30.6456	*	2QZ J014358-3038 	01 43 58.2	-30 38 44	O	      	    	     	    	 	 1.979	    	*	20.16	     	-1.59	-25.7	    	 489	 489
    8525	141.47	-46.27	025.9946	+14.7061	*	SDSS J01439+1442 	01 43 58.7	+14 42 22	O	      	   1	     	    	 	 1.635	    	 	19.29	     	     	-26.1	    	    	   1
    8526	228.28	-78.18	026.0000	-29.6419	*	2QZ J014400-2938 	01 44 00.0	-29 38 31	O	      	    	     	    	 	 1.618	    	*	20.06	     	-0.48	-25.3	    	 489	 489
    8527	268.22	-72.45	026.0046	-40.9497	*	Q 0141-4112      	01 44 01.1	-40 56 59	 	      	    	     	    	*	 2.650	    	*	19.20	     	     	-27.7	    	    	 970
    8528	238.58	-77.63	026.0054	-31.8669	*	2QZ J014401-3152 	01 44 01.3	-31 52 01	O	      	    	     	    	 	 2.247	    	*	20.19	     	 0.25	-26.0	    	 489	 489
    8529	263.72	-73.78	026.0067	-39.0828	*	Q 0141-3920      	01 44 01.6	-39 04 58	 	      	    	     	    	*	 2.230	    	*	19.65	     	     	-26.5	    	    	 970
    8530	239.89	-77.52	026.0146	-32.1678	*	2QZ J014403-3210 	01 44 03.5	-32 10 04	O	      	    	     	    	 	 1.991	    	*	19.99	     	-0.44	-25.9	    	 489	 489
    8531	269.75	-71.89	026.0204	-41.6750	*	Q 0141-4155B     	01 44 04.9	-41 40 30	O	      	    	     	    	*	 1.340	    	 	18.40	     	     	-26.5	    	    	 583
    8532	259.91	-74.68	026.0279	-37.7094	*	Q 0141-3757      	01 44 06.7	-37 42 34	 	      	    	     	    	*	 2.200	    	*	19.98	     	     	-26.1	    	    	 970
    8533	234.40	-77.88	026.0283	-30.9442	*	2QZ J014406-3056 	01 44 06.8	-30 56 39	O	      	    	     	    	 	 1.460	    	*	20.28	     	 0.03	-24.9	    	 489	 489
    8534	158.63	-67.26	026.0287	 -8.1169	*	SDSS J01441-0807 	01 44 06.9	-08 07 01	O	      	   1	     	    	 	 2.505	    	 	19.21	     	     	-27.5	    	    	   1
    8535	258.92	-74.90	026.0292	-37.3736	*	Q 0141-3737      	01 44 07.0	-37 22 25	 	      	    	     	    	*	 2.350	    	*	19.27	     	     	-27.2	    	    	 970
    8536	146.22	-54.97	026.0400	 +5.5050	*	PHL 1127         	01 44 09.6	+05 30 18	O	      	    	     	    	 	 1.990	    	 	18.29	 0.14	-0.83	-27.5	1233	1717	1717
    8537	227.48	-78.17	026.0404	-29.4803	*	2QZ J014409-2928 	01 44 09.7	-29 28 49	O	      	    	     	    	 	 0.985	    	*	20.41	     	-1.05	-23.8	    	 489	 489
    8538	135.21	-27.41	026.0492	+34.1992	 	B2 0141+33       	01 44 11.8	+34 11 57	O	 0.330	1529	 0.63	2111	 	 1.450	    	 	17.55	     	     	-27.6	 311	1083	1904
    8539	263.34	-73.84	026.0500	-38.9692	*	Q 0142-3913      	01 44 12.0	-38 58 09	 	      	    	     	    	*	 2.100	    	*	19.92	     	     	-26.1	    	    	 970
    8540	237.90	-77.64	026.0508	-31.7242	*	2QZ J014412-3143 	01 44 12.2	-31 43 27	O	      	    	     	    	 	 1.842	    	*	20.38	     	-0.77	-25.3	    	 489	 489
    8541	266.97	-72.79	026.0512	-40.4414	*	Q 0142-4041      	01 44 12.3	-40 26 29	 	      	    	     	    	*	 2.300	    	*	19.60	     	     	-26.8	    	    	 970
    8542	228.84	-78.11	026.0550	-29.7653	*	2QZ J014413-2945 	01 44 13.2	-29 45 55	O	      	    	     	    	 	 1.018	    	*	20.13	     	-1.39	-24.1	    	 489	 489
    8543	265.98	-73.09	026.0587	-40.0272	*	Q 0142-4016      	01 44 14.1	-40 01 38	O	      	    	     	    	*	 1.840	    	O	19.60	     	     	-26.1	    	    	 583
    8544	150.49	-60.41	026.0629	 -0.3969	*	SDSSp J01442-0023	01 44 15.1	-00 23 49	O	      	1802	     	    	 	 1.712	    	 	18.76	     	     	-26.7	    	    	1802
    8545	229.45	-78.07	026.0725	-29.8958	*	2QZ J014417-2953 	01 44 17.4	-29 53 45	O	      	    	     	    	 	 2.063	    	*	19.91	     	-1.05	-26.1	    	 489	 489
    8546	239.05	-77.53	026.0738	-31.9944	*	2QZ J014417-3159 	01 44 17.7	-31 59 40	O	      	    	     	    	 	 0.713	    	*	20.30	     	-0.60	-23.0	    	 489	 489
    8547	269.44	-71.94	026.0775	-41.5772	*	Q 0142-4149      	01 44 18.6	-41 34 38	 	      	    	     	    	*	 2.200	    	*	19.89	     	     	-26.2	    	    	 970
    8548	221.24	-78.25	026.0788	-28.2036	*	2QZ J014418-2812 	01 44 18.9	-28 12 13	O	      	    	     	    	 	 1.418	    	*	19.85	     	-0.45	-25.2	    	 487	 487
    8549	231.40	-77.98	026.0813	-30.3100	*	2QZ J014419-3018 	01 44 19.5	-30 18 36	O	      	    	     	    	 	 2.370	    	*	20.43	     	-0.47	-26.1	    	 489	 489
    8550	150.30	-60.15	026.0879	 -0.1217	*	SDSSp J01443-0007	01 44 21.1	-00 07 18	O	      	1802	     	    	 	 1.162	    	 	18.50	     	     	-26.1	    	    	1802
    8551	223.61	-78.21	026.0904	-28.6886	*	2QZ J014421-2841 	01 44 21.7	-28 41 19	O	      	    	     	    	 	 1.339	    	*	18.94	     	-0.77	-26.0	    	 489	 489
    8552	236.70	-77.68	026.0912	-31.4658	*	2QZ J014421-3127 	01 44 21.9	-31 27 57	O	      	    	     	    	 	 1.549	    	*	20.57	     	-0.81	-24.7	    	 489	 489
    8553	223.71	-78.21	026.0942	-28.7106	*	2QZ J014422-2842 	01 44 22.6	-28 42 38	O	      	    	     	    	 	 2.305	    	*	19.42	     	 0.06	-27.0	    	 489	 489
    8554	218.31	-78.23	026.1083	-27.6069	*	2QZ J014425-2736 	01 44 26.0	-27 36 25	O	      	    	     	    	 	 0.641	    	*	19.09	     	-0.33	-24.0	    	 487	 487
    8555	231.25	-77.97	026.1096	-30.2847	*	2QZ J014426-3017 	01 44 26.3	-30 17 05	O	      	    	     	    	 	 2.201	    	*	20.83	     	-0.15	-25.3	    	 489	 489
    8556	161.12	-68.55	026.1163	 -9.7075	*	SDSS J01444-0942 	01 44 27.9	-09 42 27	O	      	   1	     	    	 	 1.553	    	 	19.57	     	     	-25.7	    	    	   1
    8557	231.25	-77.96	026.1212	-30.2867	*	2QZ J014429-3017 	01 44 29.1	-30 17 12	O	      	    	     	    	 	 0.685	    	*	19.95	     	-0.46	-23.3	    	 489	 489
    8558	161.48	-68.73	026.1262	 -9.9294	*	SDSS J01445-0955 	01 44 30.3	-09 55 46	O	      	   1	     	    	 	 1.474	    	 	20.16	     	     	-25.0	    	    	   1
    8559	220.97	-78.21	026.1304	-28.1500	*	2QZ J014431-2809 	01 44 31.3	-28 09 00	O	      	    	     	    	 	 1.895	    	*	20.70	     	-0.78	-25.1	    	 487	 487
    8560	229.81	-78.00	026.1396	-29.9842	*	2QZ J014433-2959 	01 44 33.5	-29 59 03	O	      	    	     	    	 	 1.396	    	*	20.82	     	-0.83	-24.2	    	 489	 489
    8561	229.97	-77.99	026.1429	-30.0169	*	2QZ J014434-3001 	01 44 34.3	-30 01 01	O	      	    	     	    	 	 1.420	    	*	20.38	     	-0.50	-24.7	    	 489	 489
    8562	159.74	-67.72	026.1438	 -8.7331	*	SDSS J01445-0843 	01 44 34.5	-08 43 59	O	      	   1	     	    	 	 1.700	    	 	19.70	     	     	-25.8	    	    	   1
    8563	225.86	-78.12	026.1446	-29.1583	*	6QZ J014434-2909 	01 44 34.7	-29 09 30	O	      	    	     	    	 	 0.653	    	*	17.97	     	-0.70	-25.1	    	 489	 489
    8564	161.69	-68.80	026.1475	-10.0319	*	SDSS J01445-1001 	01 44 35.4	-10 01 55	O	      	   1	     	    	 	 1.852	    	 	18.92	     	     	-26.8	    	    	   1
    8565	269.99	-71.66	026.1492	-41.9003	*	Q 0142-4209      	01 44 35.8	-41 54 01	O	      	    	     	    	*	 2.380	    	R	19.40	     	     	-26.6	    	    	 583
    8566	217.23	-78.19	026.1500	-27.3850	*	2QZ J014435-2723 	01 44 36.0	-27 23 06	O	      	    	     	    	 	 1.977	    	*	20.54	     	-1.33	-25.4	    	 487	 487
    8567	160.52	-68.16	026.1521	 -9.2561	*	SDSS J01446-0915 	01 44 36.5	-09 15 22	O	      	   1	     	    	 	 0.642	    	 	18.42	     	     	-24.6	    	    	   1
    8568	269.43	-71.86	026.1525	-41.6342	*	Q 0142-4153      	01 44 36.6	-41 38 03	 	      	    	     	    	*	 2.000	    	*	18.77	     	     	-27.2	    	    	 970
    8569	238.72	-77.48	026.1554	-31.9419	*	2QZ J014437-3156 	01 44 37.3	-31 56 31	O	      	    	     	    	 	 1.335	    	*	20.70	     	-1.11	-24.2	    	 489	 489
    8570	225.23	-78.12	026.1604	-29.0289	*	2QZ J014438-2901 	01 44 38.5	-29 01 44	O	      	    	     	    	 	 2.224	    	*	19.91	     	-0.08	-26.3	    	 489	 489
    8571	231.29	-77.91	026.1675	-30.3025	*	2QZ J014440-3018 	01 44 40.2	-30 18 09	O	      	    	     	    	 	 0.954	    	*	20.45	     	-0.54	-23.7	    	 489	 489
    8572	218.54	-78.17	026.1721	-27.6539	*	2QZ J014441-2739 	01 44 41.3	-27 39 14	O	      	    	     	    	 	 1.504	    	*	20.44	     	-0.32	-24.8	    	 487	 487
    8573	223.17	-78.14	026.1742	-28.6050	*	2QZ J014441-2836 	01 44 41.8	-28 36 18	O	      	    	     	    	 	 2.760	    	*	20.51	     	-0.38	-26.7	    	 489	 489
    8574	226.14	-78.08	026.1767	-29.2189	*	2QZ J014442-2913 	01 44 42.4	-29 13 08	O	      	    	     	    	 	 2.365	    	*	20.34	     	 0.42	-26.2	    	 489	 489
    8575	237.76	-77.53	026.1808	-31.7300	*	2QZ J014443-3143 	01 44 43.4	-31 43 48	O	      	    	     	    	 	 2.426	    	*	20.38	     	-0.28	-26.2	    	 489	 489
    8576	223.94	-78.12	026.1821	-28.7631	*	2QZ J014443-2845 	01 44 43.7	-28 45 47	O	      	    	     	    	 	 1.225	    	*	20.41	     	-0.66	-24.3	    	 489	 489
    8577	142.42	-47.71	026.1875	+13.1378	*	SDSS J01447+1308 	01 44 45.0	+13 08 16	O	      	   1	     	    	 	 2.249	    	 	18.94	     	     	-27.3	    	    	   1
    8578	160.50	-68.07	026.1954	 -9.1819	*	SDSS J01447-0910 	01 44 46.9	-09 10 55	O	      	   1	     	    	 	 1.353	    	 	19.31	     	     	-25.7	    	    	   1
    8579	234.41	-77.73	026.1979	-30.9864	*	2QZ J014447-3059 	01 44 47.5	-30 59 11	O	      	    	     	    	 	 2.690	    	*	19.82	     	-0.03	-27.2	    	 489	 489
    8580	270.48	-71.42	026.1992	-42.1842	*	Q 0142-4226      	01 44 47.8	-42 11 03	 	      	    	     	    	*	 2.140	    	*	19.30	     	     	-26.8	    	    	 970
    8581	227.28	-78.03	026.2004	-29.4600	*	2QZ J014448-2927 	01 44 48.1	-29 27 36	O	      	    	     	    	 	 1.838	    	*	20.70	     	-1.38	-25.0	    	 489	 489
    8582	239.36	-77.39	026.2029	-32.1036	*	2QZ J014448-3206 	01 44 48.7	-32 06 13	O	      	    	     	    	 	 1.329	    	*	19.82	     	-0.76	-25.1	    	 489	 489
    8583	265.82	-72.97	026.2067	-40.0769	 	PKS 0142-403     	01 44 49.6	-40 04 37	O	 0.123	 777	 0.19	2314	*	 0.810	    	O	17.60	     	     	-26.2	    	    	 583
    8584	224.52	-78.09	026.2071	-28.8858	*	2QZ J014449-2853 	01 44 49.7	-28 53 09	O	      	    	     	    	 	 1.989	    	*	20.84	     	-0.66	-25.1	    	 489	 489
    8585	267.91	-72.31	026.2179	-40.9872	*	Q 0142-4114      	01 44 52.3	-40 59 14	 	      	    	     	    	*	 2.160	    	*	20.02	     	     	-26.1	    	    	 970
    8586	160.11	-67.80	026.2192	 -8.8756	*	SDSS J01448-0852 	01 44 52.6	-08 52 32	O	      	   1	     	    	 	 0.611	    	 	19.15	     	     	-23.8	    	    	   1
    8587	221.77	-78.11	026.2258	-28.3186	*	2QZ J014454-2819 	01 44 54.2	-28 19 07	O	      	    	     	    	 	 1.121	    	*	20.02	     	-0.45	-24.5	    	 487	 487
    8588	277.23	-68.29	026.2296	-46.0744	*	HE 0142-4619     	01 44 55.1	-46 04 28	O	      	    	     	    	 	 1.165	    	O	17.30	     	     	-27.3	    	    	2296
    8589	218.90	-78.12	026.2296	-27.7267	*	2QZ J014455-2743 	01 44 55.1	-27 43 36	O	      	    	     	    	 	 2.130	    	*	19.28	     	-0.31	-26.8	    	 487	 487
    8590	232.17	-77.81	026.2379	-30.5047	*	2QZ J014457-3030 	01 44 57.1	-30 30 17	O	      	    	     	    	 	 1.061	    	*	20.13	     	-0.92	-24.3	    	 489	 489
    8591	219.49	-78.12	026.2387	-27.8483	*	2QZ J014457-2750 	01 44 57.3	-27 50 54	O	      	    	     	    	 	 1.762	    	*	19.83	     	-0.27	-25.7	    	 487	 487
    8592	271.09	-71.14	026.2408	-42.5247	*	Q 0142-4246      	01 44 57.8	-42 31 29	O	      	    	     	    	*	 1.420	    	O	17.30	     	     	-27.8	    	    	 583
    8593	221.16	-78.11	026.2408	-28.1928	*	2QZ J014457-2811 	01 44 57.8	-28 11 34	O	      	    	     	    	 	 2.287	    	*	20.31	     	 0.04	-25.9	    	 487	 487
    8594	232.96	-77.77	026.2413	-30.6783	*	2QZ J014457-3040 	01 44 57.9	-30 40 42	O	      	    	     	    	 	 1.953	    	*	18.96	     	-0.99	-26.9	    	 489	 489
    8595	259.67	-74.51	026.2450	-37.7711	*	Q 0142-3801      	01 44 58.8	-37 46 16	 	      	    	     	    	*	 2.250	    	*	20.16	     	     	-26.0	    	    	 970
    8596	266.74	-72.65	026.2471	-40.4975	*	Q 0142-4044      	01 44 59.3	-40 29 51	O	      	    	     	    	*	 1.520	    	O	18.70	     	     	-26.5	    	    	 583
    8597	266.91	-72.59	026.2529	-40.5747	*	Q 0142-4049      	01 45 00.7	-40 34 29	 	      	    	     	    	*	 2.200	    	*	18.64	     	     	-27.5	    	    	 970
    8598	149.71	-59.06	026.2563	 +1.0006	*	UM 365           	01 45 01.5	+01 00 02	O	      	    	     	    	 	 1.930	    	O	19.00	     	     	-26.8	1229	    	1228
    8599	269.55	-71.69	026.2621	-41.7856	*	Q 0142-4202      	01 45 02.9	-41 47 08	 	      	    	     	    	*	 2.960	    	*	19.97	     	     	-27.5	    	    	 970
    8600	218.09	-78.09	026.2638	-27.5597	 	PKS 0142-278     	01 45 03.3	-27 33 35	O	 0.900	2157	 0.82	2157	 	 1.148	    	O	18.30	     	     	-26.3	 234	    	 121
    8601	237.10	-77.50	026.2646	-31.6033	*	2QZ J014503-3136 	01 45 03.5	-31 36 12	O	      	    	     	    	 	 0.655	    	*	19.77	     	-0.81	-23.3	    	 489	 489
    8602	218.63	-78.09	026.2667	-27.6711	*	2QZ J014504-2740 	01 45 04.0	-27 40 16	O	      	    	     	    	 	 1.878	    	*	19.78	     	-1.19	-26.0	    	 487	 487
    8603	142.65	-47.94	026.2683	+12.8706	*	SDSS J01450+1252 	01 45 04.4	+12 52 14	O	      	   1	     	    	 	 2.384	    	 	20.30	     	     	-26.2	    	    	   1
    8604	259.10	-74.61	026.2696	-37.5911	*	Q 0142-3750      	01 45 04.7	-37 35 28	 	      	    	     	    	*	 2.100	    	*	19.97	     	     	-26.1	    	    	 970
