#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9029
#Name: IX/29
#Title:	ROSAT All-Sky Survey Faint Source Catalog (Voges+ 2000)
#Table	IX_29_rass_fsc:
#Name: IX/29/rass_fsc
#Title:	The ROSAT All Sky Survey Faint Source Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F9.6)	Distance from center (RAJ2000=308.20000, DEJ2000=+41.00000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F9.5)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F9.5)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	1RXS	(A21)	ROSAT All-Sky Survey Catalogue source name (1)        (link)	[ucd=ID_MAIN]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=POS_EQ_DEC_MAIN]
#Column	PosErr	(I3)	? Total positional error (including 6" systematic error)	[ucd=ERROR]
#Column	NewFlag	(A4)	[T._] 'new data' flags (3)	[ucd=CODE_MISC]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=PHOT_COUNT-RATE_X]
#Column	e_Count	(E9.2)	? Error on Count (4)	[ucd=ERROR]
#Column	HR1	(F5.2)	[-1/1]? Hardness ratio 1 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR1	(F5.2)	? Error on HR1 (6)	[ucd=ERROR]
#Column	HR2	(F5.2)	[-1/1]? hardness ratio 2 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR2	(F5.2)	? Error on HR2 (6)	[ucd=ERROR]
#Column	SASS	(I8)	Identification number of SASS field (12)	[ucd=ID_FIELD]
#Column	MASOL	(I4)	SASS source number (MASOL number) in SASS field (mainly for internal use)	[ucd=ID_NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	1RXS	RAJ2000	DEJ2000	PosErr	NewFlag	Count	e_Count	HR1	e_HR1	HR2	e_HR2	SASS	MASOL
   20520	 8.036265	085.49	+06.48	306.09332	+48.89764	1RXS J202422.4+485351	306.09332	+48.89764	 15	....	 9.68e-03	 4.54e-03	 1.00	 0.81	 1.00	 0.46	33008037	 175
   20548	 7.526877	085.50	+05.73	307.02292	+48.48056	1RXS J202805.5+482850	307.02292	+48.48056	 14	....	 1.88e-02	 6.50e-03	 0.42	 0.36	 0.18	 0.44	33008037	 203
   24863	 6.262099	085.50	+03.52	309.68124	+47.17139	1RXS J203843.5+471017	309.68124	+47.17139	 20	....	 1.31e-02	 5.62e-03	 0.52	 0.64	-1.00	 0.30	33009042	  39
   20507	 9.153799	085.51	+07.93	304.25876	+49.72847	1RXS J201702.1+494342	304.25876	+49.72847	 11	....	 1.22e-02	 4.37e-03	 0.03	 0.36	-0.22	 0.40	33008037	 157
   20541	 7.631156	085.51	+05.87	306.86084	+48.57208	1RXS J202726.6+483419	306.86084	+48.57208	 19	....	 1.51e-02	 6.35e-03	 0.80	 0.36	-0.99	 0.41	33008037	 196
   29925	 8.196091	085.52	-05.33	319.08749	+41.41306	1RXS J211621.0+412447	319.08749	+41.41306	 28	....	 1.91e-02	 7.57e-03	 1.00	 0.50	-0.20	 0.44	33010047	  45
   25180	 6.982730	085.52	-03.51	317.30832	+42.65833	1RXS J210914.0+423930	317.30832	+42.65833	 16	....	 1.71e-02	 7.11e-03	-0.63	 0.40	 0.06	 1.21	33009043	 271
   25129	 5.951300	085.52	-01.36	315.10168	+44.09889	1RXS J210024.4+440556	315.10168	+44.09889	 10	....	 3.17e-02	 9.73e-03	 0.91	 0.30	 0.36	 0.34	33009043	 207
   20537	 7.696237	085.54	+05.94	306.79791	+48.63208	1RXS J202711.5+483755	306.79791	+48.63208	 16	....	 1.39e-02	 5.32e-03	 1.00	 0.36	-0.28	 0.35	33008037	 192
   25144	 6.173314	085.55	-01.87	315.66333	+43.78736	1RXS J210239.2+434714	315.66333	+43.78736	 16	....	 1.96e-02	 7.02e-03	 0.23	 0.35	 0.05	 0.44	33009043	 227
   25138	 6.101779	085.56	-01.65	315.45541	+43.93736	1RXS J210149.3+435614	315.45541	+43.93736	 18	....	 2.01e-02	 7.88e-03	 0.15	 0.42	-0.18	 0.56	33009043	 218
   20546	 7.544463	085.56	+05.69	307.13873	+48.50694	1RXS J202833.3+483025	307.13873	+48.50694	 14	....	 1.47e-02	 6.25e-03	 0.62	 0.38	-0.72	 0.25	33008037	 201
   25170	 6.691582	085.57	-02.92	316.76376	+43.09389	1RXS J210703.3+430538	316.76376	+43.09389	 44	....	 2.11e-02	 7.63e-03	 0.27	 0.38	 0.38	 0.45	33009043	 260
   20511	 8.692404	085.57	+07.29	305.14166	+49.42319	1RXS J202034.0+492523	305.14166	+49.42319	 20	....	 7.85e-03	 3.41e-03	 1.00	 0.44	-0.26	 0.39	33008037	 161
   24854	 6.460794	085.61	+03.75	309.51208	+47.39222	1RXS J203802.9+472332	309.51208	+47.39222	 21	....	 1.79e-02	 7.13e-03	-0.11	 0.46	-0.69	 0.34	33009042	  28
   29796	 7.575227	085.62	-04.32	318.21085	+42.18153	1RXS J211250.6+421053	318.21085	+42.18153	 19	....	 1.34e-02	 6.56e-03	 0.62	 0.51	 0.58	 0.37	33010046	  16
   24910	 5.709460	085.63	+00.61	313.10126	+45.45778	1RXS J205224.3+452728	313.10126	+45.45778	 25	....	 1.53e-02	 7.76e-03	 1.00	 0.65	 1.00	 0.57	33009042	 103
   20527	 7.790364	085.65	+05.96	306.86835	+48.73333	1RXS J202728.4+484400	306.86835	+48.73333	 14	....	 9.57e-03	 4.24e-03	 0.82	 0.37	 0.16	 0.45	33008037	 182
   20487	 9.959058	085.68	+08.81	303.24542	+50.34403	1RXS J201258.9+502038	303.24542	+50.34403	 14	....	 1.92e-02	 5.77e-03	 0.27	 0.31	-0.16	 0.36	33008037	 132
   20540	 7.630061	085.70	+05.66	307.29333	+48.60305	1RXS J202910.4+483611	307.29333	+48.60305	 22	....	 1.79e-02	 6.81e-03	 1.00	 0.18	-0.49	 0.29	33008037	 195
   20532	 7.701293	085.71	+05.76	307.17041	+48.66681	1RXS J202840.9+484000	307.17041	+48.66681	 20	....	 1.53e-02	 6.33e-03	-0.13	 0.43	-0.29	 0.56	33008037	 187
   25192	 7.705987	085.72	-04.41	318.38583	+42.19931	1RXS J211332.6+421157	318.38583	+42.19931	 24	....	 3.33e-02	 9.67e-03	 0.01	 0.35	 0.58	 0.50	33009043	 287
   24913	 5.834611	085.74	+00.24	313.60626	+45.30333	1RXS J205425.5+451812	313.60626	+45.30333	 45	....	 2.31e-02	 1.08e-02	-1.00	 0.43	 1.00	 9.99	33009042	 107
   24858	 6.448500	085.74	+03.45	309.98041	+47.32125	1RXS J203955.3+471916	309.98041	+47.32125	 14	....	 2.61e-02	 8.25e-03	 0.54	 0.38	-0.05	 0.40	33009042	  32
   20547	 7.486208	085.74	+05.38	307.66666	+48.47667	1RXS J203040.0+482836	307.66666	+48.47667	 16	....	 1.90e-02	 6.70e-03	 1.00	 0.42	-0.48	 0.29	33008037	 202
   20494	 9.691797	085.75	+08.43	303.80499	+50.19569	1RXS J201513.2+501144	303.80499	+50.19569	 16	....	 2.46e-02	 6.30e-03	 0.00	 0.27	-0.48	 0.29	33008037	 140
   20543	 7.587385	085.77	+05.52	307.52249	+48.57222	1RXS J203005.4+483420	307.52249	+48.57222	 17	....	 3.02e-02	 7.82e-03	 0.68	 0.25	-0.72	 0.17	33008037	 198
   20500	 9.234857	085.77	+07.83	304.60541	+49.88681	1RXS J201825.3+495312	304.60541	+49.88681	 11	....	 2.54e-02	 6.21e-03	 0.45	 0.25	 0.27	 0.28	33008037	 149
   24886	 5.937138	085.78	+01.66	312.06625	+46.23806	1RXS J204815.9+461417	312.06625	+46.23806	 18	....	 1.47e-02	 6.11e-03	 0.04	 0.40	-0.03	 0.58	33009042	  73
   25186	 7.583504	085.78	-04.15	318.18668	+42.41180	1RXS J211244.8+422442	318.18668	+42.41180	 16	....	 1.87e-02	 7.91e-03	 0.33	 0.41	-0.29	 0.44	33009043	 278
   20534	 7.659615	085.78	+05.61	307.42542	+48.64000	1RXS J202942.1+483824	307.42542	+48.64000	 13	....	 1.95e-02	 6.78e-03	 0.97	 0.10	 0.05	 0.34	33008037	 189
   25188	 7.633530	085.79	-04.22	318.26169	+42.37222	1RXS J211302.8+422220	318.26169	+42.37222	 21	....	 1.51e-02	 6.65e-03	 0.35	 0.51	-0.67	 0.37	33009043	 281
   24899	 5.869573	085.79	+00.85	312.97583	+45.73569	1RXS J205154.2+454408	312.97583	+45.73569	 16	....	 1.96e-02	 7.64e-03	-0.03	 0.39	-0.41	 0.40	33009042	  91
   24856	 6.474023	085.79	+03.40	310.08417	+47.33194	1RXS J204020.2+471955	310.08417	+47.33194	 10	....	 3.51e-02	 8.82e-03	 0.45	 0.27	 0.03	 0.35	33009042	  30
   24865	 6.354803	085.81	+03.07	310.48294	+47.14028	1RXS J204155.9+470825	310.48294	+47.14028	 18	....	 1.50e-02	 6.08e-03	 0.81	 0.52	-0.52	 0.49	33009042	  41
   20492	 9.698951	085.82	+08.39	303.92331	+50.23056	1RXS J201541.6+501350	303.92331	+50.23056	 24	....	 6.06e-03	 2.97e-03	-0.40	 0.33	-1.00	 0.41	33008037	 138
   20539	 7.595343	085.82	+05.47	307.63251	+48.58472	1RXS J203031.8+483505	307.63251	+48.58472	 24	....	 1.75e-02	 6.48e-03	 1.00	 0.23	-0.10	 0.37	33008037	 194
   24920	 6.068469	085.82	-00.74	314.73376	+44.73278	1RXS J205856.1+444358	314.73376	+44.73278	 19	....	 3.00e-02	 1.41e-02	 0.32	 0.49	-1.00	 1.32	33009042	 119
   29916	 8.493989	085.84	-05.43	319.48627	+41.57833	1RXS J211756.7+413442	319.48627	+41.57833	 20	....	 1.52e-02	 6.31e-03	-0.72	 0.28	 1.00	 3.46	33010047	  34
   20531	 7.702447	085.89	+05.56	307.58081	+48.69000	1RXS J203019.4+484124	307.58081	+48.69000	 16	....	 2.01e-02	 6.79e-03	 0.42	 0.30	-0.28	 0.38	33008037	 186
   24884	 6.052242	085.89	+01.66	312.16998	+46.32972	1RXS J204840.8+461947	312.16998	+46.32972	 14	....	 1.18e-02	 5.39e-03	 0.30	 0.54	-0.29	 0.58	33009042	  70
   24919	 6.139452	085.90	-00.74	314.79709	+44.79181	1RXS J205911.3+444730	314.79709	+44.79181	 24	....	 3.24e-02	 1.53e-02	 0.51	 0.41	 0.05	 0.58	33009042	 118
   24850	 6.704587	085.90	+03.70	309.82877	+47.60292	1RXS J203918.9+473610	309.82877	+47.60292	 16	....	 2.03e-02	 7.29e-03	-0.03	 0.40	-0.83	 0.49	33009042	  21
   20536	 7.640270	085.92	+05.41	307.78833	+48.63472	1RXS J203109.2+483805	307.78833	+48.63472	 19	....	 2.10e-02	 6.88e-03	 1.00	 0.18	-0.17	 0.28	33008037	 191
   20526	 7.758677	085.95	+05.57	307.62543	+48.74805	1RXS J203030.1+484453	307.62543	+48.74805	 19	....	 1.36e-02	 5.78e-03	 0.98	 0.44	-0.15	 0.46	33008037	 181
   20528	 7.715146	085.96	+05.48	307.74124	+48.70833	1RXS J203057.9+484230	307.74124	+48.70833	 13	....	 1.14e-02	 5.23e-03	 1.00	 0.46	-0.28	 0.37	33008037	 183
   24896	 6.056374	085.98	+00.79	313.21085	+45.84431	1RXS J205250.6+455039	313.21085	+45.84431	 16	....	 1.37e-02	 6.33e-03	 0.29	 0.50	 0.68	 0.32	33009042	  87
   25149	 6.768955	085.98	-02.35	316.56210	+43.78083	1RXS J210614.9+434651	316.56210	+43.78083	 15	....	 1.89e-02	 6.73e-03	 1.00	 0.40	 0.36	 0.43	33009043	 232
   20490	 9.680189	085.98	+08.24	304.26123	+50.28403	1RXS J201702.7+501702	304.26123	+50.28403	  9	....	 4.93e-02	 7.76e-03	 0.20	 0.16	 0.00	 0.19	33008037	 136
   29930	 9.115957	085.98	-06.15	320.30206	+41.17056	1RXS J212112.5+411014	320.30206	+41.17056	 24	....	 1.03e-02	 5.09e-03	 1.00	 0.38	-0.82	 0.45	33010047	  55
   24864	 6.446105	085.99	+02.85	310.89874	+47.14875	1RXS J204335.7+470855	310.89874	+47.14875	 17	....	 1.21e-02	 5.35e-03	 0.81	 0.32	-1.00	 0.52	33009042	  40
   29917	 8.761499	086.01	-05.64	319.84375	+41.54722	1RXS J211922.5+413250	319.84375	+41.54722	 21	....	 2.31e-02	 7.96e-03	 0.44	 0.33	 0.48	 0.44	33010047	  36
   20524	 7.806178	086.03	+05.55	307.71335	+48.79861	1RXS J203051.2+484755	307.71335	+48.79861	 22	....	 1.41e-02	 5.57e-03	 1.00	 0.30	-0.38	 0.37	33008037	 179
   25163	 7.164621	086.03	-03.08	317.34833	+43.32708	1RXS J210923.6+431937	317.34833	+43.32708	 12	....	 4.08e-02	 9.75e-03	 0.93	 0.18	 0.34	 0.24	33009043	 249
   20529	 7.703961	086.04	+05.36	307.95917	+48.70208	1RXS J203150.2+484207	307.95917	+48.70208	 16	....	 2.36e-02	 7.53e-03	 0.88	 0.26	-0.35	 0.29	33008037	 184
   24877	 6.243288	086.07	+01.75	312.23123	+46.52528	1RXS J204855.5+463131	312.23123	+46.52528	 33	....	 1.84e-02	 7.17e-03	 0.11	 0.41	 0.02	 0.51	33009042	  61
   20493	 9.591085	086.09	+08.03	304.61456	+50.26069	1RXS J201827.5+501538	304.61456	+50.26069	 16	....	 7.11e-03	 3.52e-03	-0.31	 0.40	 0.40	 0.96	33008037	 139
   20521	 7.877828	086.10	+05.57	307.74875	+48.87139	1RXS J203059.7+485217	307.74875	+48.87139	  9	....	 3.94e-02	 7.98e-03	 0.52	 0.17	 0.43	 0.20	33008037	 176
   25175	 7.591245	086.10	-03.75	318.08331	+42.92167	1RXS J211220.0+425518	318.08331	+42.92167	 18	....	 1.54e-02	 6.55e-03	 1.00	 0.40	-0.68	 0.37	33009043	 266
   24851	 6.753596	086.12	+03.37	310.41376	+47.56583	1RXS J204139.3+473357	310.41376	+47.56583	 16	....	 2.94e-02	 8.57e-03	 0.84	 0.32	-0.15	 0.34	33009042	  23
   25165	 7.350649	086.13	-03.28	317.63708	+43.26361	1RXS J211032.9+431549	317.63708	+43.26361	 12	....	 1.16e-02	 6.15e-03	 0.87	 0.74	 0.54	 0.95	33009043	 252
   24868	 6.451752	086.18	+02.23	311.79373	+46.91236	1RXS J204710.5+465444	311.79373	+46.91236	 16	....	 1.34e-02	 5.73e-03	 0.38	 0.42	-1.00	 0.63	33009042	  45
   24891	 6.267715	086.19	+00.76	313.44540	+45.98417	1RXS J205346.9+455903	313.44540	+45.98417	 19	....	 1.34e-02	 6.31e-03	 0.34	 0.51	 0.05	 0.56	33009042	  79
   20510	 8.598114	086.19	+06.57	306.59082	+49.52375	1RXS J202621.8+493125	306.59082	+49.52375	 12	....	 1.06e-02	 4.57e-03	 1.00	 0.56	 0.19	 0.39	33008037	 160
   25148	 7.059968	086.20	-02.57	316.98502	+43.79681	1RXS J210756.4+434748	316.98502	+43.79681	 21	....	 1.26e-02	 6.11e-03	 1.00	 0.43	-0.03	 0.49	33009043	 231
   20496	 9.378002	086.21	+07.64	305.23123	+50.14695	1RXS J202055.5+500849	305.23123	+50.14695	 13	....	 1.71e-02	 5.39e-03	 0.74	 0.26	 0.52	 0.34	33008037	 142
   25183	 8.102225	086.24	-04.41	318.86877	+42.56583	1RXS J211528.5+423357	318.86877	+42.56583	 19	....	 1.60e-02	 7.12e-03	 0.00	 0.40	 0.08	 0.55	33009043	 274
   25162	 7.431943	086.24	-03.24	317.71335	+43.37042	1RXS J211051.2+432213	317.71335	+43.37042	 15	....	 1.62e-02	 6.94e-03	 1.00	 0.45	-0.30	 0.44	33009043	 247
   25139	 7.072039	086.25	-02.49	316.95459	+43.88903	1RXS J210749.1+435320	316.95459	+43.88903	 15	....	 1.60e-02	 6.57e-03	 1.00	 0.58	 0.29	 0.42	33009043	 220
   24888	 6.338722	086.26	+00.72	313.55167	+46.01542	1RXS J205412.4+460055	313.55167	+46.01542	 16	....	 1.26e-02	 5.89e-03	 1.00	 0.43	-0.24	 0.39	33009042	  76
   29915	 9.114670	086.31	-05.84	320.31625	+41.61806	1RXS J212115.9+413705	320.31625	+41.61806	 26	....	 1.52e-02	 6.73e-03	 0.42	 0.44	 0.14	 0.66	33010047	  33
   25135	 7.122624	086.35	-02.40	316.95499	+44.02570	1RXS J210749.2+440132	316.95499	+44.02570	 23	....	 2.68e-02	 8.67e-03	 0.38	 0.34	 0.42	 0.49	33009043	 214
   24873	 6.526186	086.39	+01.56	312.73877	+46.64833	1RXS J205057.3+463854	312.73877	+46.64833	 26	....	 1.93e-02	 7.18e-03	-0.14	 0.39	-0.57	 0.44	33009042	  54
   20489	 9.494627	086.41	+07.62	305.43875	+50.29819	1RXS J202145.3+501753	305.43875	+50.29819	 11	....	 9.79e-03	 4.00e-03	-0.11	 0.37	-0.14	 0.48	33008037	 135
   25177	 8.111603	086.42	-04.19	318.82294	+42.85222	1RXS J211517.5+425108	318.82294	+42.85222	 15	....	 2.36e-02	 7.46e-03	 1.00	 0.28	 0.29	 0.32	33009043	 268
   29912	 9.222471	086.44	-05.86	320.46042	+41.69806	1RXS J212150.5+414153	320.46042	+41.69806	 21	....	 1.20e-02	 5.47e-03	-0.65	 0.39	-1.00	 0.86	33010047	  30
   20545	 7.531209	086.47	+04.40	309.50458	+48.47430	1RXS J203801.1+482827	309.50458	+48.47430	 20	....	 1.70e-02	 5.81e-03	 0.50	 0.30	-0.42	 0.38	33008037	 200
   24866	 6.711030	086.47	+02.12	312.18167	+47.07250	1RXS J204843.6+470421	312.18167	+47.07250	 15	....	 1.43e-02	 6.06e-03	 0.59	 0.50	-1.00	 0.56	33009042	  43
   25114	 7.002160	086.49	-01.76	316.42252	+44.56083	1RXS J210541.4+443339	316.42252	+44.56083	 30	....	 1.25e-02	 5.63e-03	-1.00	 0.45	 0.00	 0.00	33009043	 189
   25176	 8.241634	086.53	-04.27	318.99789	+42.87375	1RXS J211559.5+425225	318.99789	+42.87375	 14	....	 1.26e-02	 5.64e-03	 0.77	 0.39	-0.22	 0.47	33009043	 267
   25087	 6.847936	086.53	-01.11	315.78500	+45.02500	1RXS J210308.4+450130	315.78500	+45.02500	 14	....	 4.46e-02	 1.40e-02	 1.00	 0.28	 0.24	 0.34	33009043	 158
   25130	 7.330162	086.54	-02.49	317.22751	+44.09500	1RXS J210854.6+440542	317.22751	+44.09500	 23	....	 2.25e-02	 8.19e-03	-0.50	 0.31	 0.27	 0.82	33009043	 209
   29904	 9.086380	086.56	-05.54	320.26834	+42.00667	1RXS J212104.4+420024	320.26834	+42.00667	 22	....	 1.50e-02	 6.58e-03	-0.28	 0.37	-0.24	 0.58	33010047	  21
   29920	 9.558460	086.58	-06.20	320.90875	+41.55000	1RXS J212338.1+413300	320.90875	+41.55000	 14	....	 1.95e-02	 6.77e-03	 1.00	 0.42	 0.49	 0.34	33010047	  39
   25151	 7.624895	086.60	-03.02	317.82001	+43.78361	1RXS J211116.8+434701	317.82001	+43.78361	 15	....	 1.38e-02	 6.86e-03	 0.28	 0.60	 0.76	 0.58	33009043	 234
   25111	 7.122689	086.60	-01.80	316.57169	+44.61778	1RXS J210617.2+443704	316.57169	+44.61778	 10	....	 2.85e-02	 8.51e-03	 0.12	 0.31	-0.01	 0.36	33009043	 185
   25161	 7.895948	086.61	-03.53	318.34543	+43.44944	1RXS J211322.9+432658	318.34543	+43.44944	 15	....	 1.74e-02	 6.89e-03	 0.63	 0.42	 0.44	 0.57	33009043	 245
   25158	 7.812506	086.62	-03.36	318.18082	+43.57069	1RXS J211243.4+433414	318.18082	+43.57069	 14	....	 1.61e-02	 6.74e-03	 0.83	 0.39	 0.28	 0.56	33009043	 241
   24874	 6.723471	086.62	+01.20	313.36331	+46.60028	1RXS J205327.2+463601	313.36331	+46.60028	 17	....	 1.10e-02	 5.29e-03	 0.87	 0.55	-0.18	 0.50	33009042	  56
   25143	 7.618844	086.63	-02.95	317.78125	+43.84861	1RXS J211107.5+435055	317.78125	+43.84861	 21	....	 2.93e-02	 9.26e-03	 0.22	 0.36	 0.50	 0.43	33009043	 226
   20508	 8.665444	086.66	+06.14	307.53873	+49.65306	1RXS J203009.3+493911	307.53873	+49.65306	 13	....	 1.74e-02	 5.51e-03	 0.10	 0.32	 0.07	 0.40	33008037	 158
   25145	 7.684374	086.66	-03.02	317.88666	+43.82778	1RXS J211132.8+434940	317.88666	+43.82778	 18	....	 1.14e-02	 5.19e-03	 1.00	 0.78	-1.00	 0.74	33009043	 228
   20668	 7.185641	086.67	+03.14	311.18707	+47.86333	1RXS J204444.9+475148	311.18707	+47.86333	 19	....	 1.76e-02	 6.83e-03	 1.00	 0.38	-0.32	 0.49	33008038	 211
   25090	 7.045453	086.68	-01.31	316.13458	+45.00514	1RXS J210432.3+450018	316.13458	+45.00514	 17	....	 1.99e-02	 9.01e-03	 0.13	 0.51	-0.70	 0.74	33009043	 161
   20514	 8.029181	086.69	+05.00	308.98706	+49.01000	1RXS J203556.9+490036	308.98706	+49.01000	  9	....	 3.97e-02	 8.48e-03	-0.02	 0.21	-0.11	 0.28	33008037	 168
   24872	 6.810657	086.70	+01.29	313.33835	+46.71889	1RXS J205321.2+464308	313.33835	+46.71889	 13	....	 1.68e-02	 6.40e-03	 0.45	 0.47	 0.70	 0.37	33009042	  51
   25156	 7.857438	086.71	-03.29	318.19916	+43.68625	1RXS J211247.8+434110	318.19916	+43.68625	 27	....	 1.44e-02	 5.97e-03	-0.68	 0.34	-0.96	 1.28	33009043	 239
   25153	 7.825050	086.72	-03.21	318.12668	+43.74750	1RXS J211230.4+434451	318.12668	+43.74750	 25	....	 2.11e-02	 7.66e-03	 0.35	 0.41	-0.55	 0.47	33009043	 236
   24881	 6.817102	086.74	+00.68	314.05042	+46.35014	1RXS J205612.1+462100	314.05042	+46.35014	 36	....	 1.59e-02	 6.50e-03	 1.00	 0.29	-0.23	 0.36	33009042	  66
   25150	 7.811114	086.74	-03.14	318.08084	+43.80653	1RXS J211219.4+434823	318.08084	+43.80653	 24	....	 2.25e-02	 7.88e-03	 1.00	 0.35	 0.16	 0.39	33009043	 233
   25136	 7.707487	086.76	-02.89	317.84543	+43.98625	1RXS J211122.9+435910	317.84543	+43.98625	 28	....	 3.65e-02	 1.12e-02	 0.00	 0.35	-1.00	 0.33	33009043	 216
   20475	 9.994328	086.76	+07.98	305.26709	+50.78584	1RXS J202104.1+504709	305.26709	+50.78584	 19	....	 1.63e-02	 5.16e-03	 0.96	 0.30	 0.62	 0.25	33008037	 111
   25141	 7.736793	086.76	-02.95	317.90543	+43.95153	1RXS J211137.3+435705	317.90543	+43.95153	 32	....	 2.86e-02	 9.11e-03	 0.48	 0.33	-0.05	 0.43	33009043	 222
   25081	 7.043145	086.77	-00.97	315.86209	+45.29292	1RXS J210326.9+451734	315.86209	+45.29292	 19	....	 2.24e-02	 9.85e-03	 0.14	 0.54	-0.04	 0.70	33009043	 151
   25133	 7.717204	086.81	-02.82	317.81668	+44.07236	1RXS J211116.0+440420	317.81668	+44.07236	 18	....	 1.77e-02	 7.75e-03	 0.52	 0.52	-1.00	 0.62	33009043	 212
   24880	 6.893000	086.81	+00.73	314.06168	+46.44292	1RXS J205614.8+462634	314.06168	+46.44292	 17	....	 1.66e-02	 6.58e-03	 0.04	 0.42	-0.31	 0.52	33009042	  65
   25126	 7.675754	086.85	-02.64	317.67456	+44.22375	1RXS J211041.9+441325	317.67456	+44.22375	 15	....	 2.70e-02	 8.40e-03	 0.38	 0.33	 0.39	 0.44	33009043	 204
   20512	 8.356074	086.87	+05.33	308.73874	+49.34750	1RXS J203457.3+492051	308.73874	+49.34750	 19	....	 9.90e-03	 4.37e-03	-1.00	 0.30	 0.00	 0.00	33008037	 162
   25122	 7.685579	086.88	-02.60	317.66040	+44.27570	1RXS J211038.5+441632	317.66040	+44.27570	 34	....	 2.11e-02	 9.34e-03	 1.00	 0.53	-0.52	 0.35	33009043	 200
   20503	 8.825692	086.88	+06.12	307.76959	+49.82056	1RXS J203104.7+494914	307.76959	+49.82056	 23	....	 1.91e-02	 6.05e-03	 0.70	 0.31	-0.48	 0.31	33008037	 153
   25140	 7.970176	086.90	-03.19	318.27707	+43.88625	1RXS J211306.5+435310	318.27707	+43.88625	 29	....	 1.86e-02	 7.69e-03	 0.68	 0.58	-0.15	 0.51	33009043	 221
   25085	 7.234734	086.90	-01.24	316.26544	+45.21320	1RXS J210503.7+451247	316.26544	+45.21320	 16	....	 3.07e-02	 1.03e-02	 0.08	 0.45	 1.00	 1.07	33009043	 155
   25190	 9.284509	086.92	-05.45	320.51208	+42.32472	1RXS J212202.9+421929	320.51208	+42.32472	 19	....	 1.78e-02	 6.71e-03	 1.00	 0.39	-0.14	 0.37	33009043	 283
   24860	 7.128199	086.96	+01.81	312.98376	+47.25042	1RXS J205156.1+471501	312.98376	+47.25042	 14	....	 1.68e-02	 6.59e-03	 0.96	 0.33	-0.27	 0.48	33009042	  34
   20488	 9.356148	086.97	+06.84	306.92334	+50.31389	1RXS J202741.6+501850	306.92334	+50.31389	 15	....	 7.76e-03	 3.84e-03	 1.00	 0.52	-0.58	 0.33	33008037	 133
   25121	 7.764097	086.97	-02.59	317.73874	+44.34639	1RXS J211057.3+442047	317.73874	+44.34639	 14	....	 3.56e-02	 9.46e-03	 0.56	 0.30	 0.15	 0.33	33009043	 199
   25137	 8.015069	086.99	-03.11	318.28708	+44.00834	1RXS J211308.9+440030	318.28708	+44.00834	 31	....	 2.50e-02	 8.69e-03	 0.67	 0.47	-0.94	 0.25	33009043	 217
   29911	 9.985099	087.02	-06.37	321.48209	+41.73806	1RXS J212555.7+414417	321.48209	+41.73806	 28	....	 1.25e-02	 5.32e-03	-1.00	 0.52	-1.00	 8.00	33010047	  29
   25159	 8.392709	087.02	-03.81	319.01877	+43.54430	1RXS J211604.5+433239	319.01877	+43.54430	 11	....	 3.56e-02	 8.62e-03	-0.54	 0.20	 0.51	 0.42	33009043	 243
   25132	 8.005935	087.02	-03.03	318.23584	+44.08778	1RXS J211256.6+440516	318.23584	+44.08778	 21	....	 1.92e-02	 7.50e-03	 0.66	 0.49	-1.00	 0.25	33009043	 211
   20477	 9.834251	087.03	+07.49	306.14001	+50.73014	1RXS J202433.6+504348	306.14001	+50.73014	 14	....	 9.81e-03	 4.46e-03	 0.41	 0.46	-0.44	 0.44	33008037	 114
   24859	 7.196723	087.03	+01.80	313.06793	+47.29625	1RXS J205216.3+471746	313.06793	+47.29625	 17	....	 2.01e-02	 7.40e-03	-0.29	 0.51	-1.00	 0.57	33009042	  33
   24885	 7.133326	087.03	+00.11	314.94501	+46.20597	1RXS J205946.8+461221	314.94501	+46.20597	 18	....	 2.30e-02	 9.31e-03	 0.44	 0.40	-0.21	 0.50	33009042	  72
