#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9028
#Name: IX/28A
#Title:	ROSAT HRI Pointed Observations (1RXH) (ROSAT Team, 2000)
#Table	IX_28A_hricat:
#Name: IX/28A/hricat
#Title:	ROSAT Source Catalog of Pointed Observations with the High Resolution Imager (1RXH)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_1RXH	(I2)	? Number of sources sharing a common 1RXH name        (link)	[ucd=NOTE]
#Column	1RXH	(A21)	Name of catalogued detection        (link)	[ucd=ID_MAIN]
#Column	ErrPos	(I3)	Total positional error	[ucd=ERROR]
#Column	CRate	(E9.2)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	e_CRate	(E8.1)	? Mean error on CRate	[ucd=ERROR]
#Column	varFlag	(A1)	[NTP] Source variability	[ucd=CODE_VARIAB]
#Column	SRCflags	(A13)	[.cdefiu_mnpavw] Source flags	[ucd=CODE_MISC]
#Column	SEQflags	(A8)	[.DABEFMS_+] Sequence flags	[ucd=CODE_MISC]
#Column	Comment	(A5)	Source comment	[ucd=REMARKS]
#Column	begDate	(A10)	Observation start date	[ucd=TIME_DATE]
#Column	RAJ2000	(F8.4)	Source Right Ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	n_1RXH	1RXH	ErrPos	CRate	e_CRate	varFlag	SRCflags	SEQflags	Comment	begDate	RAJ2000	DEJ2000
   95549	 3.33050	076.62	+01.10	305.2431	+38.5645	 4	1RXH J202058.3+383352	  2	 1.32e-02	 1.5e-03	N	.....u_......	......._	     	1992-10-26	305.2431	+38.5645
   95551	 3.33048	076.62	+01.10	305.2430	+38.5646	 4	1RXH J202058.3+383352	  4	 1.32e-02	 1.5e-03	N	.....u_......	......._	     	1992-10-26	305.2430	+38.5646
   95548	 3.33041	076.62	+01.10	305.2430	+38.5647	 4	1RXH J202058.3+383352	  1	 1.32e-02	 1.5e-03	N	......_......	.......+	     	1992-10-26	305.2430	+38.5647
   95587	 3.16432	076.76	+00.84	305.6211	+38.5331	  	1RXH J202229.0+383159	  5	 1.04e-02	 2.5e-03	N	.d..i._.np.v.	......._	     	1992-10-26	305.6211	+38.5331
   95588	 3.16212	076.76	+00.84	305.6247	+38.5337	  	1RXH J202229.9+383201	  7	 1.16e-02	 2.6e-03	N	.d..iu_.np.v.	......._	     	1992-10-26	305.6247	+38.5337
   95449	 2.73642	077.63	+02.17	304.8481	+40.0034	  	1RXH J201923.5+400012	 11	 4.30e-04	 3.8e-04	N	..efi._m.pav.	....F.._	     	1994-11-14	304.8481	+40.0034
   95453	 2.72661	077.64	+02.16	304.8598	+40.0074	  	1RXH J201926.3+400026	  9	 7.61e-04	 4.0e-04	N	......_.n....	....F.._	     	1994-11-14	304.8598	+40.0074
   95452	 2.72531	077.64	+02.17	304.8590	+40.0123	  	1RXH J201926.1+400044	 11	 7.07e-04	 3.9e-04	N	..efi._m.pav.	....F.._	     	1994-11-14	304.8590	+40.0123
   95484	 2.67122	077.65	+02.08	304.9628	+39.9637	  	1RXH J201951.0+395749	  5	 3.48e-03	 5.6e-04	N	.....u_.n....	....F.._	     	1994-11-14	304.9628	+39.9637
   95482	 2.67155	077.65	+02.08	304.9618	+39.9646	  	1RXH J201950.8+395752	  1	 3.10e-03	 5.4e-04	T	......_......	....F..+	     	1994-11-14	304.9618	+39.9646
   95485	 2.67095	077.65	+02.08	304.9630	+39.9640	  	1RXH J201951.1+395750	  3	 3.49e-03	 5.6e-04	N	.....u_......	....F.._	     	1994-11-14	304.9630	+39.9640
   95483	 2.67130	077.65	+02.08	304.9621	+39.9647	  	1RXH J201950.9+395752	  2	 3.10e-03	 5.4e-04	T	.....u_......	....F.._	     	1994-11-14	304.9621	+39.9647
   95460	 2.71593	077.65	+02.16	304.8701	+40.0163	  	1RXH J201928.8+400058	 10	 8.59e-04	 4.0e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.8701	+40.0163
   95473	 2.67414	077.68	+02.13	304.9241	+40.0256	  	1RXH J201941.7+400132	  4	 1.31e-03	 4.2e-04	T	......_.n....	....F.._	     	1994-11-14	304.9241	+40.0256
   95454	 2.70631	077.68	+02.19	304.8615	+40.0585	  	1RXH J201926.7+400330	  6	 1.48e-03	 4.3e-04	N	....i._..p...	....F..+	     	1994-11-14	304.8615	+40.0585
   95455	 2.70595	077.68	+02.19	304.8613	+40.0599	  	1RXH J201926.7+400335	  7	 1.38e-03	 4.3e-04	N	..e.iu_.np...	....F.._	     	1994-11-14	304.8613	+40.0599
   95470	 2.68505	077.69	+02.16	304.9013	+40.0395	  	1RXH J201936.3+400222	  8	 1.08e-03	 4.0e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.9013	+40.0395
   95472	 2.67321	077.69	+02.14	304.9230	+40.0301	  	1RXH J201941.5+400148	 11	 1.11e-03	 4.0e-04	N	..e.i._m.pav.	....F..+	     	1994-11-14	304.9230	+40.0301
   95474	 2.67117	077.69	+02.13	304.9268	+40.0284	  	1RXH J201942.4+400142	  7	 1.42e-03	 4.2e-04	N	.....u_.n....	....F.._	     	1994-11-14	304.9268	+40.0284
   95469	 2.68553	077.69	+02.16	304.8983	+40.0439	  	1RXH J201935.6+400238	 11	 8.13e-04	 3.8e-04	N	..e.i._.npav.	....F.._	     	1994-11-14	304.8983	+40.0439
   95457	 2.70410	077.69	+02.19	304.8621	+40.0634	  	1RXH J201926.9+400348	 10	 8.56e-04	 3.9e-04	N	..efi._..pav.	....F.._	     	1994-11-14	304.8621	+40.0634
   95444	 2.75744	077.70	+02.30	304.7539	+40.1330	  	1RXH J201900.9+400758	 13	 1.33e-03	 5.7e-04	N	......_.n....	....F.._	     	1994-11-14	304.7539	+40.1330
   95493	 2.63999	077.70	+02.10	304.9747	+40.0214	  	1RXH J201953.9+400116	  7	 1.47e-03	 4.3e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.9747	+40.0214
   95486	 2.64083	077.71	+02.11	304.9693	+40.0291	  	1RXH J201952.6+400144	  8	 1.05e-03	 4.0e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.9693	+40.0291
   95497	 2.62771	077.72	+02.10	304.9839	+40.0364	  	1RXH J201956.1+400210	  7	 1.38e-03	 4.2e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.9839	+40.0364
   95503	 2.60929	077.72	+02.07	305.0190	+40.0200	  	1RXH J202004.5+400111	  8	 1.28e-03	 4.2e-04	N	......_.n....	....F.._	     	1994-11-14	305.0190	+40.0200
   95498	 2.62526	077.72	+02.10	304.9852	+40.0404	  	1RXH J201956.4+400225	  9	 1.22e-03	 4.1e-04	N	..efiu_m.p...	....F.._	     	1994-11-14	304.9852	+40.0404
   95499	 2.62352	077.72	+02.10	304.9876	+40.0405	  	1RXH J201957.0+400225	  8	 1.44e-03	 4.2e-04	N	..efi._m.p...	....F.._	     	1994-11-14	304.9876	+40.0405
   95500	 2.61986	077.73	+02.10	304.9897	+40.0462	  	1RXH J201957.5+400246	  7	 1.44e-03	 4.2e-04	N	..e.i._.np...	....F.._	     	1994-11-14	304.9897	+40.0462
   95468	 2.57474	077.99	+02.38	304.8909	+40.4185	  	1RXH J201933.8+402506	  4	 3.97e-03	 7.7e-04	N	.d..i._.np.v.	....F.._	     	1996-11-02	304.8909	+40.4185
   95572	 2.23093	078.08	+01.93	305.4386	+40.2358	  	1RXH J202145.2+401408	 10	 1.82e-03	 5.8e-04	N	......_.n....	......._	     	1997-06-06	305.4386	+40.2358
   95571	 2.23150	078.08	+01.93	305.4375	+40.2364	  	1RXH J202145.0+401411	 10	 1.62e-03	 5.6e-04	N	.....u_.n....	......._	     	1997-06-06	305.4375	+40.2364
   95521	 2.43814	078.09	+02.28	305.0697	+40.4375	  	1RXH J202016.7+402615	  2	 1.27e-03	 3.5e-04	T	.....u_......	....F.._	     	1996-11-02	305.0697	+40.4375
   95523	 2.43765	078.09	+02.28	305.0703	+40.4377	  	1RXH J202016.8+402615	  1	 1.22e-03	 3.5e-04	T	......_......	....F..+	     	1996-11-02	305.0703	+40.4377
   95522	 2.43787	078.09	+02.28	305.0699	+40.4380	  	1RXH J202016.7+402616	  4	 1.32e-03	 3.6e-04	N	.....u_.n....	....F.._	     	1996-11-02	305.0699	+40.4380
   95545	 2.33146	078.10	+02.13	305.2406	+40.3675	  	1RXH J202057.7+402203	  6	 9.30e-04	 2.8e-04	N	......_.n....	....F.._	     	1996-11-02	305.2406	+40.3675
   95589	 2.10563	078.14	+01.79	305.6329	+40.2030	  	1RXH J202231.9+401210	  8	 1.35e-03	 5.3e-04	N	......_.n....	......._	     	1997-06-06	305.6329	+40.2030
   95527	 2.36040	078.14	+02.22	305.1705	+40.4513	  	1RXH J202040.9+402704	  3	 9.06e-04	 2.7e-04	T	.....u_.n....	....F.._	     	1996-11-02	305.1705	+40.4513
   95528	 2.36043	078.14	+02.22	305.1704	+40.4515	  	1RXH J202040.9+402705	  2	 9.05e-04	 2.7e-04	T	......_.n....	....F.._	     	1996-11-02	305.1704	+40.4515
   95582	 2.17427	078.14	+01.92	305.4939	+40.2847	  	1RXH J202158.5+401704	  9	 1.43e-03	 5.3e-04	N	......_.n....	......._	     	1997-06-06	305.4939	+40.2847
   95574	 2.19026	078.15	+01.96	305.4596	+40.3104	  	1RXH J202150.3+401837	  6	 1.81e-03	 5.8e-04	N	.....u_.n....	......._	     	1997-06-06	305.4596	+40.3104
   95575	 2.18969	078.15	+01.96	305.4603	+40.3106	  	1RXH J202150.4+401838	  3	 1.71e-03	 5.7e-04	T	.....u_.n....	......._	     	1997-06-06	305.4603	+40.3106
   95578	 2.18795	078.15	+01.96	305.4634	+40.3091	  	1RXH J202151.2+401832	  6	 1.66e-03	 4.5e-04	N	......_.n....	....F.._	     	1996-11-02	305.4634	+40.3091
   95577	 2.18922	078.15	+01.96	305.4610	+40.3105	  	1RXH J202150.6+401837	  2	 1.72e-03	 5.7e-04	T	......_.n....	......._	     	1997-06-06	305.4610	+40.3105
   95576	 2.18846	078.15	+01.96	305.4604	+40.3141	  	1RXH J202150.4+401850	 12	 1.39e-03	 4.3e-04	N	..e.iu_.np...	....F.._	     	1996-11-02	305.4604	+40.3141
   95581	 2.17599	078.15	+01.94	305.4828	+40.3031	  	1RXH J202155.8+401811	  4	 1.12e-03	 4.7e-04	N	......_.n....	....F.._	     	1996-11-02	305.4828	+40.3031
   95543	 2.30557	078.19	+02.19	305.2372	+40.4742	  	1RXH J202056.9+402827	  8	 9.12e-04	 2.7e-04	N	..e.iu_.np...	....F.._	     	1996-11-02	305.2372	+40.4742
   95546	 2.30275	078.19	+02.19	305.2408	+40.4749	  	1RXH J202057.8+402829	  1	 4.23e-04	 2.5e-04	T	......_......	....F..+	     	1996-11-02	305.2408	+40.4749
   95557	 2.25018	078.19	+02.11	305.3271	+40.4323	  	1RXH J202118.5+402556	  6	 8.93e-04	 2.7e-04	N	......_.n....	....F.._	     	1996-11-02	305.3271	+40.4323
   95555	 2.26144	078.21	+02.15	305.2992	+40.4679	  	1RXH J202111.8+402804	  5	 1.78e-03	 3.2e-04	N	..e.iu_..p...	....F.._	     	1996-11-02	305.2992	+40.4679
   95552	 2.26239	078.21	+02.15	305.2976	+40.4688	 2	1RXH J202111.4+402807	  1	 1.95e-03	 3.3e-04	T	......_......	....F..+	     	1996-11-02	305.2976	+40.4688
   95553	 2.26227	078.21	+02.15	305.2978	+40.4687	 2	1RXH J202111.4+402807	  2	 1.95e-03	 3.3e-04	T	.....u_......	....F.._	     	1996-11-02	305.2978	+40.4687
   95554	 2.26210	078.21	+02.15	305.2980	+40.4688	  	1RXH J202111.5+402807	  3	 2.01e-03	 3.3e-04	N	.....u_......	....F.._	     	1996-11-02	305.2980	+40.4688
   95556	 2.25785	078.21	+02.15	305.3038	+40.4687	  	1RXH J202112.9+402807	  8	 1.73e-03	 3.2e-04	N	..efi._m.p...	....F.._	     	1996-11-02	305.3038	+40.4687
   95564	 2.20924	078.23	+02.09	305.3775	+40.4472	  	1RXH J202130.6+402649	  2	 7.81e-04	 2.9e-04	T	......_.n....	....F.._	     	1996-11-02	305.3775	+40.4472
   95563	 2.20952	078.23	+02.09	305.3770	+40.4475	  	1RXH J202130.4+402650	  3	 6.40e-04	 2.8e-04	T	.....u_.n....	....F.._	     	1996-11-02	305.3770	+40.4475
   95590	 2.03944	078.25	+01.83	305.6667	+40.3170	  	1RXH J202240.0+401901	  3	 1.47e-03	 5.6e-04	T	.....u_.n....	......._	     	1997-06-06	305.6667	+40.3170
   95591	 2.03915	078.25	+01.83	305.6672	+40.3168	  	1RXH J202240.1+401900	  2	 1.67e-03	 5.8e-04	T	......_.n....	......._	     	1997-06-06	305.6672	+40.3168
   95573	 2.16323	078.25	+02.04	305.4430	+40.4398	  	1RXH J202146.3+402623	  2	-1.61e-04	 2.8e-04	T	....i._.n....	....F.._	     	1996-11-02	305.4430	+40.4398
   95566	 2.19064	078.25	+02.09	305.3966	+40.4646	  	1RXH J202135.1+402752	  2	 1.37e-04	 2.7e-04	T	......_.n....	....F.._	     	1996-11-02	305.3966	+40.4646
   95568	 2.17429	078.28	+02.10	305.4068	+40.4996	  	1RXH J202137.6+402958	  2	 1.38e-03	 3.6e-04	T	......_.n....	....F.._	     	1996-11-02	305.4068	+40.4996
   95569	 2.17407	078.28	+02.10	305.4069	+40.5002	  	1RXH J202137.6+403000	  3	 1.31e-03	 3.6e-04	T	.....u_.n....	....F.._	     	1996-11-02	305.4069	+40.5002
   95579	 2.12711	078.30	+02.04	305.4776	+40.4801	  	1RXH J202154.6+402848	 11	 1.43e-03	 4.2e-04	N	.....u_.n....	....F.._	     	1996-11-02	305.4776	+40.4801
   95580	 2.12472	078.30	+02.04	305.4799	+40.4828	  	1RXH J202155.1+402858	  3	 1.60e-03	 4.3e-04	N	......_.n....	....F.._	     	1996-11-02	305.4799	+40.4828
   95585	 2.09317	078.30	+02.00	305.5327	+40.4559	  	1RXH J202207.8+402721	  2	 1.79e-03	 8.6e-04	T	......_.n....	......._	     	1997-06-06	305.5327	+40.4559
   95586	 2.09306	078.30	+02.00	305.5327	+40.4563	  	1RXH J202207.8+402722	  4	 2.34e-03	 9.0e-04	T	.....u_.n....	......._	     	1997-06-06	305.5327	+40.4563
  101227	 7.60055	078.31	-06.76	314.3373	+35.1275	  	1RXH J205720.9+350738	 14	 5.06e-03	 1.7e-03	N	......_.n....	......._	     	1996-06-05	314.3373	+35.1275
  101256	 7.63705	078.35	-06.80	314.4047	+35.1240	  	1RXH J205737.1+350726	  2	 5.04e-04	 2.2e-04	N	......_.n....	......._	     	1996-10-31	314.4047	+35.1240
   95565	 2.16855	078.35	+02.17	305.3859	+40.5942	  	1RXH J202132.6+403539	 14	 1.05e-03	 4.5e-04	N	....i._.n.av.	....F.._	     	1996-11-02	305.3859	+40.5942
  101283	 7.79433	078.39	-06.97	314.5942	+35.0457	  	1RXH J205822.6+350244	 12	 3.78e-03	 1.4e-03	N	......_.n....	......._	     	1996-06-05	314.5942	+35.0457
  101282	 7.79280	078.39	-06.97	314.5935	+35.0472	  	1RXH J205822.4+350250	  2	 4.98e-04	 2.1e-04	P	......_......	.......+	     	1996-10-31	314.5935	+35.0472
  101263	 7.58760	078.42	-06.77	314.4265	+35.2008	  	1RXH J205742.3+351202	  3	 1.88e-03	 2.3e-04	N	..e.iu_..p...	......._	     	1996-10-31	314.4265	+35.2008
  101266	 7.58785	078.42	-06.77	314.4273	+35.2010	  	1RXH J205742.5+351203	  2	 1.96e-03	 2.3e-04	N	......_......	.......+	     	1996-10-31	314.4273	+35.2010
  101264	 7.58686	078.42	-06.77	314.4266	+35.2018	  	1RXH J205742.3+351206	  3	 1.97e-03	 2.3e-04	N	..e.iu_..p...	......._	     	1996-10-31	314.4266	+35.2018
  101265	 7.58662	078.42	-06.77	314.4269	+35.2023	  	1RXH J205742.4+351208	  5	 2.02e-03	 2.3e-04	N	..e.iu_..p...	......._	     	1996-10-31	314.4269	+35.2023
  101267	 7.59234	078.42	-06.77	314.4326	+35.1987	  	1RXH J205743.8+351155	 12	 3.69e-03	 1.2e-03	N	......_.n....	......._	     	1996-06-05	314.4326	+35.1987
  101268	 7.59119	078.42	-06.77	314.4325	+35.2001	  	1RXH J205743.8+351200	 11	 2.48e-03	 1.1e-03	N	..e.iu_.np...	......._	     	1996-06-05	314.4325	+35.2001
  101292	 7.90442	078.42	-07.09	314.7310	+34.9941	  	1RXH J205855.4+345938	  9	 3.12e-03	 1.9e-03	N	......_.n....	......._	     	1996-06-05	314.7310	+34.9941
   95567	 2.14495	078.43	+02.21	305.3968	+40.6781	  	1RXH J202135.2+404041	 12	 3.51e-03	 7.5e-04	N	..e.i._.np...	....F.._	     	1996-11-02	305.3968	+40.6781
  101287	 7.80991	078.44	-07.00	314.6644	+35.0715	  	1RXH J205839.4+350417	  7	 6.68e-04	 2.1e-04	N	......_.n....	......._	     	1996-10-31	314.6644	+35.0715
  101271	 7.67011	078.45	-06.86	314.5398	+35.1690	  	1RXH J205809.5+351008	  5	 3.18e-03	 1.1e-03	T	......_.n....	......._	     	1996-06-05	314.5398	+35.1690
  101269	 7.66853	078.45	-06.86	314.5390	+35.1705	  	1RXH J205809.3+351013	  2	 6.40e-04	 1.8e-04	P	......_......	.......+	     	1996-10-31	314.5390	+35.1705
  101270	 7.66811	078.45	-06.86	314.5388	+35.1709	  	1RXH J205809.3+351015	  8	 3.65e-03	 1.2e-03	N	..e.iu_.np...	......._	     	1996-06-05	314.5388	+35.1709
  101285	 7.77587	078.46	-06.97	314.6488	+35.1049	  	1RXH J205835.7+350617	  1	 1.20e-03	 2.1e-04	N	......_......	.......+	     	1996-10-31	314.6488	+35.1049
  101284	 7.77546	078.46	-06.97	314.6486	+35.1053	  	1RXH J205835.6+350618	  3	 1.20e-03	 2.1e-04	N	.....u_......	......._	     	1996-10-31	314.6486	+35.1053
  101272	 7.67319	078.46	-06.87	314.5553	+35.1752	 2	1RXH J205813.2+351030	  4	 6.16e-02	 3.9e-03	N	..e.iu_..p...	......._	     	1996-06-05	314.5553	+35.1752
  101273	 7.67319	078.46	-06.87	314.5553	+35.1752	 2	1RXH J205813.2+351030	  1	 4.83e-02	 8.0e-04	N	.....u_......	......._	     	1996-10-31	314.5553	+35.1752
  101274	 7.67316	078.46	-06.87	314.5554	+35.1753	  	1RXH J205813.2+351031	  1	 4.84e-02	 8.0e-04	N	.....u_......	......._	     	1996-10-31	314.5554	+35.1753
  101275	 7.67316	078.46	-06.87	314.5554	+35.1753	 2	1RXH J205813.3+351031	  1	 4.83e-02	 8.0e-04	P	......_......	.......+	     	1996-10-31	314.5554	+35.1753
  101276	 7.67316	078.46	-06.87	314.5554	+35.1753	 2	1RXH J205813.3+351031	  1	 4.83e-02	 8.0e-04	N	.....u_......	......._	     	1996-10-31	314.5554	+35.1753
  101277	 7.67352	078.47	-06.87	314.5561	+35.1753	  	1RXH J205813.4+351031	  1	 6.16e-02	 3.9e-03	N	......_......	.......+	     	1996-06-05	314.5561	+35.1753
  101278	 7.67352	078.47	-06.87	314.5564	+35.1755	 3	1RXH J205813.5+351031	  1	 6.18e-02	 3.9e-03	N	.....u_......	......._	     	1996-06-05	314.5564	+35.1755
  101279	 7.67352	078.47	-06.87	314.5564	+35.1755	 3	1RXH J205813.5+351031	  2	 6.18e-02	 3.9e-03	N	.....u_......	......._	     	1996-06-05	314.5564	+35.1755
  101280	 7.67357	078.47	-06.87	314.5565	+35.1755	 3	1RXH J205813.5+351031	  3	 6.18e-02	 3.9e-03	N	..e.iu_..p...	......._	     	1996-06-05	314.5565	+35.1755
  101226	 7.42811	078.48	-06.62	314.3357	+35.3456	  	1RXH J205720.5+352044	  7	 1.60e-03	 5.0e-04	N	.de.i._.np.v.	......._	     	1996-10-31	314.3357	+35.3456
  101281	 7.65838	078.52	-06.86	314.5921	+35.2185	  	1RXH J205822.1+351306	  2	 4.33e-04	 1.8e-04	N	......_......	.......+	     	1996-10-31	314.5921	+35.2185
  101286	 7.71518	078.52	-06.92	314.6520	+35.1851	  	1RXH J205836.4+351106	 10	 2.95e-03	 1.1e-03	N	......_.n....	......._	     	1996-06-05	314.6520	+35.1851
  101297	 7.78159	078.64	-07.01	314.8290	+35.2186	  	1RXH J205918.9+351307	  2	 3.30e-03	 4.3e-04	N	.....u_......	......._	     	1996-10-31	314.8290	+35.2186
  101296	 7.78069	078.64	-07.01	314.8283	+35.2193	  	1RXH J205918.7+351309	  2	 3.41e-03	 4.3e-04	N	......_......	.......+	     	1996-10-31	314.8283	+35.2193
  101299	 7.78157	078.64	-07.01	314.8294	+35.2189	  	1RXH J205919.0+351307	  3	 3.30e-03	 4.3e-04	N	..e.iu_..p...	......._	     	1996-10-31	314.8294	+35.2189
  101298	 7.78113	078.64	-07.01	314.8290	+35.2192	  	1RXH J205918.9+351309	  6	 3.32e-03	 4.3e-04	N	..e.iu_..p...	......._	     	1996-10-31	314.8290	+35.2192
  101300	 7.79950	078.69	-07.03	314.8896	+35.2370	  	1RXH J205933.5+351413	  9	 5.64e-03	 2.7e-03	N	......_.n....	......._	     	1996-06-05	314.8896	+35.2370
   95537	 2.26700	078.70	+02.58	305.1971	+41.1107	  	1RXH J202047.3+410638	  3	 1.66e-04	 1.2e-03	N	......_.n....	......._	     	1994-11-15	305.1971	+41.1107
   95558	 2.16535	078.82	+02.54	305.3380	+41.1933	  	1RXH J202121.1+411135	  9	 2.22e-03	 1.1e-03	N	....i._.n.av.	......._	     	1994-11-15	305.3380	+41.1933
   95559	 2.15445	078.83	+02.53	305.3525	+41.1930	  	1RXH J202124.6+411134	  9	 4.60e-03	 1.2e-03	N	.....u_.n....	......._	     	1994-11-15	305.3525	+41.1930
   95560	 2.15231	078.83	+02.53	305.3553	+41.1925	  	1RXH J202125.2+411133	  6	 4.98e-03	 1.3e-03	N	....iu_.n.av.	......._	     	1994-11-15	305.3553	+41.1925
   95561	 2.15208	078.83	+02.53	305.3558	+41.1945	  	1RXH J202125.3+411140	  4	 4.06e-03	 1.2e-03	N	.....u_.n....	......._	     	1994-11-15	305.3558	+41.1945
   95562	 2.15166	078.83	+02.53	305.3564	+41.1949	  	1RXH J202125.5+411141	  3	 3.95e-03	 1.2e-03	N	......_.n....	......._	     	1994-11-15	305.3564	+41.1949
   95495	 2.45199	078.84	+02.87	304.9826	+41.3895	  	1RXH J201955.8+412322	 14	 8.88e-04	 5.6e-04	N	..e.i._.np...	......._	     	1994-11-15	304.9826	+41.3895
   94047	 7.85635	078.84	+08.45	298.5350	+44.3693	  	1RXH J195408.3+442209	  5	 4.68e-03	 1.6e-03	T	.....u_.n....	......._	     	1995-04-10	298.5350	+44.3693
   94049	 7.85629	078.84	+08.45	298.5352	+44.3695	  	1RXH J195408.4+442210	  3	 4.68e-03	 1.6e-03	T	......_.n....	......._	     	1995-04-10	298.5352	+44.3695
   94050	 7.85618	078.84	+08.45	298.5356	+44.3699	  	1RXH J195408.5+442211	  8	 4.68e-03	 1.6e-03	N	.....u_.n....	......._	     	1995-04-10	298.5356	+44.3699
   94048	 7.85759	078.84	+08.45	298.5346	+44.3719	  	1RXH J195408.3+442218	 12	 3.85e-03	 1.9e-03	N	......_.n....	......._	     	1996-04-28	298.5346	+44.3719
   94029	 7.91100	078.86	+08.51	298.4781	+44.4144	  	1RXH J195354.7+442451	  5	 6.09e-02	 4.9e-03	N	.....u_......	......._	     	1995-04-10	298.4781	+44.4144
   94032	 7.91059	078.86	+08.51	298.4786	+44.4142	  	1RXH J195354.8+442450	  1	 6.09e-02	 4.8e-03	N	......_......	.......+	     	1995-04-10	298.4786	+44.4142
   94035	 7.91069	078.86	+08.51	298.4785	+44.4143	 3	1RXH J195354.8+442451	  3	 6.09e-02	 4.8e-03	N	.....u_......	......._	     	1995-04-10	298.4785	+44.4143
   94033	 7.91080	078.86	+08.51	298.4784	+44.4144	 3	1RXH J195354.8+442451	  1	 6.09e-02	 4.8e-03	N	.....u_......	......._	     	1995-04-10	298.4784	+44.4144
   94034	 7.91080	078.86	+08.51	298.4784	+44.4144	 3	1RXH J195354.8+442451	  2	 6.09e-02	 4.8e-03	N	.....u_......	......._	     	1995-04-10	298.4784	+44.4144
   94021	 7.91385	078.86	+08.51	298.4747	+44.4160	  	1RXH J195353.9+442457	  1	 2.63e-02	 3.1e-03	T	......_......	.......+	     	1995-10-15	298.4747	+44.4160
   94022	 7.91340	078.86	+08.51	298.4755	+44.4162	 3	1RXH J195354.1+442458	  2	 2.63e-02	 3.1e-03	T	.....u_......	......._	     	1995-10-15	298.4755	+44.4162
   94023	 7.91326	078.86	+08.51	298.4757	+44.4162	 3	1RXH J195354.1+442458	  3	 2.63e-02	 3.1e-03	N	.....u_......	......._	     	1995-10-15	298.4757	+44.4162
   94030	 7.91120	078.86	+08.51	298.4783	+44.4153	  	1RXH J195354.7+442454	  2	 3.67e-02	 5.3e-03	T	.....u_......	......._	     	1996-04-28	298.4783	+44.4153
   94024	 7.91334	078.86	+08.51	298.4757	+44.4164	 3	1RXH J195354.1+442458	  5	 2.63e-02	 3.1e-03	N	.....u_......	......._	     	1995-10-15	298.4757	+44.4164
   94027	 7.91165	078.86	+08.51	298.4778	+44.4156	 2	1RXH J195354.6+442456	  2	 3.67e-02	 5.3e-03	T	......_......	.......+	     	1996-04-28	298.4778	+44.4156
   94028	 7.91179	078.86	+08.51	298.4777	+44.4158	 2	1RXH J195354.6+442456	  6	 3.67e-02	 5.3e-03	N	.....u_......	......._	     	1996-04-28	298.4777	+44.4158
   94025	 7.91311	078.86	+08.51	298.4761	+44.4165	  	1RXH J195354.2+442459	  7	 2.63e-02	 3.1e-03	N	..e.iu_..p...	......._	     	1995-10-15	298.4761	+44.4165
   94026	 7.91227	078.86	+08.51	298.4772	+44.4162	  	1RXH J195354.5+442458	  9	 3.67e-02	 5.3e-03	N	.....u_......	......._	     	1996-04-28	298.4772	+44.4162
   94031	 7.91146	078.86	+08.51	298.4782	+44.4158	  	1RXH J195354.7+442457	  4	 3.67e-02	 5.3e-03	N	.....u_......	......._	     	1996-04-28	298.4782	+44.4158
   95643	 0.28947	079.64	+00.72	307.9248	+40.7987	  	1RXH J203141.9+404755	  3	 1.67e-03	 4.2e-04	N	......_......	....F..+	     	1995-04-20	307.9248	+40.7987
   95648	 0.23257	079.69	+00.66	308.0250	+40.8087	  	1RXH J203206.0+404831	  3	 2.49e-03	 3.7e-04	N	......_......	....F..+	     	1995-04-20	308.0250	+40.8087
