#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9030
#Name: IX/30
#Title:	Second ROSAT PSPC Catalog (ROSAT, 2000)
#Table	IX_30_2rxp:
#Name: IX/30/2rxp
#Title:	The 2RXP Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	Seq	(A16)	ROSAT detection sequence number        (link)	[ucd=ID_NUMBER]
#Column	S	(A1)	[S] for source in "short" catalog        (link)	[ucd=CODE_MISC]
#Column	m_2RXP	(A1)	[a-l] Multiplicity index	[ucd=CODE_MULT_INDEX]
#Column	2RXP	(A16)	2RXP designation (Jhhmmss.s+ddmmss)	[ucd=ID_MAIN]
#Column	Crate	(E10.3)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	SrcFlags	(A13)	[cdefislmnpavw.] Source Flags	[ucd=CODE_MISC]
#Column	RAJ2000	(F8.4)	Source Right ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]
#Column	HR1	(F5.2)	Hardness ratio 1 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]
#Column	HR2	(F5.2)	hardness ratio 2 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	Seq	S	m_2RXP	2RXP	Crate	SrcFlags	RAJ2000	DEJ2000	HR1	HR2
   84936	 4.10606	077.42	+03.93	302.7725	+40.8069	2rp500208n00.005	 	 	J201105.4+404825	 4.546e-03	........n....	302.7725	+40.8069	 0.76	-0.15
   84941	 4.05060	077.50	+03.92	302.8405	+40.8653	2rp500207n00.031	S	 	J201121.7+405155	 1.751e-02	.............	302.8405	+40.8653	 0.87	 0.05
   85221	 2.86833	077.52	+02.23	304.6938	+39.9442	2rp500245n00.086	 	 	J201846.5+395639	 1.440e-02	.d..isl.np.v.	304.6938	+39.9442	 0.87	 0.50
   85060	 3.41274	077.52	+03.10	303.7600	+40.4308	2rp500207n00.050	S	 	J201502.4+402551	 1.948e-02	.....sl....v.	303.7600	+40.4308	 1.11	 0.09
   85266	 2.81241	077.56	+02.20	304.7646	+39.9594	2rp500245n00.081	 	 	J201903.5+395734	 7.831e-03	.d.fislmnp.v.	304.7646	+39.9594	 1.06	 0.25
   84943	 4.03799	077.56	+03.95	302.8525	+40.9286	2rp500208n00.003	 	 	J201124.6+405543	 8.501e-03	........n....	302.8525	+40.9286	 0.79	 0.98
   84940	 4.07490	077.57	+04.00	302.8013	+40.9683	2rp500208n00.002	 	 	J201112.3+405806	 4.823e-03	........n....	302.8013	+40.9683	 1.26	 0.12
   84949	 3.98481	077.57	+03.89	302.9242	+40.9103	2rp500208n00.004	S	 	J201141.8+405436	 1.431e-02	.............	302.9242	+40.9103	 0.36	-0.72
   85321	 2.76953	077.59	+02.16	304.8238	+39.9622	2rp500245n00.083	 	 	J201917.7+395744	 1.020e-02	...fislmnpav.	304.8238	+39.9622	 1.04	 0.98
   85172	 2.91757	077.59	+02.43	304.5404	+40.1150	2rp400386n00.060	 	 	J201809.7+400653	 1.376e-02	.de.isl.np.v.	304.5404	+40.1150	 1.07	 0.98
   85317	 2.76658	077.60	+02.17	304.8209	+39.9750	2rp500245n00.078	 	 	J201917.0+395830	 1.987e-02	..efislm.pav.	304.8209	+39.9750	 1.07	 0.94
   85210	 2.84338	077.60	+02.32	304.6675	+40.0631	2rp500245n00.058	 	 	J201840.2+400347	 3.072e-03	.d..isl.np.v.	304.6675	+40.0631	 1.40	 0.03
   85174	 2.89053	077.61	+02.41	304.5763	+40.1183	2rp500245n00.038	 	 	J201818.3+400705	 9.923e-03	.d..isl.np.v.	304.5763	+40.1183	-0.32	 1.29
   85163	 2.92042	077.62	+02.47	304.5154	+40.1636	2rp400386n00.046	 	 	J201803.7+400948	 1.181e-02	....isl.n.av.	304.5154	+40.1636	 1.08	 0.50
   85422	 2.70056	077.62	+02.09	304.9292	+39.9494	2rp500245n00.084	 	 	J201943.0+395658	 2.925e-03	...fislmnpav.	304.9292	+39.9494	 1.22	 0.13
   85173	 2.89257	077.63	+02.44	304.5575	+40.1547	2rp400386n00.047	 	 	J201813.8+400916	 1.282e-02	..e.isl.n.av.	304.5575	+40.1547	 0.87	 0.15
   84920	 4.27156	077.63	+04.28	302.5363	+41.1700	2rp500208n00.001	S	 	J201008.7+411012	 3.100e-02	.d..isl..p.v.	302.5363	+41.1700	-0.05	-0.26
   85485	 2.66164	077.63	+02.03	304.9975	+39.9281	2rp500245n00.087	 	 	J201959.4+395541	 1.036e-02	.....sl.n..v.	304.9975	+39.9281	 0.54	 0.40
   85350	 2.72999	077.64	+02.16	304.8575	+40.0028	2rp500245n00.075	 	 	J201925.8+400009	 3.334e-02	...fislm.pav.	304.8575	+40.0028	 0.97	 0.40
   85452	 2.67428	077.65	+02.08	304.9567	+39.9667	2rp500245n00.082	 	 	J201949.6+395800	 1.570e-02	...fislmnpav.	304.9567	+39.9667	 0.95	 0.86
   84998	 3.59944	077.65	+03.46	303.4521	+40.7386	2rp500207n00.040	 	 	J201348.5+404418	 7.147e-03	.....sl.n..v.	303.4521	+40.7386	 0.68	-0.16
   85360	 2.71720	077.65	+02.17	304.8675	+40.0178	2rp500245n00.071	 	 	J201928.2+400104	 3.755e-02	...fislm.pav.	304.8675	+40.0178	 0.97	 0.48
   85417	 2.68935	077.65	+02.12	304.9213	+39.9914	2rp500245n00.077	 	 	J201941.1+395929	 2.630e-02	...fislm.pav.	304.9213	+39.9914	 1.02	 0.92
   85005	 3.56713	077.66	+03.43	303.4971	+40.7228	2rp500207n00.043	 	 	J201359.3+404322	 6.659e-03	.....sl.n..v.	303.4971	+40.7228	22.76	-2.02
   85220	 2.80585	077.66	+02.33	304.6934	+40.1186	2rp400386n00.058	 	 	J201846.4+400707	 2.288e-02	...fislmnpav.	304.6934	+40.1186	 1.00	 0.55
   85423	 2.68122	077.66	+02.11	304.9305	+39.9956	2rp400386n00.069	S	 	J201943.3+395944	 1.926e-02	.d..isl..p.v.	304.9305	+39.9956	 0.93	-0.01
   85018	 3.52726	077.66	+03.38	303.5529	+40.7025	2rp500207n00.045	 	 	J201412.7+404209	 1.494e-02	.....sl.n..v.	303.5529	+40.7025	 1.02	-0.04
   85264	 2.76796	077.67	+02.28	304.7592	+40.0908	2rp500245n00.049	 	 	J201902.2+400527	 1.398e-02	...fislmnpav.	304.7592	+40.0908	 1.31	 0.27
   85025	 3.47487	077.67	+03.32	303.6271	+40.6722	2rp500207n00.048	 	 	J201430.5+404020	 1.369e-02	.defislmnpav.	303.6271	+40.6722	 0.77	 0.06
   85278	 2.75792	077.67	+02.26	304.7767	+40.0836	2rp400386n00.063	 	 	J201906.4+400501	 1.693e-02	..e.isl.n.av.	304.7767	+40.0836	 1.20	 0.80
   85400	 2.68751	077.67	+02.14	304.9063	+40.0236	2rp500245n00.070	 	 	J201937.5+400125	 7.490e-02	..efislm.pav.	304.9063	+40.0236	 0.99	 0.39
   85351	 2.71096	077.68	+02.19	304.8592	+40.0503	2rp500245n00.062	 	 	J201926.2+400300	 3.140e-02	...fislm.pav.	304.8592	+40.0503	 1.06	 0.91
   85191	 2.83526	077.68	+02.40	304.6296	+40.1706	2rp400386n00.044	 	 	J201831.1+401014	 1.409e-02	...fislmnpav.	304.6296	+40.1706	 0.89	 0.45
   85031	 3.44811	077.68	+03.29	303.6638	+40.6650	2rp500207n00.049	 	 	J201439.3+403954	 1.596e-02	.defislmnpav.	303.6638	+40.6650	 0.56	 0.08
   85382	 2.69706	077.68	+02.17	304.8838	+40.0406	2rp500245n00.064	 	 	J201932.1+400225	 4.165e-02	...fislm.pav.	304.8838	+40.0406	 0.97	 0.89
   85222	 2.79705	077.68	+02.35	304.6942	+40.1436	2rp400386n00.053	 	 	J201846.6+400837	 3.457e-02	...fislm.pav.	304.6942	+40.1436	 1.02	 0.84
   85315	 2.72908	077.68	+02.23	304.8196	+40.0783	2rp500245n00.054	 	 	J201916.7+400441	 1.900e-02	...fislmnpav.	304.8196	+40.0783	 1.00	 0.92
   85377	 2.69685	077.68	+02.17	304.8809	+40.0467	2rp900157n00.037	 	 	J201931.4+400247	 3.225e-02	.d.fisl..p.v.	304.8809	+40.0467	 1.30	 0.31
   85449	 2.65857	077.68	+02.11	304.9542	+40.0108	2rp500245n00.074	 	 	J201949.0+400038	 3.421e-02	...fislm.pav.	304.9542	+40.0108	 1.00	-0.04
   85296	 2.73995	077.69	+02.26	304.7950	+40.0975	2rp500245n00.044	 	 	J201910.8+400551	 1.627e-02	...fislmnpav.	304.7950	+40.0975	 0.99	 0.93
   85182	 2.85036	077.69	+02.44	304.5959	+40.2014	2rp400386n00.035	 	 	J201823.0+401205	 9.890e-03	.....sl.n..v.	304.5959	+40.2014	 0.97	 0.96
   85352	 2.70497	077.69	+02.20	304.8592	+40.0667	2rp500245n00.055	 	 	J201926.2+400359	 3.366e-02	...fislm.pav.	304.8592	+40.0667	 0.97	 0.89
   85228	 2.78769	077.69	+02.34	304.7054	+40.1475	2rp500245n00.028	S	 	J201849.3+400851	 2.467e-02	....islm.pav.	304.7054	+40.1475	 0.67	 0.23
   85394	 2.68773	077.69	+02.17	304.8917	+40.0506	2rp400386n00.065	 	 	J201934.0+400302	 7.187e-02	.defislm.pav.	304.8917	+40.0506	 0.98	 0.93
   84999	 3.59107	077.69	+03.49	303.4571	+40.7881	2rp500207n00.033	 	 	J201349.7+404717	 6.386e-03	.....sl.n..v.	303.4571	+40.7881	 0.86	-0.26
   85208	 2.80976	077.70	+02.39	304.6621	+40.1767	2rp400386n00.041	S	 	J201838.9+401036	 2.404e-02	....islm.pav.	304.6621	+40.1767	 0.93	 0.29
   85297	 2.73537	077.70	+02.26	304.7959	+40.1089	2rp400386n00.057	 	 	J201911.0+400632	 1.619e-02	...fislm.pav.	304.7959	+40.1089	 1.06	 0.83
   85402	 2.67688	077.70	+02.16	304.9067	+40.0511	2rp500245n00.060	 	 	J201937.6+400303	 3.750e-02	...fislm.pav.	304.9067	+40.0511	 1.03	 0.36
   85207	 2.81001	077.70	+02.39	304.6600	+40.1808	2rp500245n00.020	 	 	J201838.4+401050	 1.812e-02	...fislmnpav.	304.6600	+40.1808	 0.88	 0.83
   85015	 3.52620	077.70	+03.41	303.5475	+40.7519	2rp500207n00.036	 	 	J201411.4+404507	 6.085e-03	.....sl.n..v.	303.5475	+40.7519	 0.66	-0.29
   85454	 2.64894	077.70	+02.12	304.9575	+40.0297	2rp500245n00.066	 	 	J201949.8+400146	 4.337e-02	...fislm.pav.	304.9575	+40.0297	 1.00	 0.35
   85248	 2.76415	077.70	+02.32	304.7396	+40.1439	2rp400386n00.051	 	 	J201857.5+400837	 2.870e-02	...fislm.pav.	304.7396	+40.1439	 0.90	 0.37
   85327	 2.71526	077.70	+02.23	304.8296	+40.0972	2rp500245n00.045	 	 	J201919.1+400549	 2.980e-02	...fislm.pav.	304.8296	+40.0972	 0.94	 0.95
   85291	 2.73790	077.70	+02.28	304.7854	+40.1236	2rp500245n00.032	 	 	J201908.5+400725	 1.490e-02	...fislmnpav.	304.7854	+40.1236	 1.10	 0.89
   85523	 2.60575	077.71	+02.04	305.0404	+39.9911	2rp500245n00.076	 	 	J202009.7+395928	 3.115e-03	...fislmnpav.	305.0404	+39.9911	 0.77	 0.28
   85535	 2.59476	077.71	+02.02	305.0629	+39.9794	2rp500245n00.079	 	 	J202015.1+395846	 1.899e-02	...fislmnpav.	305.0629	+39.9794	 1.08	 0.85
   85043	 3.42103	077.71	+03.28	303.6967	+40.6842	2rp500207n00.047	 	 	J201447.2+404103	 1.508e-02	.defislmnpav.	303.6967	+40.6842	 0.22	-0.47
   85024	 3.47221	077.71	+03.35	303.6230	+40.7231	2rp500207n00.044	S	 	J201429.5+404322	 1.448e-02	.....sl....v.	303.6230	+40.7231	 0.86	 0.28
   85238	 2.77119	077.71	+02.34	304.7209	+40.1639	2rp500245n00.023	 	 	J201853.0+400950	 1.909e-02	...fislmnpav.	304.7209	+40.1639	 1.02	 0.77
   85187	 2.82867	077.71	+02.44	304.6192	+40.2172	2rp500245n00.011	 	 	J201828.6+401302	 9.751e-03	.d.fislmnpav.	304.6192	+40.2172	 1.41	 0.21
   85411	 2.66710	077.71	+02.16	304.9138	+40.0639	2rp500245n00.056	 	 	J201939.3+400350	 2.895e-02	...fislm.pav.	304.9138	+40.0639	 1.00	 0.98
   85507	 2.61255	077.71	+02.07	305.0184	+40.0128	2rp500245n00.072	 	 	J202004.4+400046	 2.776e-02	...fislm.pav.	305.0184	+40.0128	 0.93	 0.85
   85201	 2.80998	077.71	+02.41	304.6496	+40.2056	2rp400386n00.033	 	 	J201835.9+401220	 1.239e-02	...fislmnpav.	304.6496	+40.2056	 0.97	 0.93
   85476	 2.62991	077.71	+02.10	304.9829	+40.0325	2rp500245n00.068	 	 	J201955.9+400157	 8.589e-02	..efislm.pav.	304.9829	+40.0325	 0.99	 0.46
   85633	 2.53241	077.72	+01.91	305.1846	+39.9272	2rp500245n00.088	 	 	J202044.3+395538	 1.996e-02	.defislmnpav.	305.1846	+39.9272	 0.65	 0.83
   85370	 2.68595	077.72	+02.20	304.8738	+40.0906	2rp500245n00.052	 	 	J201929.7+400525	 1.398e-02	...fislm.pav.	304.8738	+40.0906	 1.17	 0.05
   85219	 2.78378	077.72	+02.38	304.6904	+40.1942	2rp500245n00.015	 	 	J201845.7+401138	 1.386e-02	...fislmnpav.	304.6904	+40.1942	 3.12	 1.30
   85978	 2.39088	077.72	-00.27	307.4955	+38.6711	2rp200412a01.009	S	 	J202958.9+384016	 2.077e-02	.............	307.4955	+38.6711	-0.16	 0.15
   85490	 2.61538	077.72	+02.09	305.0038	+40.0319	2rp400386n00.068	 	 	J202000.9+400155	 1.335e-02	.d.fislm.p.v.	305.0038	+40.0319	 2.13	 0.31
   85336	 2.69894	077.72	+02.24	304.8429	+40.1167	2rp400386n00.056	S	 	J201922.3+400659	 4.478e-02	..e.islm.pav.	304.8429	+40.1167	 1.02	 0.89
   85346	 2.69329	077.72	+02.23	304.8525	+40.1131	2rp500245n00.036	 	 	J201924.6+400647	 2.582e-02	...fislm.pav.	304.8525	+40.1131	 1.03	 0.95
   85259	 2.74693	077.72	+02.32	304.7542	+40.1644	2rp400386n00.045	 	 	J201901.0+400952	 1.973e-02	...fislm.pav.	304.7542	+40.1644	 0.88	 0.83
   85193	 2.81353	077.73	+02.44	304.6321	+40.2367	2rp400386n00.024	 	 	J201831.7+401411	 8.102e-03	....isl.n.av.	304.6321	+40.2367	 1.11	 0.18
   85412	 2.65541	077.73	+02.18	304.9163	+40.0911	2rp500245n00.046	 	 	J201939.9+400528	 2.333e-02	...fislm.pav.	304.9163	+40.0911	 1.04	 0.93
   85318	 2.70625	077.73	+02.27	304.8209	+40.1417	2rp400386n00.052	 	 	J201917.0+400830	 3.221e-02	...fislmnpav.	304.8209	+40.1417	 1.00	 0.98
   85245	 2.75426	077.73	+02.35	304.7342	+40.1869	2rp500244n00.081	 	 	J201856.2+401113	 2.645e-02	.d.fisl..p.v.	304.7342	+40.1869	 0.77	 0.35
   85552	 2.57485	077.74	+02.03	305.0738	+40.0097	2rp500245n00.073	 	 	J202017.7+400035	 1.965e-02	..efislmnpav.	305.0738	+40.0097	 1.14	 0.12
   85036	 3.43188	077.74	+03.32	303.6754	+40.7311	2rp500207n00.041	 	 	J201442.1+404351	 1.524e-02	...fislmnpav.	303.6754	+40.7311	 0.69	-0.46
   84982	 3.65793	077.74	+03.61	303.3588	+40.8900	2rp500207n00.028	 	 	J201326.1+405324	 9.708e-03	....isl.n.av.	303.3588	+40.8900	 0.24	-0.71
   85211	 2.79013	077.74	+02.41	304.6692	+40.2242	2rp500245n00.010	 	 	J201840.6+401327	 1.399e-02	...fislmnpav.	304.6692	+40.2242	 0.84	 0.86
   85246	 2.75310	077.74	+02.35	304.7342	+40.1906	2rp500245n00.017	 	 	J201856.2+401126	 1.411e-02	...fislmnpav.	304.7342	+40.1906	 1.70	 0.73
   85466	 2.62511	077.74	+02.13	304.9713	+40.0669	2rp500244n00.084	 	 	J201953.1+400401	 3.976e-02	...fisl..p.v.	304.9713	+40.0669	 0.86	 0.28
   85335	 2.69335	077.74	+02.25	304.8413	+40.1364	2rp500245n00.030	S	 	J201921.9+400810	 3.308e-02	....islm.pavw	304.8413	+40.1364	 1.00	 0.95
   85200	 2.80167	077.74	+02.43	304.6479	+40.2378	2rp400386n00.025	 	 	J201835.5+401416	 1.100e-02	...fislmnpav.	304.6479	+40.2378	 0.96	 0.04
   85231	 2.76532	077.74	+02.37	304.7109	+40.2058	2rp400386n00.034	 	 	J201850.6+401221	 1.311e-02	...fislmnpav.	304.7109	+40.2058	 0.97	 0.95
   85612	 2.53485	077.74	+01.96	305.1504	+39.9767	2rp500245n00.080	S	 	J202036.1+395836	 3.922e-02	..e.islm.p.vw	305.1504	+39.9767	 0.99	 0.51
   85328	 2.69812	077.74	+02.26	304.8300	+40.1464	2rp500244n00.082	 	 	J201919.2+400846	 3.173e-02	...fisl..p.v.	304.8300	+40.1464	 1.14	 0.35
   85288	 2.72265	077.74	+02.31	304.7838	+40.1733	2rp400386n00.043	 	 	J201908.1+401024	 1.616e-02	...fislmnpav.	304.7838	+40.1733	 0.99	 0.40
   85453	 2.62923	077.75	+02.15	304.9571	+40.0831	2rp400386n00.061	 	 	J201949.7+400458	 1.287e-01	.defislm.pav.	304.9571	+40.0831	 1.00	 0.55
   85337	 2.68987	077.75	+02.25	304.8429	+40.1433	2rp400386n00.049	 	 	J201922.3+400836	 3.467e-02	...fislm.pav.	304.8429	+40.1433	 0.98	 0.89
   85294	 2.71648	077.75	+02.30	304.7938	+40.1700	2rp900157n00.028	 	 	J201910.5+401011	 2.630e-02	...fisl..p.v.	304.7938	+40.1700	 1.07	 0.18
   85497	 2.60174	077.75	+02.10	305.0088	+40.0583	2rp500245n00.061	 	 	J202002.1+400330	 6.041e-02	..efislm.pav.	305.0088	+40.0583	 1.02	 0.94
   85039	 3.42526	077.75	+03.32	303.6830	+40.7397	2rp500206n00.084	S	 	J201443.9+404423	 3.133e-02	.............	303.6830	+40.7397	 0.39	-0.19
   85251	 2.74299	077.75	+02.34	304.7455	+40.1967	2rp400386n00.037	 	 	J201858.9+401147	 1.563e-02	...fislmnpav.	304.7455	+40.1967	 0.91	 0.95
   85525	 2.58196	077.75	+02.07	305.0467	+40.0400	2rp500245n00.065	 	 	J202011.2+400224	 1.966e-02	...fislm.pav.	305.0467	+40.0400	 0.97	 0.33
   85511	 2.59259	077.75	+02.09	305.0250	+40.0522	2rp500245n00.059	 	 	J202006.0+400308	 4.180e-02	...fislm.pav.	305.0250	+40.0522	 0.99	 0.47
   85530	 2.57699	077.75	+02.06	305.0559	+40.0361	2rp400386n00.067	S	 	J202013.4+400210	 1.020e-02	.d..isl..p.v.	305.0559	+40.0361	 0.89	 0.03
   85536	 2.57230	077.75	+02.05	305.0650	+40.0317	2rp500245n00.067	 	 	J202015.6+400154	 2.945e-03	...fislmnpav.	305.0650	+40.0317	 1.01	 0.44
   85647	 2.49352	077.75	+01.90	305.2292	+39.9458	2rp500245n00.085	 	 	J202055.0+395645	 2.787e-03	.d.fislmnpav.	305.2292	+39.9458	 3.55	 0.77
   85380	 2.66622	077.75	+02.22	304.8830	+40.1281	2rp400386n00.054	 	 	J201931.9+400741	 2.787e-02	..efislmnpav.	304.8830	+40.1281	 0.97	 0.89
   85433	 2.63469	077.75	+02.17	304.9392	+40.1033	2rp500245n00.040	 	 	J201945.4+400612	 2.314e-02	...fislm.pav.	304.9392	+40.1033	 0.95	 0.88
   85468	 2.61677	077.75	+02.14	304.9729	+40.0864	2rp500245n00.050	 	 	J201953.5+400510	 2.143e-02	...fislm.pav.	304.9729	+40.0864	 0.95	 0.03
   85271	 2.72795	077.76	+02.33	304.7667	+40.1956	2rp500245n00.016	 	 	J201904.0+401143	 1.157e-02	...fislmnpav.	304.7667	+40.1956	 0.91	 0.93
   85070	 3.33918	077.76	+03.21	303.8042	+40.6919	2rp500207n00.046	S	 	J201513.0+404131	 1.460e-02	.d..isl..p.v.	303.8042	+40.6919	 0.71	-0.42
   85406	 2.64784	077.76	+02.20	304.9108	+40.1236	2rp500245n00.033	 	 	J201938.6+400725	 1.253e-02	....islmnpav.	304.9108	+40.1236	 0.99	 0.75
   84983	 3.65460	077.76	+03.62	303.3613	+40.9167	2rp500207n00.026	 	 	J201326.7+405459	 7.977e-03	....isl.n.av.	303.3613	+40.9167	 0.38	-1.18
   85244	 2.74731	077.76	+02.37	304.7288	+40.2222	2rp400386n00.027	 	 	J201854.9+401320	 1.008e-02	...fislmnpav.	304.7288	+40.2222	 1.95	 0.47
   85047	 3.41057	077.76	+03.31	303.7013	+40.7486	2rp500207n00.037	 	 	J201448.3+404455	 1.321e-02	...fislmnpav.	303.7013	+40.7486	 1.22	-0.57
   85509	 2.58775	077.76	+02.10	305.0213	+40.0719	2rp900157n00.036	 	 	J202005.1+400419	 3.332e-02	.d.fisl..p.v.	305.0213	+40.0719	 1.01	 0.51
   85038	 3.42441	077.76	+03.33	303.6813	+40.7614	2rp500207n00.035	 	 	J201443.5+404540	 1.376e-02	...fislmnpav.	303.6813	+40.7614	 1.17	-0.05
   85289	 2.71432	077.77	+02.32	304.7842	+40.1986	2rp400386n00.036	 	 	J201908.2+401155	 2.130e-03	...fislmnp.v.	304.7842	+40.1986	 0.58	 0.26
   85234	 2.75423	077.77	+02.39	304.7138	+40.2356	2rp500245n00.008	 	 	J201851.3+401408	 7.821e-03	...fislmnpav.	304.7138	+40.2356	12.53	 1.34
   85223	 2.76495	077.77	+02.40	304.6942	+40.2478	2rp400386n00.023	 	 	J201846.6+401452	 8.648e-03	.....sl.n..v.	304.6942	+40.2478	 0.14	-0.17
   85451	 2.61894	077.77	+02.16	304.9558	+40.1142	2rp500245n00.034	 	 	J201949.4+400651	 2.342e-02	...fislm.pav.	304.9558	+40.1142	 0.98	 0.90
   84992	 3.61533	077.77	+03.58	303.4142	+40.9042	2rp500207n00.027	 	 	J201339.4+405415	 5.863e-03	.....sl.n..v.	303.4142	+40.9042	 0.05	-0.90
   85056	 3.38929	077.77	+03.29	303.7296	+40.7481	2rp500207n00.038	 	 	J201455.1+404453	 1.069e-02	...fislmnpav.	303.7296	+40.7481	 2.68	-0.68
   85322	 2.68818	077.77	+02.29	304.8254	+40.1869	2rp400386n00.040	 	 	J201918.1+401113	 7.878e-03	...fislmnpav.	304.8254	+40.1869	 0.81	 0.16
   85487	 2.59342	077.78	+02.13	305.0004	+40.0967	2rp500245n00.042	 	 	J202000.1+400548	 2.367e-02	...fislm.pav.	305.0004	+40.0967	 1.10	 0.37
   85477	 2.60249	077.78	+02.14	304.9829	+40.1061	2rp400386n00.059	 	 	J201955.9+400621	 4.403e-02	..efislm.pav.	304.9829	+40.1061	 1.00	 0.86
   85583	 2.53561	077.78	+02.02	305.1117	+40.0414	2rp500245n00.063	 	 	J202026.8+400228	 2.629e-02	...fislm.p.v.	305.1117	+40.0414	 1.24	 0.99
   85274	 2.71726	077.78	+02.35	304.7688	+40.2253	2rp400386n00.029	 	 	J201904.5+401331	 1.741e-03	.....sl.n..v.	304.7688	+40.2253	 0.90	 0.74
   85482	 2.59730	077.78	+02.14	304.9871	+40.1122	2rp500245n00.035	 	 	J201956.9+400644	 2.488e-02	...fislmnpav.	304.9871	+40.1122	 1.03	 0.00
   85464	 2.60478	077.79	+02.16	304.9704	+40.1247	2rp500245n00.031	 	 	J201952.9+400729	 1.941e-02	...fislm.pav.	304.9704	+40.1247	 0.97	 0.91
   85603	 2.51811	077.79	+02.01	305.1388	+40.0375	2rp400386n00.066	S	 	J202033.3+400215	 3.454e-02	.d..isl..p.v.	305.1388	+40.0375	 0.00	 0.00
   85574	 2.53810	077.79	+02.05	305.0959	+40.0636	2rp500246n00.043	 	 	J202023.0+400348	 4.777e-02	.d.fisl..p.v.	305.0959	+40.0636	 1.17	 0.32
   85348	 2.66625	077.79	+02.27	304.8542	+40.1903	2rp500245n00.018	 	 	J201925.0+401125	 9.542e-03	...fislmnpav.	304.8542	+40.1903	 0.97	 0.77
   84968	 3.76191	077.79	+03.77	303.2138	+41.0286	2rp500207n00.016	 	 	J201251.3+410143	 1.849e-02	.de.isl.np.v.	303.2138	+41.0286	 1.45	-0.76
   85630	 2.49279	077.79	+01.97	305.1821	+40.0250	2rp500245n00.069	 	 	J202043.7+400129	 3.014e-02	..efislm.pav.	305.1821	+40.0250	 1.03	 0.33
   85343	 2.66511	077.80	+02.28	304.8504	+40.2025	2rp500245n00.013	 	 	J201924.1+401209	 9.508e-03	...fislmnpav.	304.8504	+40.2025	 3.49	 0.69
   85469	 2.59727	077.80	+02.17	304.9734	+40.1400	2rp400386n00.050	 	 	J201953.6+400824	 2.153e-02	..efislmnpav.	304.9734	+40.1400	 0.98	 0.95
   85376	 2.64866	077.80	+02.26	304.8788	+40.1897	2rp500245n00.019	 	 	J201930.9+401123	 1.018e-02	...fislmnpav.	304.8788	+40.1897	 0.41	 0.21
   85045	 3.40819	077.80	+03.34	303.6988	+40.7947	2rp500207n00.032	 	 	J201447.7+404741	 1.355e-02	.....sl.n..v.	303.6988	+40.7947	 0.88	-0.29
   85338	 2.66733	077.80	+02.29	304.8438	+40.2106	2rp400386n00.032	 	 	J201922.5+401237	 9.754e-03	....isl.n.av.	304.8438	+40.2106	 0.35	 0.07
   85632	 2.48858	077.80	+01.98	305.1833	+40.0333	2rp900157n00.038	 	 	J202044.0+400200	 2.671e-02	...fisl..p.v.	305.1833	+40.0333	 1.30	 0.47
   85404	 2.63051	077.80	+02.23	304.9096	+40.1772	2rp400386n00.042	 	 	J201938.3+401038	 1.197e-02	....islmnpav.	304.9096	+40.1772	 0.94	 0.92
   85057	 3.38103	077.80	+03.31	303.7367	+40.7786	2rp500207n00.034	 	 	J201456.8+404643	 9.824e-03	...fislmnpav.	303.7367	+40.7786	 0.54	 0.12
   85383	 2.64253	077.81	+02.26	304.8838	+40.1975	2rp400386n00.038	 	 	J201932.1+401150	 1.182e-02	...fislmnpav.	304.8838	+40.1975	 1.08	 0.83
   85526	 2.55369	077.81	+02.10	305.0484	+40.1119	2rp500245n00.037	 	 	J202011.6+400642	 1.296e-02	...fislmnpav.	305.0484	+40.1119	 0.00	 0.03
   85492	 2.57611	077.81	+02.15	305.0050	+40.1358	2rp500245n00.029	 	 	J202001.2+400808	 1.404e-02	...fislmnp.v.	305.0050	+40.1358	 0.98	 0.94
