#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2126
#Name: II/126
#Title:	IRAS Serendipitous Survey Catalog (IPAC 1986)
#Table	II_126_sources:
#Name: II/126/sources
#Title:	Properties of the point sources identified
#Coosys	B1950:	eq_FK4 1950
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.9, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS/SSC Source Name (1)        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Right Ascension 1950 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Declination 1950 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ANGLE	(I3)	Position Angle of SSC Source Error Box expressed in degrees East of North.	[ucd=ERROR]
#Column	FLUX12	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_12]
#Column	FLUX25	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_25]
#Column	FLUX60	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_60]
#Column	RGRID	(I5)	Reference Grid Number        (link)	[ucd=REFER_CODE]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	ANGLE	FLUX12	FLUX25	FLUX60	RGRID
   37344	 5.43096	085.35	+00.56	312.8999	+45.2123	20498+4501 	20 49 51.5	+45 01 25	 72	 1.92e-01	 2.19e-01	 9.18e-01	 2950
   37625	 5.52838	085.35	-00.37	313.9007	+44.6195	20538+4425 	20 53 49.9	+44 25 38	 68	 1.59e-01	 2.47e-01	 9.18e-01	 3500
   37865	 5.55402	085.36	-00.47	314.0207	+44.5527	20543+4421 	20 54 18.5	+44 21 36	 68	 1.57e-01	 1.74e-01	 9.42e+00	 3485
   37569	 5.46429	085.38	+00.42	313.0784	+45.1452	20505+4457 	20 50 34.1	+44 57 21	 68	 1.84e-01	 2.06e-01	 9.18e-01	 3500
   37892	 5.63918	085.38	-00.73	314.3231	+44.4032	20555+4412 	20 55 30.6	+44 12 34	 68	 1.57e-01	 1.74e-01	 4.12e+00	 3485
   37381	 5.48839	085.38	+00.13	313.3928	+44.9643	20518+4446 	20 51 49.0	+44 46 26	 72	 1.57e-01	 1.95e-01	 1.23e+01	 2950
   37336	 5.46305	085.38	+00.69	312.7875	+45.3208	20494+4507 	20 49 24.8	+45 07 57	 72	 9.49e+00	 1.01e+01	 3.08e+00	 2950
   37547	 5.46608	085.39	+00.69	312.7937	+45.3211	20494+4507 	20 49 26.3	+45 07 58	 68	 8.26e+00	 9.61e+00	 3.08e+00	 3500
   37550	 5.46812	085.39	+00.66	312.8202	+45.3084	20495+4507 	20 49 32.6	+45 07 12	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37588	 5.49775	085.39	+00.13	313.4074	+44.9672	20518+4446 	20 51 52.5	+44 46 36	 68	 1.08e+01	 2.47e+01	 1.40e+01	 3500
   37823	 5.50264	085.40	+00.13	313.4129	+44.9703	20518+4446 	20 51 53.8	+44 46 47	 68	 1.17e+01	 3.04e+01	 1.25e+01	 3485
   37339	 5.47627	085.40	+00.66	312.8264	+45.3154	20495+4507 	20 49 34.1	+45 07 37	 72	 1.57e-01	 1.95e-01	 9.18e-01	 2950
   37604	 5.52557	085.40	-00.06	313.6169	+44.8504	20527+4439 	20 52 42.4	+44 39 33	 68	 2.10e+00	 2.06e-01	 9.18e-01	 3500
   37889	 5.64439	085.40	-00.69	314.2923	+44.4433	20553+4414 	20 55 23.3	+44 14 59	 68	 1.28e-01	 1.74e-01	 8.22e-01	 3485
   37611	 5.53953	085.40	-00.14	313.6991	+44.8063	20530+4436 	20 53 02.0	+44 36 53	 68	 5.67e-01	 8.14e-01	 9.18e-01	 3500
   37370	 5.49493	085.40	+00.29	313.2440	+45.0777	20512+4453 	20 51 13.6	+44 53 16	 72	 1.72e-01	 1.95e-01	 9.18e-01	 2950
   37843	 5.54221	085.40	-00.13	313.7004	+44.8093	20530+4437 	20 53 02.3	+44 37 04	 68	 6.13e-01	 7.67e-01	 8.22e-01	 3485
   37385	 5.51124	085.40	+00.12	313.4275	+44.9720	20519+4446 	20 51 57.3	+44 46 53	 72	 1.05e+01	 2.39e+01	 9.18e-01	 2950
   37578	 5.50249	085.41	+00.28	313.2557	+45.0803	20512+4453 	20 51 16.4	+44 53 25	 68	 1.70e-01	 2.06e-01	 9.18e-01	 3500
   37600	 5.52941	085.41	+00.00	313.5588	+44.9008	20524+4442 	20 52 28.6	+44 42 35	 68	 8.88e+00	 9.85e+01	 6.01e+02	 3500
   37837	 5.53263	085.41	+00.00	313.5617	+44.9033	20524+4442 	20 52 29.3	+44 42 44	 68	 7.49e+00	 1.01e+02	 5.64e+02	 3485
   37563	 5.49698	085.42	+00.54	312.9752	+45.2537	20501+4503 	20 50 09.6	+45 03 53	 68	 2.03e-01	 2.54e-01	 9.18e-01	 3500
   37617	 5.56820	085.42	-00.22	313.8090	+44.7603	20534+4434 	20 53 28.2	+44 34 06	 68	 1.76e-01	 2.06e-01	 9.18e-01	 3500
   37878	 5.63274	085.42	-00.56	314.1662	+44.5465	20548+4421 	20 54 53.3	+44 21 12	 68	 1.57e-01	 1.74e-01	 2.01e+00	 3485
   37351	 5.51099	085.43	+00.53	313.0053	+45.2538	20502+4503 	20 50 16.8	+45 03 53	 72	 1.57e-01	 1.95e-01	 9.18e-01	 2950
   37585	 5.53471	085.44	+00.20	313.3655	+45.0495	20517+4451 	20 51 42.6	+44 51 33	 68	 1.29e-01	 2.94e-01	 9.18e-01	 3500
   37558	 5.51716	085.44	+00.61	312.9234	+45.3116	20499+4507 	20 49 57.3	+45 07 22	 68	 1.94e-01	 2.06e-01	 9.18e-01	 3500
   37382	 5.55204	085.45	+00.19	313.3926	+45.0549	20518+4451 	20 51 49.1	+44 51 52	 72	 1.57e-01	 3.11e-01	 9.18e-01	 2950
   37833	 5.57161	085.46	+00.07	313.5290	+44.9846	20523+4447 	20 52 21.6	+44 47 37	 68	 1.48e-01	 1.74e-01	 8.22e-01	 3485
   37855	 5.62100	085.47	-00.26	313.8883	+44.7755	20537+4435 	20 53 47.2	+44 35 00	 68	 5.56e-01	 1.74e-01	 8.22e-01	 3485
   37610	 5.60661	085.48	-00.06	313.6913	+44.9129	20530+4443 	20 53 00.3	+44 43 17	 68	 1.59e-01	 7.10e-01	 9.18e-01	 3500
   37601	 5.59380	085.48	+00.05	313.5666	+44.9889	20525+4447 	20 52 30.6	+44 47 52	 68	 1.59e-01	 2.05e-01	 9.18e-01	 3500
   37830	 5.58875	085.48	+00.13	313.4910	+45.0369	20522+4450 	20 52 12.6	+44 50 46	 68	 1.50e-01	 1.74e-01	 8.22e-01	 3485
   37818	 5.59743	085.51	+00.31	313.3086	+45.1760	20514+4459 	20 51 29.2	+44 59 09	 68	 2.52e+00	 5.97e-01	 8.22e-01	 3485
   37582	 5.60212	085.51	+00.31	313.3173	+45.1766	20515+4459 	20 51 31.3	+44 59 11	 68	 2.33e+00	 6.63e-01	 9.18e-01	 3500
   37879	 5.71201	085.51	-00.50	314.1901	+44.6549	20549+4427 	20 54 59.2	+44 27 42	 68	 1.57e-01	 4.56e-01	 8.22e-01	 3485
   37371	 5.61163	085.53	+00.39	313.2471	+45.2361	20512+4502 	20 51 14.6	+45 02 46	 72	 1.57e-01	 1.95e-01	 1.07e+00	 2950
   37556	 5.61238	085.53	+00.70	312.9141	+45.4410	20499+4515 	20 49 55.3	+45 15 08	 68	 2.35e-01	 2.06e-01	 9.18e-01	 3500
   37579	 5.62251	085.54	+00.38	313.2625	+45.2408	20513+4503 	20 51 18.3	+45 03 03	 68	 1.59e-01	 2.06e-01	 9.85e-01	 3500
   37340	 5.62127	085.54	+00.78	312.8288	+45.5007	20495+4518 	20 49 35.0	+45 18 44	 72	 1.57e-01	 2.20e-01	 9.18e-01	 2950
   37345	 5.62235	085.54	+00.70	312.9220	+45.4493	20499+4515 	20 49 57.2	+45 15 38	 72	 2.55e-01	 1.95e-01	 9.18e-01	 2950
   37594	 5.64347	085.54	+00.18	313.4824	+45.1208	20521+4455 	20 52 10.7	+44 55 48	 68	 1.59e-01	 2.23e-01	 3.84e+00	 3500
   37828	 5.64648	085.55	+00.18	313.4849	+45.1233	20521+4455 	20 52 11.3	+44 55 57	 68	 1.57e-01	 1.74e-01	 3.58e+00	 3485
   37844	 5.67804	085.56	-00.04	313.7309	+44.9880	20531+4447 	20 53 09.9	+44 47 47	 68	 1.57e-01	 2.34e-01	 5.23e+00	 3485
   37553	 5.63689	085.56	+00.77	312.8559	+45.5055	20496+4519 	20 49 41.5	+45 19 01	 68	 4.95e-01	 2.56e-01	 9.18e-01	 3500
   37572	 5.63961	085.56	+00.50	313.1498	+45.3357	20508+4508 	20 50 51.5	+45 08 46	 68	 6.92e-01	 2.92e-01	 9.18e-01	 3500
   37363	 5.64719	085.57	+00.50	313.1607	+45.3391	20509+4508 	20 50 54.1	+45 08 58	 72	 6.18e-01	 2.20e-01	 9.18e-01	 2950
   37813	 5.65180	085.57	+00.50	313.1665	+45.3416	20509+4509 	20 50 55.5	+45 09 07	 68	 7.34e-01	 2.93e-01	 8.22e-01	 3485
   37343	 5.65115	085.57	+00.76	312.8785	+45.5111	20497+4519 	20 49 46.9	+45 19 21	 72	 5.09e-01	 1.95e-01	 9.18e-01	 2950
   37591	 5.68202	085.59	+00.25	313.4518	+45.1962	20520+4500 	20 52 03.5	+45 00 20	 68	 1.67e-01	 2.06e-01	 9.18e-01	 3500
   37338	 5.67522	085.59	+00.84	312.8153	+45.5767	20495+4523 	20 49 31.9	+45 23 18	 72	 7.33e-01	 4.35e-01	 9.18e-01	 2950
   37861	 5.74242	085.60	-00.21	313.9538	+44.9080	20540+4442 	20 54 03.1	+44 42 56	 68	 5.89e-01	 3.35e-01	 8.22e-01	 3485
   37549	 5.67883	085.60	+00.84	312.8140	+45.5820	20495+4523A	20 49 31.6	+45 23 37	 68	 1.59e-01	 2.06e-01	 2.67e+00	 3500
   37871	 5.76451	085.60	-00.33	314.0899	+44.8282	20545+4438 	20 54 35.5	+44 38 07	 68	 2.77e+00	 1.11e+00	 8.22e-01	 3485
   37551	 5.68168	085.60	+00.83	312.8261	+45.5790	20495+4523B	20 49 34.5	+45 23 26	 68	 7.03e-01	 3.91e-01	 9.18e-01	 3500
   37809	 5.69844	085.62	+00.59	313.1077	+45.4395	20506+4515 	20 50 41.6	+45 15 00	 68	 1.12e+00	 6.02e-01	 8.22e-01	 3485
   37358	 5.69958	085.62	+00.59	313.1106	+45.4392	20507+4514 	20 50 42.3	+45 14 59	 72	 1.03e+00	 4.63e-01	 9.18e-01	 2950
   37571	 5.70152	085.62	+00.59	313.1144	+45.4395	20507+4515 	20 50 43.2	+45 15 00	 68	 1.09e+00	 4.44e-01	 9.18e-01	 3500
   37555	 5.70193	085.62	+00.78	312.9036	+45.5621	20498+4522 	20 49 53.0	+45 22 24	 68	 1.25e-01	 2.06e-01	 9.18e-01	 3500
   37864	 5.78066	085.63	-00.23	314.0127	+44.9182	20542+4443 	20 54 17.2	+44 43 32	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37576	 5.73177	085.65	+00.54	313.1985	+45.4284	20510+4514 	20 51 03.3	+45 14 19	 68	 7.26e-01	 2.09e-01	 9.18e-01	 3500
   37586	 5.74083	085.65	+00.36	313.3962	+45.3149	20518+4507 	20 51 50.4	+45 07 28	 68	 6.70e-01	 2.66e-01	 9.18e-01	 3500
   37845	 5.77052	085.66	+00.04	313.7404	+45.1161	20532+4455 	20 53 12.4	+44 55 28	 68	 1.57e-01	 4.50e-01	 8.22e-01	 3485
   37342	 5.73966	085.66	+00.85	312.8609	+45.6336	20497+4526 	20 49 42.9	+45 26 42	 72	 1.19e+00	 1.50e+00	 9.18e-01	 2950
   37332	 5.75621	085.66	+01.14	312.5426	+45.8172	20484+4537 	20 48 27.1	+45 37 47	 72	 1.94e-01	 1.95e-01	 9.18e-01	 2950
   37822	 5.74709	085.66	+00.36	313.4024	+45.3194	20518+4507 	20 51 51.9	+45 07 44	 68	 7.77e-01	 2.61e-01	 8.22e-01	 3485
   37801	 5.74152	085.66	+00.70	313.0237	+45.5450	20503+4521 	20 50 21.7	+45 21 21	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37848	 5.77976	085.67	+00.03	313.7647	+45.1115	20533+4455 	20 53 18.2	+44 55 11	 68	 2.16e-01	 1.74e-01	 1.00e+01	 3485
   37814	 5.74654	085.67	+00.53	313.2176	+45.4362	20511+4514 	20 51 07.9	+45 14 47	 68	 6.11e-01	 1.74e-01	 8.22e-01	 3485
   37554	 5.75487	085.67	+00.84	312.8859	+45.6392	20498+4527 	20 49 48.9	+45 27 02	 68	 1.12e+00	 1.52e+00	 9.18e-01	 3500
   37581	 5.76639	085.68	+00.46	313.3052	+45.4082	20514+4513 	20 51 28.8	+45 13 05	 68	 5.37e-01	 2.06e-01	 9.18e-01	 3500
   37817	 5.76824	085.69	+00.47	313.3052	+45.4107	20514+4513 	20 51 28.8	+45 13 14	 68	 5.64e-01	 1.99e-01	 8.22e-01	 3485
   37335	 5.77819	085.69	+01.03	312.6926	+45.7699	20490+4534 	20 49 02.9	+45 34 55	 72	 6.13e-01	 2.32e-01	 9.18e-01	 2950
   37544	 5.78642	085.70	+01.02	312.7077	+45.7725	20491+4535 	20 49 06.5	+45 35 04	 68	 6.85e-01	 2.97e-01	 9.18e-01	 3500
   37832	 5.79229	085.70	+00.29	313.5087	+45.3109	20522+4507 	20 52 17.3	+45 07 12	 68	 1.57e-01	 2.05e-01	 8.22e-01	 3485
   37839	 5.80055	085.70	+00.20	313.6061	+45.2557	20526+4503 	20 52 40.5	+45 03 52	 68	 4.14e+00	 1.62e+00	 8.22e-01	 3485
   37797	 5.79231	085.71	+00.83	312.9284	+45.6635	20499+4528 	20 49 59.1	+45 28 29	 68	 1.57e-01	 1.74e-01	 2.06e+00	 3485
   37854	 5.83960	085.72	-00.02	313.8679	+45.1213	20537+4455 	20 53 42.9	+44 55 45	 68	 3.23e-01	 4.67e-01	 8.22e-01	 3485
   37583	 5.80681	085.73	+00.48	313.3212	+45.4524	20515+4515 	20 51 32.7	+45 15 44	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37331	 5.83132	085.73	+01.20	312.5327	+45.9130	20484+4543 	20 48 24.9	+45 43 32	 72	 1.43e-01	 1.95e-01	 9.18e-01	 2950
   37802	 5.81315	085.73	+00.76	313.0243	+45.6369	20503+4526 	20 50 22.0	+45 26 52	 68	 2.73e-01	 1.74e-01	 8.22e-01	 3485
   37538	 5.84407	085.74	+01.26	312.4713	+45.9569	20481+4546 	20 48 10.3	+45 46 11	 68	 2.64e-01	 2.06e-01	 9.18e-01	 3500
   37565	 5.81724	085.74	+00.76	313.0301	+45.6389	20503+4526 	20 50 23.4	+45 26 59	 68	 2.02e-01	 2.06e-01	 9.18e-01	 3500
   37355	 5.81736	085.74	+00.76	313.0285	+45.6400	20503+4527 	20 50 23.0	+45 27 03	 72	 1.77e-01	 1.95e-01	 9.18e-01	 2950
   37819	 5.82639	085.74	+00.47	313.3580	+45.4556	20516+4515 	20 51 41.5	+45 15 55	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37812	 5.85965	085.78	+00.69	313.1477	+45.6265	20508+4526 	20 50 51.5	+45 26 13	 68	 2.16e-01	 1.74e-01	 8.22e-01	 3485
   37552	 5.86856	085.78	+00.98	312.8299	+45.8118	20495+4537 	20 49 35.8	+45 37 24	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37350	 5.86527	085.78	+00.84	312.9902	+45.7224	20502+4532 	20 50 14.0	+45 32 00	 72	 7.08e-01	 4.07e-01	 9.18e-01	 2950
   37531	 5.91537	085.79	+01.45	312.3109	+46.1127	20475+4555 	20 47 32.2	+45 55 34	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37573	 5.86999	085.79	+00.68	313.1669	+45.6288	20509+4526 	20 50 56.1	+45 26 21	 68	 2.22e-01	 2.06e-01	 9.18e-01	 3500
   37564	 5.87350	085.79	+00.83	313.0057	+45.7244	20502+4532 	20 50 17.7	+45 32 07	 68	 7.22e-01	 2.06e-01	 9.18e-01	 3500
   37341	 5.88268	085.80	+00.98	312.8444	+45.8219	20496+4538 	20 49 39.3	+45 38 00	 72	 1.57e-01	 1.95e-01	 9.18e-01	 2950
   37800	 5.87738	085.80	+00.83	313.0086	+45.7277	20503+4532 	20 50 18.4	+45 32 19	 68	 6.01e-01	 3.77e-01	 8.22e-01	 3485
   37824	 5.88257	085.80	+00.45	313.4276	+45.4873	20519+4517 	20 51 58.2	+45 17 48	 68	 4.90e-01	 3.21e-01	 8.22e-01	 3485
   37793	 5.88865	085.80	+00.98	312.8486	+45.8271	20496+4538 	20 49 40.3	+45 38 19	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37838	 5.90274	085.81	+00.33	313.5727	+45.4205	20525+4513 	20 52 32.8	+45 13 46	 68	 1.57e-01	 1.80e-01	 1.39e+00	 3485
   37580	 5.90875	085.83	+00.61	313.2824	+45.6115	20513+4525 	20 51 23.7	+45 25 17	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37816	 5.91317	085.83	+00.61	313.2824	+45.6173	20513+4525 	20 51 23.7	+45 25 38	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37796	 5.93347	085.85	+00.97	312.9040	+45.8543	20498+4539 	20 49 53.6	+45 39 56	 68	 1.92e-01	 3.42e-01	 1.68e+00	 3485
   37827	 5.93442	085.85	+00.46	313.4640	+45.5341	20521+4520 	20 52 07.0	+45 20 36	 68	 4.83e-01	 1.74e-01	 8.22e-01	 3485
   37577	 5.93092	085.85	+00.68	313.2188	+45.6779	20511+4529 	20 51 08.6	+45 29 17	 68	 4.08e-01	 2.06e-01	 9.50e-01	 3500
   37532	 6.00117	085.87	+01.50	312.3298	+46.2053	20476+4601 	20 47 36.9	+46 01 07	 68	 1.94e-01	 4.80e-01	 3.14e+00	 3500
   37347	 5.95338	085.87	+00.95	312.9386	+45.8611	20500+4540 	20 50 01.9	+45 40 20	 72	 1.57e-01	 1.79e-01	 9.18e-01	 2950
   37815	 5.95108	085.87	+00.68	313.2447	+45.6891	20512+4529 	20 51 14.8	+45 29 57	 68	 4.03e-01	 1.74e-01	 9.35e-01	 3485
   37546	 5.97757	085.88	+01.10	312.7873	+45.9680	20494+4546 	20 49 25.9	+45 46 47	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37791	 5.98315	085.89	+01.11	312.7810	+45.9780	20494+4547 	20 49 24.4	+45 47 23	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37560	 5.97650	085.89	+00.96	312.9497	+45.8842	20500+4541 	20 50 04.6	+45 41 43	 68	 1.99e-01	 2.06e-01	 9.18e-01	 3500
   37567	 5.98058	085.90	+00.86	313.0630	+45.8290	20505+4538 	20 50 31.6	+45 38 23	 68	 1.38e+00	 3.46e+00	 9.18e-01	 3500
   37799	 5.98514	085.90	+00.95	312.9639	+45.8876	20501+4541 	20 50 08.0	+45 41 55	 68	 2.20e-01	 1.74e-01	 8.22e-01	 3485
   37568	 5.99100	085.91	+00.87	313.0684	+45.8393	20505+4539 	20 50 32.9	+45 39 00	 68	 1.59e-01	 2.06e-01	 1.23e+01	 3500
   37325	 6.04412	085.91	+01.48	312.3886	+46.2308	20478+4602 	20 47 51.0	+46 02 38	 72	 1.57e-01	 1.95e-01	 2.64e+00	 2950
   37808	 5.99801	085.92	+00.85	313.0897	+45.8366	20506+4538 	20 50 38.0	+45 38 50	 68	 1.53e+00	 3.43e+00	 8.22e-01	 3485
   37807	 6.00330	085.92	+00.86	313.0842	+45.8463	20506+4539 	20 50 36.7	+45 39 25	 68	 1.57e-01	 1.74e-01	 1.19e+01	 3485
   37334	 6.03569	085.93	+01.24	312.6731	+46.0937	20489+4554 	20 48 58.8	+45 54 21	 72	 2.28e-01	 1.95e-01	 9.18e-01	 2950
   37798	 6.02029	085.93	+01.01	312.9292	+45.9494	20499+4545 	20 49 59.8	+45 45 38	 68	 3.47e-01	 3.43e-01	 8.22e-01	 3485
   37330	 6.05465	085.93	+01.40	312.5030	+46.1937	20483+4600 	20 48 18.3	+46 00 23	 72	 2.60e+00	 2.10e+00	 9.18e-01	 2950
   37541	 6.05778	085.94	+01.39	312.5089	+46.1948	20483+4600 	20 48 19.7	+46 00 27	 68	 2.59e+00	 1.87e+00	 9.18e-01	 3500
   37787	 6.04296	085.94	+01.24	312.6823	+46.0982	20490+4554 	20 49 01.0	+45 54 37	 68	 2.07e-01	 1.74e-01	 8.22e-01	 3485
   37537	 6.06964	085.94	+01.47	312.4312	+46.2426	20480+4603 	20 48 01.2	+46 03 20	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37559	 6.02947	085.94	+01.01	312.9459	+45.9522	20500+4545 	20 50 03.8	+45 45 48	 68	 3.79e-01	 2.77e-01	 9.18e-01	 3500
   37543	 6.05331	085.95	+01.23	312.7010	+46.1019	20490+4554 	20 49 05.5	+45 54 50	 68	 2.35e-01	 2.06e-01	 9.18e-01	 3500
   37328	 6.08326	085.96	+01.42	312.4961	+46.2306	20482+4602 	20 48 16.7	+46 02 36	 72	 1.92e-01	 1.95e-01	 2.17e+00	 2950
   37540	 6.08754	085.96	+01.42	312.5057	+46.2315	20483+4602 	20 48 19.0	+46 02 39	 68	 1.59e-01	 2.06e-01	 2.07e+00	 3500
   37836	 6.09656	086.02	+00.52	313.5527	+45.6960	20524+4530B	20 52 28.5	+45 30 18	 68	 1.57e-01	 1.74e-01	 6.28e+00	 3485
   37835	 6.10123	086.02	+00.52	313.5489	+45.7046	20524+4530A	20 52 27.6	+45 30 49	 68	 1.24e+00	 5.31e-01	 8.22e-01	 3485
   37825	 6.10830	086.03	+00.64	313.4275	+45.7873	20519+4535 	20 51 58.7	+45 35 48	 68	 5.01e-01	 2.16e-01	 8.22e-01	 3485
   37811	 6.12034	086.04	+00.91	313.1436	+45.9624	20508+4546 	20 50 51.1	+45 46 22	 68	 1.57e-01	 1.74e-01	 1.23e+00	 3485
   37562	 6.12962	086.04	+01.07	312.9626	+46.0678	20501+4552 	20 50 08.0	+45 52 44	 68	 3.64e-01	 2.06e-01	 9.18e-01	 3500
   37831	 6.12289	086.04	+00.60	313.4924	+45.7678	20522+4534 	20 52 14.2	+45 34 37	 68	 3.60e-01	 1.74e-01	 8.22e-01	 3485
   37329	 6.19009	086.06	+01.50	312.4968	+46.3562	20482+4610 	20 48 17.1	+46 10 08	 72	 3.20e-01	 1.95e-01	 9.18e-01	 2950
   37536	 6.21196	086.07	+01.59	312.4052	+46.4200	20479+4613 	20 47 55.3	+46 13 59	 68	 1.59e-01	 2.06e-01	 1.16e+00	 3500
   37326	 6.21803	086.07	+01.59	312.4135	+46.4237	20479+4614 	20 47 57.3	+46 14 12	 72	 1.92e-01	 1.87e-01	 1.30e+00	 2950
   37322	 6.27190	086.10	+01.75	312.2650	+46.5451	20473+4621 	20 47 22.0	+46 21 31	 72	 9.71e+00	 6.13e+00	 1.48e+00	 2950
   37530	 6.27208	086.10	+01.74	312.2662	+46.5448	20473+4621 	20 47 22.3	+46 21 30	 68	 9.59e+00	 5.78e+00	 1.26e+00	 3500
   37804	 6.19573	086.11	+01.05	313.0426	+46.1092	20504+4555 	20 50 27.2	+45 55 12	 68	 1.03e+00	 6.10e-01	 8.22e-01	 3485
   37333	 6.25386	086.12	+01.49	312.5767	+46.3970	20486+4612 	20 48 36.3	+46 12 34	 72	 2.79e-01	 1.95e-01	 9.18e-01	 2950
   37529	 6.32492	086.13	+01.87	312.1471	+46.6499	20469+4627 	20 46 54.0	+46 27 50	 68	 1.59e-01	 2.06e-01	 1.19e+00	 3500
   37821	 6.21175	086.13	+00.78	313.3681	+45.9557	20517+4545 	20 51 44.8	+45 45 55	 68	 2.08e-01	 2.65e-01	 1.91e+00	 3485
   37545	 6.26282	086.14	+01.38	312.7113	+46.3486	20491+4609 	20 49 08.4	+46 09 38	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37788	 6.26436	086.15	+01.39	312.7105	+46.3508	20491+4609 	20 49 08.2	+46 09 46	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37820	 6.23234	086.15	+00.81	313.3554	+45.9892	20516+4547 	20 51 41.8	+45 47 56	 68	 1.97e-01	 2.30e-01	 8.22e-01	 3485
   37792	 6.26949	086.16	+01.31	312.8010	+46.3159	20494+4607 	20 49 29.8	+46 07 39	 68	 4.96e-01	 4.48e-01	 8.22e-01	 3485
   37548	 6.27300	086.16	+01.31	312.8077	+46.3170	20495+4607 	20 49 31.4	+46 07 43	 68	 4.66e-01	 4.65e-01	 9.18e-01	 3500
   37806	 6.29671	086.20	+01.11	313.0740	+46.2182	20505+4601 	20 50 34.9	+46 01 44	 68	 1.57e-01	 1.74e-01	 1.24e+00	 3485
   37327	 6.36206	086.21	+01.64	312.4802	+46.5639	20482+4622 	20 48 13.5	+46 22 36	 72	 1.02e+00	 5.75e-01	 9.18e-01	 2950
   37539	 6.36704	086.22	+01.64	312.4902	+46.5656	20482+4622 	20 48 15.9	+46 22 42	 68	 1.13e+00	 6.84e-01	 9.18e-01	 3500
   37534	 6.39087	086.22	+01.77	312.3386	+46.6531	20476+4627 	20 47 39.8	+46 27 59	 68	 2.57e-01	 2.06e-01	 9.18e-01	 3500
   37783	 6.36915	086.22	+01.64	312.4914	+46.5675	20482+4622 	20 48 16.2	+46 22 49	 68	 1.11e+00	 6.17e-01	 8.22e-01	 3485
   37323	 6.39195	086.22	+01.78	312.3361	+46.6553	20476+4628 	20 47 39.2	+46 28 07	 72	 1.94e-01	 2.25e-01	 9.18e-01	 2950
   37781	 6.39690	086.22	+01.77	312.3457	+46.6573	20476+4628 	20 47 41.5	+46 28 14	 68	 3.19e-01	 1.74e-01	 8.22e-01	 3485
   37535	 6.39019	086.22	+01.73	312.3918	+46.6316	20478+4626 	20 47 52.5	+46 26 41	 68	 5.87e-01	 2.06e-01	 9.18e-01	 3500
   37782	 6.41098	086.25	+01.72	312.4214	+46.6440	20479+4627 	20 47 59.6	+46 27 25	 68	 5.78e-01	 2.59e-01	 8.22e-01	 3485
   37803	 6.34839	086.25	+01.18	313.0395	+46.2987	20504+4606 	20 50 26.8	+46 06 34	 68	 1.91e-01	 1.74e-01	 8.22e-01	 3485
   37795	 6.41348	086.30	+01.36	312.8824	+46.4514	20498+4615 	20 49 49.5	+46 15 46	 68	 2.80e+01	 2.39e+01	 3.69e+00	 3485
