#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2125
#Name: II/125
#Title:	IRAS catalogue of Point Sources, Version 2.0 (IPAC 1986)
#Table	II_125_main:
#Name: II/125/main
#Title:	IRAS Point Sources
#Coosys	B1950_1983.500:	eq_FK4 1950_1983.500
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.8, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS source name        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Hours RA, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Degrees Dec, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_DEC_MAIN]
#Column	Fnu_12	(E9.2)	Average non-color corrected flux density, 12um	[ucd=PHOT_FLUX_IR_12]
#Column	Fnu_25	(E9.2)	Average non-color corrected flux density, 25um	[ucd=PHOT_FLUX_IR_25]
#Column	Fnu_60	(E9.2)	Average non-color corrected flux density, 60um	[ucd=PHOT_FLUX_IR_60]
#Column	Fnu_100	(E9.2)	Average non-color corrected flux density, 100um	[ucd=PHOT_FLUX_IR_100]
#Column	FQual_12	(I1)	Flux density quality, 12um	[ucd=CODE_QUALITY]
#Column	FQual_25	(I1)	Flux density quality, 25um	[ucd=CODE_QUALITY]
#Column	FQual_60	(I1)	Flux density quality, 60um	[ucd=CODE_QUALITY]
#Column	FQual_100	(I1)	Flux density quality, 100um	[ucd=CODE_QUALITY]
#Column	NLRS	(I2)	Number of significant LRS spectra        (link)	[ucd=NUMBER]
#Column	NID	(I2)	Number of positional associations        (link)	[ucd=NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	Fnu_12	Fnu_25	Fnu_60	Fnu_100	FQual_12	FQual_25	FQual_60	FQual_100	NLRS	NID
  228086	 8.59807	088.00	-02.27	318.4092	+45.3160	21118+4506 	21 11 49.3	+45 06 31	 2.27e+00	 6.53e-01	 5.51e-01	 7.41e+00	3	3	1	1	 0	 0
  229141	 9.38842	088.00	-04.12	320.2703	+44.0308	21192+4349 	21 19 12.4	+43 49 03	 3.94e-01	 2.98e-01	 1.93e+00	 1.99e+01	3	1	1	1	 0	 0
  224656	 8.44522	088.00	+03.13	312.4508	+48.8949	20481+4842 	20 48 10.9	+48 42 28	 3.65e-01	 2.50e-01	 6.30e-01	 8.80e+00	3	1	1	1	 0	 0
  225165	 8.27557	088.01	+02.44	313.2591	+48.4594	20513+4816 	20 51 23.3	+48 16 10	 5.95e-01	 2.29e-01	 6.67e-01	 9.10e+00	3	2	1	1	 0	 0
  225478	 8.19333	088.01	+01.99	313.7808	+48.1707	20534+4758 	20 53 27.5	+47 58 44	 2.50e-01	 2.50e-01	 7.48e-01	 1.27e+01	1	1	1	3	 0	 0
  226047	 8.09956	088.01	+01.12	314.7748	+47.6006	20574+4724 	20 57 24.1	+47 24 19	 4.16e+00	 1.35e+00	 4.69e-01	 2.09e+01	3	3	1	1	 0	 4
  225361	 8.22102	088.01	+02.14	313.6102	+48.2696	20527+4804 	20 52 46.9	+48 04 42	 4.31e-01	 2.50e-01	 6.71e-01	 3.78e+01	3	1	1	1	 0	 0
  226245	 8.09058	088.01	+00.78	315.1465	+47.3846	20588+4711 	20 58 52.6	+47 11 17	 5.48e-01	 2.50e-01	 4.92e-01	 2.34e+01	3	1	1	1	 0	 2
  225315	 8.23556	088.01	+02.22	313.5287	+48.3171	20524+4807 	20 52 27.5	+48 07 34	 2.75e-01	 2.50e-01	 1.15e+00	 4.24e+01	1	1	3	1	 0	 0
  222978	 9.28145	088.01	+05.24	309.9150	+50.2043	20381+5001 	20 38 07.3	+50 01 35	 3.25e+01	 2.58e+01	 4.37e+00	 1.99e+01	3	3	3	1	 2	 0
  229378	 9.62311	088.02	-04.54	320.7002	+43.7444	21209+4331 	21 20 54.8	+43 31 47	 6.59e-01	 7.07e-01	 1.71e+00	 1.54e+01	3	1	1	1	 0	 1
  226865	 8.15361	088.02	-00.24	316.2798	+46.7160	21033+4630 	21 03 22.4	+46 30 56	 5.40e-01	 2.50e-01	 7.71e-01	 5.89e+00	3	1	1	1	 0	 1
  226035	 8.12414	088.03	+01.16	314.7439	+47.6477	20572+4727 	20 57 16.8	+47 27 09	 3.56e-01	 2.50e-01	 6.00e-01	 2.81e+01	3	1	1	1	 0	 1
  228955	 9.24781	088.04	-03.77	319.9621	+44.2971	21179+4405 	21 17 59.1	+44 05 05	 6.98e-01	 3.48e-01	 1.64e+00	 1.69e+01	3	1	1	1	 0	 0
  228679	 9.03090	088.04	-03.29	319.4845	+44.6370	21160+4425 	21 16 05.4	+44 25 34	 2.85e-01	 2.50e-01	 8.30e-01	 6.43e+00	1	1	3	1	 0	 0
  224259	 8.67832	088.06	+03.71	311.8163	+49.2979	20456+4906 	20 45 40.0	+49 06 47	 2.87e-01	 2.50e-01	 7.20e-01	 1.13e+01	1	1	3	1	 0	 0
  226757	 8.16487	088.06	-00.02	316.0745	+46.8864	21025+4641 	21 02 33.6	+46 41 12	 7.85e-01	 1.33e+00	 1.90e+01	 3.55e+01	1	2	2	3	 0	 0
  225072	 8.36575	088.06	+02.61	313.1173	+48.6084	20508+4825 	20 50 49.7	+48 25 08	 2.50e-01	 5.35e+00	 4.78e+01	 9.07e+01	1	3	3	3	 0	 0
  226095	 8.15573	088.07	+01.08	314.8658	+47.6239	20577+4725 	20 57 45.9	+47 25 42	 2.70e-01	 2.50e-01	 7.44e-01	 2.19e+01	1	1	3	1	 0	 2
  223414	 9.09362	088.07	+04.73	310.5891	+49.9393	20407+4945 	20 40 47.9	+49 45 32	 2.50e-01	 2.50e-01	 2.11e+00	 1.13e+01	1	1	3	2	 0	 0
  228004	 8.59367	088.08	-02.05	318.2489	+45.5238	21111+4519 	21 11 11.3	+45 19 01	 4.89e-01	 4.41e-01	 5.57e-01	 7.61e+00	3	1	1	1	 0	 0
  225477	 8.27012	088.08	+02.05	313.7780	+48.2613	20534+4804 	20 53 27.0	+48 04 10	 2.96e-01	 1.41e+00	 9.39e-01	 1.91e+01	1	1	3	1	 0	 0
  226608	 8.16801	088.08	+00.24	315.8146	+47.0727	21015+4652 	21 01 31.8	+46 52 26	 3.31e-01	 2.50e-01	 1.38e+00	 8.50e+00	1	1	3	1	 0	 3
  224623	 8.55530	088.09	+03.24	312.3991	+49.0275	20479+4850 	20 47 58.8	+48 50 26	 4.22e-01	 5.88e-01	 1.23e+00	 6.37e+00	3	3	1	1	 0	 0
  223097	 9.30691	088.09	+05.15	310.0965	+50.2127	20388+5002 	20 38 50.7	+50 02 03	 4.78e-01	 2.98e-01	 2.19e+00	 1.14e+01	1	1	3	2	 0	 0
  224316	 8.69939	088.09	+03.67	311.8949	+49.3029	20459+4907 	20 45 58.8	+49 07 04	 5.87e-01	 2.54e-01	 6.70e-01	 6.82e+00	3	2	1	1	 0	 0
  227527	 8.39721	088.09	-01.26	317.4397	+46.0801	21079+4552 	21 07 58.7	+45 52 33	 1.17e+00	 6.20e-01	 4.85e-01	 4.83e+00	3	3	1	1	 0	 0
  226510	 8.18171	088.10	+00.42	315.6350	+47.2099	21008+4700 	21 00 49.1	+47 00 42	 1.86e+00	 6.73e+00	 8.98e+01	 2.17e+02	3	3	2	1	 0	 4
  228317	 8.79443	088.10	-02.56	318.8052	+45.1887	21133+4458 	21 13 23.8	+44 58 48	 8.69e-01	 2.82e-01	 5.74e-01	 6.25e+00	3	1	1	1	 0	 0
  224996	 8.44952	088.11	+02.77	312.9740	+48.7473	20502+4833 	20 50 15.7	+48 33 30	 8.39e-01	 1.87e-01	 6.00e-01	 7.94e+00	3	3	1	1	 0	 0
  224372	 8.69701	088.11	+03.62	311.9741	+49.2826	20462+4905 	20 46 17.7	+49 05 50	 3.68e-01	 2.50e-01	 1.08e+00	 1.04e+01	1	1	3	2	 0	 0
  227134	 8.28632	088.11	-00.59	316.7473	+46.5420	21052+4620 	21 05 13.9	+46 20 24	 1.14e+00	 5.04e-01	 5.63e-01	 4.40e+00	3	3	1	1	 0	 0
  227464	 8.38776	088.11	-01.14	317.3312	+46.1734	21075+4558 	21 07 32.9	+45 58 10	 1.62e+00	 7.06e-01	 4.73e-01	 4.89e+00	3	3	1	1	 0	 2
  228548	 8.96995	088.12	-02.97	319.2406	+44.9193	21151+4442 	21 15 07.5	+44 42 33	 1.21e+00	 5.44e-01	 5.29e-01	 5.52e+00	3	3	1	1	 0	 0
  227655	 8.47105	088.13	-01.44	317.6621	+45.9794	21088+4546 	21 08 51.7	+45 46 28	 2.33e+01	 9.37e+00	 1.70e+00	 5.40e+00	3	3	3	1	 0	 1
  229022	 9.33649	088.13	-03.79	320.0693	+44.3499	21184+4408 	21 18 24.8	+44 08 14	 1.44e+00	 3.37e-01	 1.51e+00	 1.60e+01	3	3	1	1	 0	 2
  227862	 8.56055	088.13	-01.75	317.9955	+45.7719	21101+4533 	21 10 11.1	+45 33 57	 4.57e-01	 2.50e-01	 5.72e-01	 1.01e+01	3	1	1	1	 0	 0
  224590	 8.63135	088.14	+03.33	312.3402	+49.1245	20477+4856 	20 47 44.9	+48 56 16	 7.17e-01	 2.50e-01	 1.41e+00	 1.11e+01	1	1	3	1	 0	 0
  226406	 8.22232	088.14	+00.60	315.4834	+47.3599	21002+4709 	21 00 13.1	+47 09 44	 5.24e-01	 3.91e-01	 6.66e-01	 2.68e+01	3	3	1	1	 0	 2
  226782	 8.24942	088.15	+00.03	316.1080	+46.9851	21026+4647 	21 02 41.8	+46 47 07	 3.25e-01	 2.50e-01	 1.34e+00	 4.74e+00	1	1	3	1	 0	 1
  223259	 9.27546	088.15	+04.98	310.3618	+50.1523	20399+4958 	20 39 54.0	+49 58 22	 2.94e-01	 3.25e-01	 1.50e+00	 3.82e+01	1	1	3	1	 0	 0
  229188	 9.50035	088.15	-04.09	320.3866	+44.1520	21196+4356 	21 19 40.4	+43 56 18	 3.59e-01	 3.06e-01	 2.18e+00	 8.41e+00	1	1	3	2	 0	 0
  228586	 9.01032	088.15	-03.01	319.3059	+44.9125	21153+4442 	21 15 23.1	+44 42 08	 9.15e-01	 3.71e-01	 4.54e-01	 5.03e+00	3	3	1	1	 0	 0
  226849	 8.26442	088.15	-00.10	316.2504	+46.9034	21032+4642 	21 03 15.7	+46 42 11	 4.59e+00	 2.47e+00	 4.49e-01	 4.24e+00	3	3	2	1	 0	 1
  227303	 8.36924	088.15	-00.86	317.0683	+46.3930	21065+4611 	21 06 30.4	+46 11 24	 4.15e-01	 2.66e-01	 5.33e-01	 6.07e+00	3	1	1	1	 0	 0
  226080	 8.24387	088.15	+01.17	314.8477	+47.7450	20576+4732 	20 57 41.8	+47 32 58	 3.52e+00	 1.26e+00	 5.10e-01	 2.45e+01	3	3	1	1	 0	 3
  227508	 8.43529	088.15	-01.18	317.4127	+46.1753	21078+4558 	21 07 52.4	+45 58 16	 4.73e-01	 6.46e-01	 5.57e-01	 8.93e+00	3	1	1	1	 0	 0
  227015	 8.29684	088.15	-00.35	316.5335	+46.7346	21043+4631 	21 04 23.1	+46 32 00	 1.48e+00	 6.76e-01	 8.73e-01	 6.38e+00	3	3	1	1	 0	 0
  223388	 9.22544	088.16	+04.84	310.5448	+50.0794	20406+4953 	20 40 37.6	+49 53 57	 2.50e-01	 2.64e-01	 1.27e+00	 2.30e+01	1	1	3	1	 0	 0
  225940	 8.27619	088.16	+01.45	314.5451	+47.9353	20564+4744 	20 56 29.8	+47 44 27	 6.60e-01	 1.95e-01	 5.72e-01	 1.72e+01	3	2	1	1	 0	 3
  228100	 8.71529	088.17	-02.13	318.4358	+45.5367	21119+4519 	21 11 56.0	+45 19 45	 9.82e-01	 2.63e-01	 5.55e-01	 4.72e+00	3	2	1	1	 0	 2
  229248	 9.55270	088.18	-04.15	320.4691	+44.1334	21200+4355 	21 20 00.1	+43 55 10	 4.69e-01	 2.76e-01	 1.65e+00	 1.85e+01	1	1	3	1	 0	 0
  229448	 9.73559	088.18	-04.50	320.8168	+43.8836	21213+4340 	21 21 22.9	+43 40 07	 4.70e-01	 2.50e-01	 8.30e-01	 1.64e+01	3	1	1	1	 0	 0
  224390	 8.77945	088.18	+03.65	312.0082	+49.3622	20464+4910 	20 46 26.0	+49 10 36	 2.56e-01	 2.50e-01	 1.25e+00	 8.97e+00	1	1	3	1	 0	 0
  226195	 8.27402	088.19	+01.03	315.0494	+47.6768	20584+4728 	20 58 29.9	+47 28 50	 5.14e+00	 1.58e+00	 6.27e-01	 1.80e+01	3	3	1	1	 0	 4
  225802	 8.34400	088.20	+01.70	314.3052	+48.1278	20555+4756 	20 55 32.8	+47 56 03	 3.91e-01	 2.50e-01	 6.66e-01	 2.64e+01	3	1	1	1	 0	 1
  226627	 8.28980	088.20	+00.33	315.8399	+47.2264	21016+4701 	21 01 38.1	+47 01 39	 6.47e-01	 2.50e-01	 1.08e+00	 2.07e+01	1	1	3	1	 0	 0
  225999	 8.31422	088.21	+01.38	314.6719	+47.9211	20570+4743 	20 57 00.1	+47 43 34	 3.94e-01	 3.39e-01	 6.12e-01	 2.14e+01	3	1	1	1	 0	 1
  225834	 8.34217	088.21	+01.65	314.3615	+48.1005	20557+4754 	20 55 46.2	+47 54 24	 2.50e-01	 2.50e-01	 6.12e-01	 9.64e+00	1	1	1	3	 0	 0
  224593	 8.71609	088.21	+03.39	312.3491	+49.2132	20477+4901 	20 47 47.2	+49 01 35	 2.52e-01	 2.72e-01	 2.25e+00	 8.55e+00	3	3	3	1	 0	 0
  224683	 8.68412	088.21	+03.27	312.4822	+49.1445	20483+4857 	20 48 18.9	+48 57 26	 6.81e-01	 2.16e+00	 1.11e+01	 1.36e+01	3	3	3	3	 0	 0
  224840	 8.62394	088.21	+03.06	312.7339	+49.0104	20493+4849 	20 49 18.8	+48 49 20	 5.65e+00	 2.68e+00	 5.72e-01	 7.19e+00	3	3	1	1	 0	 1
  229319	 9.63460	088.22	-04.24	320.6023	+44.0913	21205+4352 	21 20 31.9	+43 52 37	 2.50e-01	 2.50e-01	 1.97e+00	 1.01e+01	1	1	1	3	 0	 0
  223516	 9.22330	088.22	+04.72	310.7462	+50.0507	20414+4952 	20 41 25.7	+49 52 11	 3.77e-01	 2.91e-01	 5.72e-01	 3.12e+01	3	1	1	1	 0	 0
  227843	 8.61675	088.22	-01.64	317.9703	+45.9110	21100+4542 	21 10 05.3	+45 42 18	 4.27e-01	 2.50e-01	 1.41e+00	 5.95e+00	1	1	3	1	 0	 0
  227613	 8.52851	088.23	-01.26	317.5746	+46.1764	21085+4558 	21 08 31.1	+45 58 18	 7.37e-01	 2.50e-01	 5.11e-01	 6.18e+00	3	1	1	1	 0	 0
  228284	 8.85173	088.23	-02.38	318.7465	+45.4091	21131+4512 	21 13 10.1	+45 12 02	 6.18e-01	 2.55e-01	 6.26e-01	 5.54e+00	3	1	1	1	 0	 0
  225828	 8.37587	088.24	+01.69	314.3473	+48.1474	20557+4757 	20 55 42.9	+47 57 13	 2.61e-01	 2.50e-01	 9.06e-01	 2.57e+01	1	1	3	1	 0	 1
  228204	 8.81022	088.24	-02.24	318.6108	+45.5064	21126+4517 	21 12 37.8	+45 17 54	 3.37e-01	 2.50e-01	 6.00e-01	 6.39e+00	3	1	1	1	 0	 0
  229225	 9.56325	088.24	-04.06	320.4429	+44.2425	21198+4401 	21 19 54.0	+44 01 43	 2.50e-01	 6.05e-01	 3.61e+00	 1.61e+01	1	3	2	1	 0	 1
  223257	 9.39797	088.25	+05.05	310.3594	+50.2770	20398+5005 	20 39 53.7	+50 05 51	 2.50e-01	 4.35e-01	 2.20e+00	 2.10e+01	1	1	3	2	 0	 0
  227538	 8.52003	088.25	-01.13	317.4606	+46.2763	21080+4604 	21 08 04.0	+46 04 19	 3.94e-01	 2.50e-01	 5.80e-01	 8.82e+00	3	1	1	1	 0	 1
  224743	 8.70319	088.25	+03.21	312.5923	+49.1357	20487+4856 	20 48 45.2	+48 56 53	 2.60e-01	 3.02e-01	 1.57e+00	 9.92e+00	1	1	3	1	 0	 0
  228654	 9.11792	088.25	-03.05	319.4436	+44.9585	21159+4444 	21 15 56.1	+44 44 52	 6.96e-01	 3.63e-01	 1.01e+00	 5.12e+00	3	3	1	1	 0	 0
  229111	 9.46819	088.25	-03.84	320.2387	+44.4043	21190+4411 	21 19 05.4	+44 11 28	 2.75e-01	 3.33e-01	 1.41e+00	 1.93e+01	3	1	1	1	 0	 1
  224446	 8.84472	088.26	+03.64	312.0956	+49.4114	20467+4913 	20 46 47.0	+49 13 32	 6.78e-01	 1.42e-01	 7.81e-01	 8.23e+00	3	2	1	1	 0	 0
  226929	 8.38192	088.26	-00.13	316.4026	+46.9639	21038+4645 	21 03 52.2	+46 45 47	 1.79e+00	 4.10e-01	 4.43e-01	 5.38e+00	3	3	1	1	 0	 1
  224821	 8.70332	088.27	+03.14	312.7017	+49.1058	20491+4855 	20 49 11.3	+48 55 04	 4.02e-01	 3.75e-01	 3.43e+00	 1.02e+01	3	3	3	3	 0	 0
  226952	 8.39435	088.27	-00.16	316.4437	+46.9515	21040+4645 	21 04 02.0	+46 45 02	 4.37e-01	 2.50e-01	 9.21e-01	 6.55e+00	1	1	3	1	 0	 0
  227265	 8.47648	088.29	-00.66	316.9947	+46.6339	21062+4625 	21 06 13.2	+46 25 52	 6.19e-01	 5.17e-01	 6.55e-01	 6.90e+00	1	1	3	1	 0	 0
  224430	 8.89943	088.30	+03.69	312.0653	+49.4763	20466+4917 	20 46 39.9	+49 17 26	 3.44e-01	 1.80e-01	 6.81e-01	 8.46e+00	3	3	1	1	 0	 0
  227636	 8.59524	088.30	-01.23	317.6188	+46.2501	21086+4602 	21 08 41.8	+46 02 43	 9.16e-01	 2.21e-01	 5.50e-01	 4.79e+00	3	2	1	1	 0	 3
  228370	 8.94554	088.31	-02.45	318.8929	+45.4123	21137+4512 	21 13 45.1	+45 12 12	 7.19e-01	 3.46e-01	 5.24e-01	 6.13e+00	3	3	1	1	 0	 0
  227370	 8.51969	088.31	-00.81	317.1819	+46.5390	21069+4620 	21 06 57.8	+46 20 08	 1.24e+00	 6.22e-01	 4.86e-01	 5.63e+00	3	3	1	1	 0	 0
  229631	 9.97715	088.31	-04.74	321.1832	+43.8064	21228+4335 	21 22 50.4	+43 35 25	 1.14e+00	 3.07e-01	 1.66e+00	 1.77e+01	3	3	1	1	 0	 1
  226006	 8.43045	088.32	+01.46	314.6838	+48.0586	20570+4751 	20 57 03.2	+47 51 49	 7.08e-01	 3.53e-01	 5.70e-01	 3.26e+01	3	3	1	1	 0	 1
  224115	 9.06267	088.32	+04.10	311.6042	+49.7441	20448+4933 	20 44 50.2	+49 33 36	 1.61e+00	 1.02e+00	 7.48e-01	 1.02e+01	3	3	1	1	 0	 0
  226479	 8.40294	088.32	+00.66	315.5950	+47.5348	21006+4720 	21 00 40.1	+47 20 12	 6.76e+01	 2.64e+01	 5.37e+00	 1.86e+01	3	3	3	1	 4	 1
  226842	 8.42549	088.33	+00.07	316.2407	+47.1453	21032+4656 	21 03 13.8	+46 56 42	 1.33e+00	 3.22e-01	 4.13e-01	 4.04e+00	3	3	1	1	 0	 3
  224960	 8.72146	088.33	+03.01	312.9036	+49.0679	20499+4852 	20 49 59.5	+48 52 45	 3.34e+00	 1.24e+00	 2.99e+00	 8.48e+00	3	3	3	1	 0	 0
  224728	 8.80718	088.33	+03.31	312.5557	+49.2578	20486+4904 	20 48 36.7	+49 04 13	 7.02e-01	 4.35e-01	 8.40e-01	 6.93e+00	3	3	2	1	 0	 0
  225810	 8.49092	088.34	+01.80	314.3202	+48.2971	20556+4806 	20 55 36.7	+48 06 12	 3.49e-01	 9.09e-01	 9.75e+00	 2.70e+01	3	3	3	2	 0	 3
  227696	 8.64384	088.34	-01.30	317.7231	+46.2302	21091+4601 	21 09 06.7	+46 01 30	 6.37e-01	 3.22e-01	 4.49e-01	 4.36e+00	3	2	1	1	 0	 0
  223777	 9.24498	088.34	+04.51	311.1221	+50.0173	20429+4950 	20 42 55.5	+49 50 06	 2.71e-01	 5.85e-01	 5.45e+00	 1.54e+01	1	1	3	2	 0	 0
  226879	 8.44620	088.34	+00.01	316.3191	+47.1194	21035+4655 	21 03 32.5	+46 55 08	 3.14e-01	 2.51e-01	 5.69e-01	 5.39e+00	1	1	1	3	 0	 0
  225636	 8.53258	088.34	+02.06	314.0261	+48.4685	20544+4816 	20 54 26.7	+48 16 33	 2.50e-01	 2.78e-01	 1.57e+00	 1.00e+01	1	1	3	2	 0	 0
  227486	 8.58071	088.34	-00.97	317.3836	+46.4549	21077+4615 	21 07 45.9	+46 15 03	 2.50e-01	 8.44e-01	 7.60e-01	 6.64e+00	1	1	1	3	 0	 0
  228606	 9.14360	088.36	-02.86	319.3616	+45.1657	21156+4457 	21 15 36.8	+44 57 19	 3.08e-01	 3.38e-01	 1.05e+00	 7.48e+00	1	1	3	1	 0	 1
  223169	 9.58697	088.36	+05.24	310.2358	+50.4821	20394+5018 	20 39 24.6	+50 18 11	 4.27e-01	 3.87e-01	 1.64e+00	 1.91e+01	1	1	3	1	 0	 0
  223662	 9.32990	088.37	+04.65	310.9722	+50.1276	20423+4956 	20 42 19.9	+49 56 45	 2.97e-01	 6.53e-01	 1.09e+00	 1.17e+01	1	1	1	3	 0	 0
  223750	 9.29547	088.37	+04.57	311.0772	+50.0763	20427+4953 	20 42 44.9	+49 53 39	 1.06e+01	 6.45e+00	 1.08e+00	 3.01e+01	3	3	3	1	 3	 0
  228813	 9.29019	088.38	-03.19	319.7097	+44.9505	21169+4444 	21 16 59.7	+44 44 20	 2.50e-01	 2.50e-01	 7.09e-01	 4.96e+00	1	1	1	3	 0	 0
  225906	 8.51681	088.38	+01.69	314.4811	+48.2573	20562+4803 	20 56 15.1	+48 03 47	 1.25e+00	 7.72e-01	 6.72e-01	 3.07e+01	3	3	1	1	 0	 0
  226049	 8.49390	088.38	+01.44	314.7731	+48.0939	20574+4753 	20 57 24.6	+47 53 55	 4.13e-01	 3.56e-01	 9.74e-01	 1.33e+01	3	3	3	2	 0	 2
  229347	 9.71625	088.38	-04.12	320.6438	+44.2964	21207+4404 	21 20 42.1	+44 04 55	 3.47e-01	 2.50e-01	 1.86e+00	 1.97e+01	3	1	1	1	 0	 0
  225803	 8.54349	088.38	+01.85	314.3050	+48.3662	20555+4810 	20 55 33.2	+48 10 21	 4.09e-01	 1.11e+00	 4.42e+00	 1.87e+01	3	3	3	2	 0	 0
  224902	 8.81357	088.39	+03.14	312.8160	+49.1937	20496+4900 	20 49 38.8	+49 00 19	 1.44e+00	 5.62e-01	 7.82e-01	 6.35e+00	3	3	1	1	 0	 0
  224198	 9.11634	088.39	+04.06	311.7202	+49.7776	20453+4935 	20 45 18.0	+49 35 35	 2.50e-01	 4.35e-01	 1.07e+00	 1.13e+01	1	1	3	1	 0	 0
  224981	 8.82292	088.42	+03.06	312.9383	+49.1689	20501+4858 	20 50 08.0	+48 58 48	 3.86e-01	 2.50e-01	 8.36e-01	 9.66e+00	1	1	3	1	 0	 0
  223558	 9.45875	088.42	+04.83	310.8010	+50.2839	20416+5006 	20 41 39.3	+50 06 10	 3.65e+00	 1.01e+00	 6.97e-01	 2.61e+01	3	3	1	1	 0	 0
  228976	 9.43128	088.43	-03.41	319.9877	+44.8261	21180+4436 	21 18 06.0	+44 36 49	 1.14e+00	 3.28e-01	 1.43e+00	 8.56e+00	1	1	3	3	 0	 0
  223472	 9.51752	088.44	+04.94	310.6828	+50.3596	20411+5010 	20 41 11.2	+50 10 44	 5.55e-01	 2.52e-01	 5.24e-01	 2.75e+01	3	3	1	1	 0	 0
  229160	 9.58247	088.44	-03.72	320.3118	+44.6198	21193+4424 	21 19 23.2	+44 24 23	 2.50e-01	 2.50e-01	 8.97e-01	 6.72e+00	1	1	1	3	 0	 0
  228918	 9.40192	088.46	-03.28	319.8828	+44.9427	21176+4443 	21 17 41.1	+44 43 50	 8.58e-01	 3.76e-01	 6.67e-01	 3.85e+00	3	3	1	1	 0	 1
  228492	 9.11716	088.46	-02.54	319.1309	+45.4609	21147+4515 	21 14 42.1	+45 15 04	 2.50e-01	 2.50e-01	 7.16e-01	 5.75e+00	1	1	1	3	 0	 0
  229535	 9.92575	088.46	-04.41	321.0014	+44.1461	21221+4355 	21 22 07.4	+43 55 50	 1.14e+00	 5.43e-01	 1.04e+00	 1.38e+01	3	3	1	1	 0	 0
  226393	 8.55399	088.47	+00.92	315.4486	+47.8190	21000+4737 	21 00 05.6	+47 37 17	 4.10e-01	 2.50e-01	 5.98e-01	 3.13e+01	3	1	1	1	 0	 1
  227884	 8.81779	088.48	-01.47	318.0381	+46.2151	21103+4600 	21 10 22.0	+46 00 32	 3.84e-01	 2.50e-01	 6.11e-01	 5.09e+00	3	1	1	1	 0	 0
  226673	 8.56047	088.48	+00.49	315.9350	+47.5387	21020+4720 	21 02 01.4	+47 20 22	 5.08e-01	 2.50e-01	 4.98e-01	 2.72e+01	3	1	1	1	 0	 0
  224859	 8.93997	088.48	+03.27	312.7540	+49.3482	20494+4909 	20 49 24.3	+49 09 36	 2.50e-01	 2.83e-01	 4.62e+00	 2.02e+01	1	1	3	3	 0	 0
  226188	 8.58371	088.48	+01.30	315.0350	+48.0765	20584+4752 	20 58 27.2	+47 52 49	 1.33e+00	 6.11e-01	 8.14e-01	 2.04e+01	3	3	1	1	 0	 0
  226124	 8.59294	088.48	+01.40	314.9224	+48.1439	20580+4756 	20 58 00.4	+47 56 53	 2.52e+00	 8.81e-01	 6.72e-01	 2.47e+01	3	3	1	1	 0	 0
  227743	 8.77556	088.49	-01.24	317.8108	+46.3758	21094+4610 	21 09 27.9	+46 10 13	 5.82e-01	 3.45e-01	 5.58e-01	 4.29e+00	3	1	1	1	 0	 0
  226918	 8.58971	088.49	+00.09	316.3874	+47.2786	21038+4704 	21 03 49.1	+47 04 40	 2.50e-01	 2.50e-01	 5.99e-01	 8.31e+00	1	1	2	3	 0	 0
  227023	 8.60239	088.49	-00.05	316.5411	+47.1869	21044+4659 	21 04 25.7	+46 59 08	 1.09e+00	 2.80e-01	 5.82e-01	 4.97e+00	1	3	1	1	 0	 1
  226034	 8.61776	088.49	+01.57	314.7387	+48.2621	20572+4804 	20 57 16.7	+48 04 01	 7.04e-01	 5.53e-01	 6.61e-01	 2.60e+01	3	3	1	1	 0	 0
  225518	 8.73372	088.49	+02.35	313.8438	+48.7712	20537+4834 	20 53 43.7	+48 34 45	 3.52e-01	 2.50e-01	 9.16e-01	 7.23e+00	3	1	1	1	 0	 0
